,idx,class,conversation,Augmentation
178,648,기타 괴롭힘 대화,"님 롤 존나 못하네요
니새끼보다는 잘하는 것 같은데요 
스킬 못 맞추는 꼬라지
라고 병신이 말합니다.
킬딸만 했으면서 미친놈이
네
니엄마
할 말 없으니 패드립하는 수준 
니 엄마
교육 수준 보이네요",
179,654,기타 괴롭힘 대화,"저기요. 마음에 들어서 그런데 연락처 좀.
 아 죄송해요. 남자친구 있어요.
 지가 먼저 꼬리 쳐 놓고서는.
 제가 그 쪽한테 꼬리 쳤다고요?
 살살 웃었잖아요. 못생긴게 꼬리치길래 관심있는 척좀 해줬구만.
 뭐라 그러셨어요 지금?
 남자친구 있으면 그렇게 야하게 입고 다니면 안되는 거 아닌가?
 지금 그거 성추행이에요. 아저씨. 가세요. 안 가면 신고할거에요.
 그렇게 레깅스에 짧은 티 입고 다니면 보라는 거 아니야? 옷 좀 똑바로 입고 다녀.
 성추행하고 계신거라고요. 저기요 여기 신고 좀 해주세요.","죄송합니다 마음에 드는데 연락처 좀 알려주세요.
아, 죄송합니다. 남자친구가 있어요.
자기가 먼저 꼬리를 흔들어놓고는.
제가 그쪽으로 꼬리를 흔들었다고요?
상냥하게 웃었잖아요. 못생긴 게 끊이지 않으니까 관심 있는 척을 해줬구나.
지금 뭐라고 하셨죠?
남자친구가 있으면 그렇게 화려한 차림을 하면 안 되지 않을까?
지금 그것은 성희롱입니다. 아저씨, 가세요. 안 가면 신고할게요.
그렇게 레깅스에 짧은 티셔츠를 입고 있으면 보라는 거 아니야? 옷 잘 입고 다녀.
성희롱을 하고 있다는 거죠. 죄송합니다, 여기에 신고해 주세요."
180,655,기타 괴롭힘 대화,"너지?내가방에 냄새나는 젖은양말 넣어놓거.
아니?나 아닌데
너 맞자나.왜 나를 싫어하는거지?
맞아 나야.이유를 묻는거야?
그래.난 너한테 잘못한게없는데
너희집이 부자라는게 난 재수없어
그래서 내가방에 자꾸 더러운 양말 진흙 쓰레기를넣어놓는거니?
돈자랑하는거야?학생이 명품가방이나 들고다니고.재수없어.
어이가 없네","너지? 내 가방에서 냄새가 나 젖은 양말을 넣어놓는 거야.
아니, 나는 아니야
오빠 맞잖아. 왜 나를 싫어하니?
맞아 나야 이유를 묻는거야?
맞아. 나는 당신에게 잘못한것이 없는데
자네 집이 부자라는 것이 나는 재수없다
그래서 내 가방에 자꾸 더러운 양말 진흙 쓰레기를 넣어두는 거야?
돈 자랑하는 거야? 학생들이 명품 가방이나 들고 다녀. 재수없어.
어이가 없네"
181,663,기타 괴롭힘 대화,"왜 이래?
 이유는 없어.
 그만해.
 그냥 재미있잖아.
 나 너무 힘들어.
 넌 내 장난감이야.
 이러지마.
 내가 짖으라면 짖고 구르라고 하며 굴러. 살고 싶으면.
 이제 그만해.
 그만해? 나는 아직 심심한데.","무슨일이야?
이유는 없다.
그만해.
그냥 재밌잖아.
나 너무 피곤해.
너는 내 장난감이야.
하지 마.
내가 짖으라고 하면 짖고 구르라고 하고 구르는 거야. 살고 싶으면.
이제 그만 해.
그만해? 난 아직 심심한데."
182,665,기타 괴롭힘 대화,"장애인이면 다인가? 왜 무조건 배려를 받으려고해?
도움이 필요하니까 그런 거 잖아
아니 그러면 장애인으로 태어나지를 말던가
너 그 말 당장 취소해
싫은데? 왜 내가 피해를 입어야 하냐고
장애인으로 태어나고 싶어서 태어났겠어?
나한테 그런거 우기지마 징징거리지 말라고
당사자가 안 돼 보면 몰라. 너는 도덕도 몰라?
굳이 당사자가 돼야 할 필요있나? 난 비장애인이라
너 그말 꼭 후회하게 될 거야",
183,666,기타 괴롭힘 대화,"와 얘 성적 봐 사람 성적 맞음?
공부는 유전이라고 지 부모 닮아가나 보지 
내 성적표 줘 주라고 마음대로 뺐어가지마
왜 이런 거 다같이 보면 좋은 거 아니야? 안 그래도 분위기 쳐져 있는데 다같이 웃자 얘들아 얘 성적봐!!
부모님이 대학도 못 나오셨다며? 그래서 그런가 야 너도 고졸이 최종학력 이겠다.
너네가 뭘 안다고 그렇게 말해? 너네가 뭘 안다고 그러냐고
우리가 뭘 아냐고? 너네집 아빠 이백충이라며
얘 집가는거 따라 갔는데 지하로 내려가더라 
뭐 이 정도면 공부 유전 맞네 그냥 너도 포기하고 지금부터 돈 벌어 부모님 등꼴 휘시겠다
너네 도대체 나한테 왜 그러는거야. 내가 뭘 잘못했다고
그냥 재미로 그러는거지 뭐 이유가 있겠니 뭘 바래","와, 얘 성적 봐. 남의 성적이 맞아?
공부는 유전이라 해도 부모를 닮아가지 않을까
내 성적표 달라고 함부로 빼지마~
왜 이런 걸 다 같이 보면 괜찮지 않아? 그렇지 않아도 분위기가 가라앉고 있는데, 다 같이 웃자, 다들 성적 좋네!!
부모님이 대학도 못나오셨다면서? 그래서인지 당신도 고졸이 최종 학력일 것이다.
너희가 뭘 안다고 그래? 너희들이 뭘 안다고 그래
우리가 뭘 아냐고요? 너희집 아버지 이백충이래
얘네 집에 갔는데, 지하로 내려갔어
이 정도면 공부의 유전이네. 너도 포기하고 지금부터 돈을 벌어서 부모님의 등을 때릴거야
너희들 도대체 나한테 왜 그러는 거야? 내가 뭘 잘못했어
그냥 재미로 하는 말이야. 무슨 이유가 있는 거야. 뭘 바라는 거야"
184,667,기타 괴롭힘 대화,"야 
응?
너는 장애인이여서 좋냐?
아니.
나는 니가 우리랑 같은반이라는게 너무 싫어
미안.
전학가라 그냥
미안. 그건힘들어
전학 좀가라 냄새나
나한테 왜그래.","야
ㅇ?
너는 장애인이면 돼?
아니.
나는 네가 우리와 같은 반이라는 것이 너무 싫어
미안.
전학가요
미안. 그건 큰일이야
전학 가거라 냄새가 나다
나한테 왜 그래."
185,669,기타 괴롭힘 대화,"아 너 진짜 싫다
왜.
몰라서 물어? 너희 부모님이 부탁해서 너 챙겨주긴하는데 솔직히 너 좀 부족한애잖아 하고다니는것도 별로고 
내가 그렇게 별로야 .?
어 진짜 별로야 덜 떨어진애잖아 너랑 다니다가 나까지 무시당할거같아 이제 너랑 안 다닐래
내가 더 잘할께 . 나 버리지마","아, 당신 정말 싫다
왜.
몰라서 물어보는 거야? 너의 부모님이 부탁해서 너를 챙겨주지만 솔직히 너는 좀 부족한 아이가 아닌가 하는 것도 좋아하지 않는다
내가 그렇게 별로야?
아, 진짜 별로네. 안 떨어진 애잖아. 너랑 다닐까봐 무시당할것같아.. 이제 너랑은 안갈거야
내가 더 잘할게. 나를 버리지 말아줘"
186,671,기타 괴롭힘 대화,"내가 니네형 별명 알려줄까?
어??
니네형 별명 동바
뭐??
동네바보!! 니네형 동네바보라고
우리형 바보아니야.
왜 아니야??? 몸 불편하고 정신 불편하면 바보아니야?
말이 너무 심하다.
그렇다고 내가 거짓말을한건아니잖아??
.사과해줘","내가 너의 오빠 별명을 알려줄까?
어??
니네형 별명 돈바
뭐야??
그 고장의 바보!! 네 형네 동네를 바보로 만들라고
우리 형 바보 아니야.
왜 틀려??? 몸이 불편하고 정신이 불편하면 바보 아니야?
말이 지나치다.
그렇다고 제가 거짓말을 한건 아니겠죠??
사과해주세요"
187,672,기타 괴롭힘 대화,"우리 조는 나랑 너랑 둘 밖에 없네.
그러게. 다른 조는 다 세 명인데.
어 얘들아. 나도 여기 조야.
엥? 지금 뭔 소리 들리지 않냐?
야 아무도 없는데 무슨 소리얔
아 내가 헛소리를 들었나봐.
어. 내가 말 한 건데.
야 우리도 알아. 우리가 귀가 없는 줄 아냐?
하여간 쟤는 눈치도 없다니까.
그래서 너가 싫다는 거야.","우리 조는 나랑 너 둘밖에 없네.
맞아. 다른 그룹들은, 다 3명인데.
어, 얘들아. 나도 여기 조야.
어? 지금 뭔가 소리가 안 들려?
야, 아무도 없는데 무슨 소리야
아, 내가 헛소리를 들은 것 같아.
응, 내가 한 말인데.
야, 우리도 알아. 우리가 귀가 없는 줄 알아?
어쨌든 쟤는 눈치도 없대.
그러니까 네가 싫다고 하는 거야."
188,674,기타 괴롭힘 대화,"당신만 아니었으면 얘도 더 잘 됐어.
그래.
무능한 아빠면 자상하기라도 했어야지.
응.
집에서 물려 받은 땅 한 평도 없으면 열심히 벌기라도 했었어야지.
이제 그만 좀 해. 일 끝나고 오면 맨날 같은 소리로 사람을 괴롭혀.
아빠! 엄마 하는 말 다 맞잖아요. 그냥 들으세요.
애들도 다 알아. 당신이 아빠같지 않은 아빠라는 거.
하.
좀 이상한 아들 같으면 당신같은 아빠는 벌써 아들한테 몇 번 맞았어. 알아?","너만 없었으면 얘도 더 잘했을 거야.
그래.
무능한 아버지라면 잘 대해줬어야 했다.
그래。
집에서 물려받은 땅 한 평 없으면 열심히 벌었어야 했다.
그만 좀 해. 일이 끝나고 오면 항상 같은 목소리로 사람을 괴롭힌다.
아빠! 엄마 말 다 맞잖아요. 그냥 들으세요.
아이들도 다 안다. 당신이 아버지 같지 않은 아버지라는 것.
아휴.
좀 이상한 아들이었다면 너 같은 아빠는 이미 아들한테 몇 번 맞았을 거야. 알아?"
189,686,기타 괴롭힘 대화,"오 네가 000이구나 올해 대학 들어갔다며
네 하하
어디 들어갔어?
대요
아난 이집 할머니가 그렇게 자랑을 해대길래 얼마나 좋은 대학을 들어갔나 했네 스카이라도 간줄 알았잖아 고작 대 호호
하하.
등록금 비싸지 않아? 거긴 사립대라 등록금도 비쌀텐데 조금만 더 공부 열심히 해서 서울대 가지 그랬어 
네
아무튼 뭐 열심히 해 봐 거기서 열심히 해 봤자겠지만
네 들어가세요","오 너가 000이네. 올해 대학에 들어갔대
네, 하하
어디 들어갔어?
대요
아, 나는 이 집 할머니가 그렇게 자랑하시길래 얼마나 좋은 대학에 들어갔나 싶었어. 스카이에서도 간 줄 알았어. 고작해야 아주 좋아
하하.
수업료 비싸지 않아? 그곳은 사립대학이라 등록금도 비쌀텐데 좀더 공부해서 서울대에 갈걸
네。
아무튼 열심히 해봐. 거기서 열심히 하지 않았을까
예, 돌아가십시오"
190,690,기타 괴롭힘 대화,"쟤 먹는거 봐 토쏠려.
저리 가줄래?
꼴에 먹는거는 좋아해사지고. 그래서 니가 돼지 인거야.
그만좀 해.
내 말이 틀렸냐? 친구도 없는 주제에.
알았으니까 관심좀 꺼줘.
너 내가 우습냐? 찐따면 짜져있어.
알겠어.
공부도 못하고 못생긴게.
그만 좀 냅둬주라","쟤 먹는 거 봐, 토할 것 같아.
저쪽으로 가줄래?
얼굴에 먹는 거 좋아하고. 그러니까 네가 돼지인 거야.
그만 좀 해.
내 말이 틀린 거야? 친구도 없으면서.
알았으니까 관심 좀 꺼줘.
너 내가 이상해? 찌면 짜.
알겠다。
공부도 못하고 못생긴 게.
이제 나둬 주게"
191,691,기타 괴롭힘 대화,"야 일병 내가 마스크 똑바로 쓰라했지
죄송합니다! 똑바로 쓰겠습니다!!
어?? 일병이면 소리가 2칸이여야지 소리가 크네
네. 시정하겠습니다
일병이 목소리가 작네 안되겠다 너 맞선임 누구냐
 상병님 입니다!
오랜만에 상병 얼차려나 줘야겠네 너때문에 
제발 그것만은.
그럼 니가 똑바로 하든가 
죄송합니다.","야, 일병. 내가 마스크 잘 쓰라고 했잖아
죄송합니다! 제대로 쓸께요!!
어? 일병이면 소리가 2개가 있어야지 소리가 크네
네, 시정하겠습니다
일병 목소리가 작네. 안되겠다 당신 맞선은 누구냐
상병님입니다!
오랜만에 상병을 고쳐줘야지. 너 때문에
제발 그것만은.
그럼 네가 알아서 해
죄송합니다."
192,698,기타 괴롭힘 대화,"미혜야 이거선생님이가져오레
니가 직접가라 왜나한테 오라가라야
 응그러니까같이 들고옮기자 선생님이 2명이서 같이들고오래.
너같은 찐따랑 같이책상들면 애들이 날뭐라생각하겠어 싫어
미혜야 그러지말고 잠깐만도와주라
야너 목욕은했냐? 목은또왜그렇게때가꼈냐
이거나 아토피피부염이야.아무리목욕해도 안돼.피부껍질일어난거라.
야졸라드럽네 아토피도안씻어서나는거아니냐 좀씻고다녀라
아토피는체질이야
야너네집더러운 고물상하니까 세균많아서 그런거걸린거아니냐? 하하
너너무말이심한거아냐?
어쭈이거봐라 왕따가 노려볼줄도아냐?","미혜야, 이건 선생님이 갖고 와
네가 직접 가, 왜 나한테 오라는 거야
응, 그러니까 같이 가져가자, 선생님이 둘이 같이 가져오래.
너같은 친타와 함께 책상을 들면 아이들이 나를 뭐라고 생각할지 싫어
미혜야, 그게 아니라 좀 도와줘
야, 목욕은 했어? 목은 또 왜 그렇게 때가 끼었는지
이것도 아토피 피부염이야. 아무리 목욕을 해도 안 돼. 피부 껍질이 올라왔기 때문에.
좀 더럽네. 아토피도 안 씻어서 할 수 있지 않을까? 좀 씻고 오너라
아토피는 체질이야
야, 너희 집은 더러우니까 세균이 많아서 그런 거 아니야? 하하
너 말이 너무 심한 거 아니야?
이봐, 왕따를 노릴 수 있는 것도 아니야?"
193,702,기타 괴롭힘 대화,"여보세요?
응 자기 나 안 보고 싶었어? 오늘 전화 안해줘서 심심했어
누구세요?
자기 나 알면서 왜 그래?
누구신지 모르겠는데요.
여보세요?
자기 나 안 보고 싶었어? 왜 오늘 전화 안했어?
벌써 며칠째 이 시간에 전화하시는데. 누구시죠?
나 섭하게 할거야? 나 알잖아 자기 사랑하는거
다신 전화하지 말아주세요.","여보세요.
응, 너 나 안 보고 싶었어? 오늘은 전화를 안해줘서 심심했다
누구세요?
너 나 알면서 왜 그래?
누구신지 모르겠는데요.
여보세요.
너 나 안 보고 싶었어? 왜 오늘 전화 안 했어?
벌써 며칠째 이 시간에 전화하셨는데. 누구세요?
나를 외롭게 할 거야? 저를 알잖아요. 당신이 사랑하는것
다시는 전화하지 마세요."
194,703,기타 괴롭힘 대화,"야야 너 기절놀이아냐?
그게뭔데?
궁금하지 이리와봐 알려줄께 이렇게 목 조르면 기절한다더라고
그.그만해 하지마.
조금만 더 해보자 궁금하잖아 진짜 기절하는지
살.살려줘
그만하고싶으면 기절해 새끼야 그만 좀 버텨라","야야야, 여보. 기절놀이 아니야?
그건 뭐야?
궁금하지? 알려줄게. 이렇게 목 조르면 기절한다고
그, 하지 마.
조금 더 해보자. 궁금하잖아, 진짜 기절하는 거야
살.구해줘
그만하고 싶으면 기절해. 이놈아, 이제 참아라"
195,704,기타 괴롭힘 대화,"너희 집 돈 없다며?
아니거든?
너희 집 월세라며 돈없는거지
너희는 안그러냐?!
우리는 다 돈주고 샀지 너 거지구나
아니야!
돈이 없으니까 맨날 이렇게 후줄근한 옷이나 입지
아니야.!
애들아 얘 거지야 얘랑 놀지마!
아니라고.",
196,711,기타 괴롭힘 대화,"저기요. 쿠팡잇츠에서 시킨 사람인데요. 빙수 맛이 다른데요?
네? 그럴리가 없는데. 혹시 주문번호가 어떻게 되나요.?
203번이요
아. 사인머스켓 팥빙수 시켜셨지요? 무엇이 문제인가요?
네. 샤인머스켓에서 단맛이 없고 사과처럼 퍼석 거리네요.
네? 그럴리가 없는데. 다른 고객님들은 아직 컴플레인 없으셨는데. 혹시 불 옆에서 조리를 하시거나 다른 음식이랑 섞인 건 아니신가요?
뭐? 팥빙수를 그냥 먹지 불에 조리를 어떻게 해요 미친거아니야. 그리고 내가 다른 음식이랑 왜 섞어서 먹어요. 됐고 빨리 환불해주세요.
네? 잠시만요. 사장님 죄송한데 쿠팡이츠 주문하신 분 음식이 이상하다고 환불해달라는데 어떻게 할까요?
머? 또 시작이네 붉어져봐야 우리만 손해니까 그냥 환불해드려.
네. 알겠습니다. 고객님 불편을 들여 죄송합니다. 지금 환불해드리겠습니다.",
197,716,기타 괴롭힘 대화,"아 완전 게임 못해 너 게임 왜하냐? 
너는 그럼 게임 왜하는데? 
아 
아 
니가 할말은 아니지
너가 할말도 아니지 
너 엄마 없지? 
패드립??????리폿해야겠다
너 엄마 없잖아 
너 신고할거야 경찰서에서 보자","아, 완전 게임을 못하는구나. 너 게임을 왜 해?
그럼 너는 게임을 왜 해?
아
아
네가 할 말이 아니야
당신이 할 말이 아니야
너 엄마 없지?
패드립?? 레포트 하지않으면
너 엄마가 없잖아
오빠 신고할게. 경찰서에서 만나자"
198,720,기타 괴롭힘 대화,"아 멍청한 프린터기 같으니라고
야 왜그래
프린터가 제대로 안되잖아
내가 해볼게 됐지?
오 대박
으이구 기계치
맞아
너 카톡프사도 바꿀줄 모르지?
그정도는 아니거든
에이 맞는 거 같은 데 우리할머니가 너 보다 잘하겠다",
199,724,기타 괴롭힘 대화,"밥 뭐먹을까
국밥?
와씨 저 국밥충 새끼
그럼 학식?
아니 그건 맛없잖아
뭐 먹고 싶은데?
아무거나
간단하게 분식?
요새 분식 별로 안 땡겨
햄버거?
나 다이어트해서. 근데 너 진짜 센스없구나?","밥은 무엇을 먹을까
국밥?
와, 저 국밥벌레 아이
그럼 학식?
아니, 그건 맛없잖아
뭐 먹고 싶은데?
무엇이든
간단하게 분식?
요즘 분식 별로 안 먹고 싶어
햄버거?
나 살 빼서. 근데 너는 정말 센스가 없네?"
200,733,기타 괴롭힘 대화,"야! 알바생
왜그러시죠?
이건 내가 주문한게 아니잖아 아까부터 왜그러지? 벌써 두번째잖아
아 죄송합니다.
아니 진짜 죄송한거 맞냐고 내가 얼마나 바쁜사람인데 여기벌써 30분째 음료만 기다리고 있잖아
손님 죄송합니다.근데 손님이 이걸 시킨게 맞다고 기계에.
그럼 내가 지금 억지부린다는 거야?
아뇨 다시 한번 생각을 잘 해보시면.
야 너 몇살인데 어른한테 다시 생각해보라고 말하니? 사장 나오라해
아 손님 죄송합니다.",
201,738,기타 괴롭힘 대화,"또 뭘 처먹냐
뭐가.
그만 좀 쳐먹어 씹돼지야
왜그래.
너 걸어다닐때마다 바닥이 울려
아니야. 왜그래.
너네 엄마도 너같이 돼지냐?
어니야 우리엄마 욕하지마
완전 돼지 가족이네
진짜 하지마","또 뭘 먹는 거야
뭐가.
그만 좀 해, 씹지 마
왜 그래.
너 걸을 때마다 바닥이 울려
아니야, 왜 그래.
너희 엄마도 너처럼 돼지니?
엄마 욕하지마
완전 돼지가족이구나
정말 그만둬"
202,740,기타 괴롭힘 대화,"너 이번에 면접 붙었니?
아.그게 .
또 떨어졌어? 누굴 닮아서 이러는거야
아.
옆 집 자식은 대기업 다닌다더라
죄송해요 .
너 같은 자식 키우면서 바람 잘 날이 없어
죄송합니다 .
그 나이먹고 백수짓하는거 창피한줄알아!
.죄송합니다","너 이번에 면접 합격했니?
H.그게.
또 떨어졌어? 누구를 닮아서 이런 짓을 하고 있는 거야
아.
옆집 아들은 대기업에 다닌다고 한다
죄송해요.
당신 같은 아이를 키우면서 바람이 잠들 날이 없어요
죄송합니다.
그 나이가 들어서 실직하는 것은 부끄럽다고 생각해!
.죄송합니다"
203,743,기타 괴롭힘 대화,"야
왜?
일로와바
니가와
오라고.
왜.
너 떔에 되는일이 하나도 없어
왜 나떄문인데?
그냥 다 너떄문이야 
나한테 왜그러는거야.","야
왜?
이리 오너라
신카와
오라고.
왜.
당신 때가 되는 일이 하나도 없어
왜 나 때문이야?
다 네 탓이야
나한테 왜 그래."
204,744,기타 괴롭힘 대화,"어으 냄새 
응? 나한테 냄새나?
어 돼지 썪은 내나 
무슨 말을 .그렇게해
좀 씻고다녀 살은 뒤룩뒤룩 쪄서 냄새 더 난다
나.잘 씻고다니는데 .
어디서 말대꾸야 씻으라면 좀 씻어
알았어 .미안해
뚱뚱하고 못생기고 어으 극혐이다
미안해 .",
205,750,기타 괴롭힘 대화,"사장님?
네 말씀하세요.
제가 어제 여기서 딸기를 구입했는데.
네 무슨 문제라도 있나요?
위에 꺼는 괜찬은데 밑에꺼는 곰팡이 폈어요.환불해주세요
죄송합니다.고객님.환불은 어려울꺼 같아요
그럼 이거 어떻하라는거죠?저보고 먹으라고요?
그건 아니고 다른제품으로 바꿔가세요.
다른제품?찝찝해서 안되겠는데요?
그럼 환불은 어렵습니다.","사장님?
네, 말씀해 주세요.
제가 어제 여기서 딸기를 구입했는데요.
네, 무슨 문제라도 있나요?
위의 것은 괜찮지만 아래의 것은 곰팡이가 피어 있습니다. 환불해주세요
죄송합니다. 고객님 환불은 불가능합니다
그럼 이건 어떻게 하라는 건가요? 나 먹으라고?
그건 아니고 다른 제품으로 바꿔주세요.
다른 제품? 답답해서 안되죠?
그럼 환불은 어렵습니다."
206,753,기타 괴롭힘 대화,"병신새끼. 아무 말도 못하네
 그만해.
 니가 이러는데 너네 엄마가 널 낳은 걸 얼마나 후회할까 
 뭐?
 나가 뒤져라 그냥.
 나한테 왜 그래?
 너가 살아있는 거 자체가 너무 싫어
 내가 뭘 그렇게 잘못했는데
 이새끼가 말대꾸를 해?
 내가. 내가 뭘 잘못했다고 그래.","아무 말도 못하겠군
그만해.
니가 이러고 있는데 니 엄마가 널 낳은걸 얼마나 후회할까
뭐?
내가 쫓아가.
나한테 왜 그래?
당신이 살아있다는것 자체가 너무 싫어
내가 뭘 그렇게 잘못한 거야
이 자식이 말대꾸를 한다?
내가. 내가 뭘 잘못했단 말이야."
207,754,기타 괴롭힘 대화,"쟤네 집 돈이 없어서 맨날 똑같은 옷 입고 다닌데
 어쩐지. 불쌍하다
 그래서 왕따까지 당하고 있나봐 불쌍해
 근데 우리도 친구해주고 싶진 않아
 얘들아 다 들려. 나한테 왜 그래? 내가 뭘 잘못했는데?
 음 너가 잘못한 건 없지만. 그래도 너가 조심해줬으면 좋겠어
 청결 유지하는 것도 예의야 미안한데
 미안해 얘들아 나랑 같이 밥 먹으러 가자
 미안 그러고 싶지 않아 쏴리
 응 앞으로 너 혼자 다녀!","그 애 집에 돈이 없어서, 항상 똑같은 옷을 입고 다니는데
어쩐지. 불쌍하다
그래서 왕따를 당하는 것 같아. 불쌍하다
하지만 우리도 친구가 되고 싶지 않아
얘들아 다 들려. 나한테 왜 그래? 내가 뭘 잘못했어?
음, 네가 잘못한 적은 없지만. 그래도 너 조심해줬으면 좋겠어
청결을 유지하는 것도 예의지. 미안하지만
미안해 얘들아. 나랑 같이 밥 먹으러 가자
미안해 그러고 싶지 않아. 쏘리
그래, 이제 너 혼자 걸어!"
208,757,기타 괴롭힘 대화,"제가 많이 좋아해요
누구시죠?
저희 눈오는 날 집 앞에서 차 때문에 만났잖아요 
그런데 왜 연락을 하지죠? 다 해결된거 아닌가요?
그때 저희 좋았잖아요? 저는 결혼까지 생각하고 행복했습니다
무슨 말씀이시죠? 앞으로 연락하지 말아주세요
지금 집 앞인데 만나서 이야기하실까요? 슬슬 열받는데
정중히 부탁드립니다 연락하지 말아주세요
이렇게 뒤통수치시면 안돼죠 저는 결혼도 생각하고 있었는데
계속 연락하시면 차단하고 경찰에 신고하겠습니다. 지금 남편에게도 알렸어요.","제가 너무 좋아요
누구세요?
눈 오는 날 집 앞에서 차 때문에 만났잖아요
그런데 왜 연락을 하세요? 다 해결된거 아닌가요?
그때 저희가 좋았잖아요? 저는 결혼까지 생각해서 행복했습니다
무슨 말씀이세요? 앞으로 연락하지 말아주세요
지금 집 앞인데 만나서 얘기할까요? 슬슬 화가 나기 시작했다
정중히 부탁드립니다 연락하지 말아 주세요.
이렇게 배신하면 안 돼요 저는 결혼도 생각하고 있었는데
연락을 계속하면 차단하고 경찰에 신고합니다. 지금 남편에게도 알렸습니다."
209,758,기타 괴롭힘 대화,"야 꺼저
내가 왜?
내가 왜? 이게 미쳤나
야 나를 못 괴롭혀서 안달이냐?
까불지 말고 짜져살아 왜 나대
그만 괴롭히면 안되까?
내가 왜? 널 괴롭히는 게 제일 재미있는데?
그만 때려
명령하냐?
미안 아파서","야, 참
내가 왜?
내가 왜? 미쳤나
야, 나 못 괴롭혀서 안달이냐?
까불지 말고 왜 나와
이제 괴롭히지 않으면 안 될까?
내가 왜? 너 괴롭히는 게 제일 웃긴데?
이제 그만 때려
명령하는 거야?
미안 아파서"
210,759,기타 괴롭힘 대화,"얘들아 쟤 봐바
 왜왜? 뭔데?
 눈깔 장애 학교 도착!!
 그런말 하지마
 그런말 하지마 계속 하면 어쩔건데
 하지마라니까
 눈깔 장애를 눈깔 장애라고 하지. 그럼 뭐라고 하냐
 나도 내 이름 있다고
 싫은데 메롱 메롱 눈깔 장애
 하지마","얘들아 얘를 보고
왜? 왜?
시각색이 불편한 학교에 도착!!
그런 말 하지마
그런 말 하지 마. 계속하면 어떻게 해
하지 말라고
눈 색깔의 장애를 눈 색깔의 장애라고 한다. 그럼 뭐라고 그래
나도 내이름이 있다고
싫어 메롱~ 메롱~ 눈의 색장애
하지 마라"
211,760,기타 괴롭힘 대화,"너가 학교 다닐때 공부 잘했으면 배달일 했겠니?
말이 너무 심한거 아냐?
뭐가? 맞잖아 나이먹어서도 계속 오토바이 탈거니 ?
아으 창피하다
그만해
뭘 그만해 왜 기분나빠? 그럼 공부해서 제대로 된 직장 다니지 그랬어
그만하자 나도 똑같이 열심히 일 해서 돈 버는 사람이야","네가 학교 다닐 때 공부를 잘했다면 배달 일을 했을 거야?
너무 말하는 거 아니야?
뭐가? 맞잖아. 나이가 들어서도 계속 오토바이를 타?
아아 부끄럽다
그만해
뭘 그만해, 왜 기분이 안 좋아? 그럼 공부해서 제대로 된 직장에 다닐걸
그만하자. 나도 마찬가지로 열심히 일해서 돈을 버는 사람이야"
212,762,기타 괴롭힘 대화,"넌 참 키가 작다 풉 난쟁이 같아
난쟁이? 완전 웃기네 난쟁이
난쟁이 난쟁이 난쟁이
너희 그러지 마 
너희 그러지 마 그러지 말라는데?
난쟁이를 난쟁이라고 하지 뭐라고 하냐?
그렇게 부르지 마 나도 이름이 있어
아 이름이 있구나! 그렇구나! 난쟁아
하지 말라고 흑흑
쟤 운다 풉
진짜 웃기네
하지 말라고 진짜 흑흑흑","너는 정말 키가 작다. 뿌뿌의 난쟁이 같음
난쟁이? 너무 웃겨. 난쟁이
난쟁이 난쟁이
너희들 그러지 마
너희 하지 말라고?
난쟁이를 난쟁이라고 할까, 뭐라고 할까?
그렇게 부르지 마. 나에게도 이름이 있으니까
아, 이름이 있구나! 그렇구나! 난투아
하지 말라고
쟤 운다 뿌뿌뿌뿌
정말 재미있다
하지 말라고, 진짜"
213,763,기타 괴롭힘 대화,"원숭이 엉덩이는 빨개 빨가면 사과 사과는 맛있어 맛있으면 바나나 야 홍당무 사과는 맛있는데 왜 바나나냐?
그걸 내가 어떻게 알어.
그니까 홍당무 홍당무는 빨간색이지. 여러분 여기 홍당무가 지나가요.
그러지마. 홍당무라고 부르는 거 싫어.
머래. 한번 홍당무는 영원한 홍당무야. 홍당무 홍당무 홍당무 홍당무는 사과래요. 바나나가 아니랍니다.
하지마.
하지마 싫은데 할건데.
아니. 하지마. 듣기 싫어. 무시하는 거 같단말이야.
이건 무시가 아니라 팩트야 꼬우면 너도 내 약점 잡아서 놀리던가 그러지도 못하는게 나대긴
하지마. 정말 싫어.",
214,766,기타 괴롭힘 대화,"이거 맛이 왜이래
손님 왜 그러세요?
아니 아가씨 이거 내가 먹던 커피맛이 아닌데? 그리고왜 차가운거야 내가 따뜻한거 달라고 했잖아
손님께서 아이스아메리카노 시키셔서 그걸로 드린건데요.?
어머 이 아가씨 좀 봐 내가 언제 아이스 아메리카노를 시켰다 그래 아가씨 나 따뜻한 라떼만 마시는거 몰라?? 다시 타와
이미 반정도 드셔서 교환.환불은 안되세요.","이 맛이 웬일이냐
고객님 무슨 일이신가요?
아니, 아가씨, 이건 내가 마시던 커피 맛이 아닌데? 그리고 왜 차가워. 내가 따뜻한걸 원한다고 했잖아
고객님이 아이스 아메리카노를 주문해서 그걸로 드렸는데요.
어머, 이 아가씨 좀 봐. 내가 언제 아이스 아메리카노를 시켰어 맞아, 아가씨. 나 따뜻한 라떼만 마시는 거 몰라?? 한번 더 타고와
이미 반 정도 드셔서 교환 환불은 불가합니다."
