,idx,class,conversation,Augmentation
128,445,갈취 대화,"너 그거 좋아보인다? 일로와바
 아 왜 그러세요.
 아니 좀 보게 일로와보라고. 확씨.
 저 이거 진짜 안돼요.
 아니 뭐가 안돼. 와보라고. 형이 좀 궁금해서 그래.
 아버지가 돌아가시기 전에 주신거란 말이에요.
 너네는 어떻게 다들 레파토리가 똑같냐. 유품이다. 소중한 거다. 어이가 없네 진짜. 시계 풀어.
 형 제가 지금 만 원있는데 이거라도 드릴게요. 저 시계는 진짜 안돼요.
 안 내놔? 그래. 넌 가만히 있어. 손목 끊어버릴라니깐.
 하.
 야 이거 착용감 뒤진다. 야 꺼져.","あなた それはよさそうだねか？ こっちへおいで
あ、どうしたんですか。
いや、ちょっと見るからこっちに来いって。 確氏。
私、これ本当にダメです。
いや、何ができないの。 来てみろって。 先輩がちょっと気になるからだよ。
お父さんが亡くなる前にくださったものなんですよ。
お前たちはどうしてみんなレパートリーが同じなんだ。 形見だ。 大切なものだ。 呆れるよ、本当に。 時計を外して。
兄貴、僕が今1万ウォンあるんですが、これでも差し上げます。 あの時計は本当にだめです。
出さないの？ そうだよ。お前はじっとしてて。 手首を切ってしまうから。
はぁ。
おい、これはフィット感が足りないよ。 おい、消えて。"
129,446,갈취 대화,"안녕하세요? 000씨 맞으시죠?
네 맞는데요
아들 분이 000 맞죠? 00초등학교 다니는
누구세요?
제가 당신 아들이랑 같이 있는데 돈이 좀 필요해서요
누구세요? 어디신가요? 경찰에 신고할꺼에요
그거는 알꺼없고 돈 입금하면 바로 보낼게요
얼마가 필요하신데요 아들 목소리 좀 들려주세요
000만원 입금하세요
네.","こんにちは。000さんですよね？
はい、そうなんですが
息子さんが000ですよね？ 00小学校に通っている
どちら様ですか？
私はあなたの息子と一緒にいますが、お金が必要です
どちら様ですか？どこですか？ 警察に通報します
それは知るまでもなく入金したらすぐ送りますよ
いくら必要ですか 息子の声を聞かせてください
000万ウォン入金してください
はい。"
130,449,갈취 대화,"너 이자식 빨리 돈 안내놔
기다려 보라니까 돈주는게 어디 그렇게 쉽나
너 녀석이 시간 끌어서 경찰 데려오려는것 다 알아
그래서 어쩔건데
죽여야지 빨리 돈 줘!
나 죽이면 너 죄는 가중되고 돈도 없을 텐데
너 이 자식
고문 한다고 하더라도 난 돈을 안줄거야 
뭐야!
어처피 날 죽일건데
너 진짜 이세상에서 흔적을 아예 없애줘? 어디서 이 자식이","あなた こいつ、早くお金を払わないぞ
待ってみろと言ったらお金を渡すのがどうしてそんなに簡単なんだ
あなた やつが時間稼ぎで警察連れてこようとしていることは全部知っているよ
それでどうするの
殺さないと、早くお金をくれ！
私を殺せばあなた罪は加重してお金もないはずだが
あなた この野郎
拷問するとしても私はお金をあげない
何だよ！
どうせ私を殺すのに
あなた 本当にこの世から痕跡を消してくれるの？ どこでこいつが"
131,455,갈취 대화,"야 어디가냐?
네?
이 누나들이 지금 담배가 땡겨서 말이야. 네 지갑 좀 줄래?
저 학원 가야해요.
아니 이 누나들이 지금 담배를 안피면 죽을거같아서 그래.
저 늦어서 빨리 가봐야 해요.
야 우리 지금 죽겠다고. 안 내놔?
저 좀 보내주세요.
아이씨 네 때문에 우리 담배 못피고 있다고. 가진거 다 내놔.
보내주세요 제발.","おい、どこ行くんだ？
うん？
このお姉さんたちが今タバコが飲みたくてね。 君の財布ちょっとくれる？
私は塾に行かなければなりません。
いや、このお姉さんたちが今タバコを吸わないと死にそうだからだよ。
私は遅れているので、早く行かなければなりません。
おい、私たち今死にそうだよ。 出さないの？
私をちょっと送ってください。
もう、お前のせいで私たちタバコ吸えないって。 持っているものを全部出せ。
送ってください、お願いします。"
132,473,갈취 대화,"아줌마 내가 여기 떡볶이 먹고 이가 나갔어. 임플란트하게 돈 좀 줘.
 아니 이게 무슨 소리야? 떡볶이가 뭐 어쨌다고?
 아줌마 내가 여기 불량 떡볶이 먹다가 돌을 씹었다고.
 아니 무슨 돌이 들었다고 난리야.
 여기 뜨거운 솥단지 한 번 뒤집어 엎어줘? 동네에서 장사 못하게 소문 한 번 내 줄까?
 빨리 가요. 경찰에 신고하기 전에.
 경찰? 이 동네 경찰 다 내 친구야. 나 어쩌지를 못해.
 이 봐요.
 그러니까 왜 여기에서 내 허락없이 장사하고 난리야. 장사를 하려면 나한테 신고를 해야지.
 나 참 말이 안 통하네.
 빨리 내 놔. 신고비.","おばさん、私がここのトッポッキを食べて歯が抜けた。 インプラントにお金をちょうだい。
いや、これはどういうこと？ トッポッキがどうしたって？
おばさん、私がここの不良トッポッキを食べて石を噛んだって。
いや、なんで石が入ったからって大騒ぎなんだよ。
ここの熱い釜のつぼを一度ひっくり返してくれか？ 町で商売ができないように噂を流してあげようか？
速く行きましょう。 警察に通報する前に。
警察？この町の警察はみんな私の友達だよ。 私どうしようもできない。
ほら。
だから、なんでここで私の許可なしに商売して大騒ぎなの。 商売をするなら私に申告をしなければならない。
私、本当に言葉が通じないね。
早く出しておいて。 申告費。"
133,485,갈취 대화,"애 아가야
네? 어머니
아범 몰래 나 돈 천만 주라
어머니 제가 그렇게큰돈이 어딨어요? 그리고 아범한테 저도 받아쓰잖아요
그 사랑이 이름으로 꼬박꼬박 저금하는 거 있잖아
아휴 어머니 그거는 사랑이 나중에 대학 갈때써야죠
애 애미야 사랑이 대학갈 일은 아직 멀었고 나는 이제 언제 죽을지도 모르는 늙은이인데 나한테 양보하는게 맞지 않니?
어머니.그러지마세요
니가 돈 안주면 나 콱 저녁 밥상에 농약이라도 뿌려서 우리식구들 다 죽여버릴란다 그럼 사랑이도 그돈 못쓰고 죽겠네?
어머니 어떻게 그런말씀을
그니까 좋은게 좋은거라고 그냥 좀 주라 며느리한테 이렇게 굽신굽신 거려야겠니?","子供だよ
はい？お母さん
お父さんに内緒で私に1000万ウォンくれ
お母さん、私がそんなに大金がどこにありますか？ そしてお父さんに僕も 書き取ってるじゃないですか
その愛が名前でちゃんと貯金するのあるじゃない
はぁ、お母さん。それは愛が後で 大学に行く時に使わないといけません
エエミ、愛が大学に行くことはまだまだだし、私はもういつ死ぬか分からない年寄りなのに、私に譲歩するのが正しいんじゃない？
お母さん、やめてください
あなたがお金をくれなければ、私は夕食のテーブルに農薬でも撒いてうちの家族を皆殺しにするとしたら、サランもそのお金を使えずに死ぬか？
お母さんどうしてそんなことを
だから、いいものがいいものだと言って、ちょっとくれよ、嫁にこうやってこねるべきなの？"
134,487,갈취 대화,"김씨 저번에 빌려간 돈 이자가 오백만원이야 
아니 원금이 50만원인데 어떻게 이자가 500일 수 있습니까?
계약서에 적혀있잖아 당장 돈 갚아
그럴수 없습니다 이건 법적으로 따져도 이자가 너무 높습니다
김씨 죽고 싶어 ? 김씨 신장 하나 잃고 싶어?
아니 무슨 말을 그렇게 합니까?
돈 없으면 몸으로 갚아야 할 것 아냐
경찰에 신고하겠습니다
신고? 당신 몸으로 갚아 그럼 야! 김씨가 신장하나 떼 가란다
이거놔!","金さん、この前借りたお金の利子が500万ウォンだよ
いや、元金が50万ウォンなのに、どうやって利子が500になるんですか？
契約書に書いてあるじゃないか、すぐにお金を返して
そうすることはできません これは法的にも利子が高すぎます
金さん、死にたいの？ 金さん、腎臓を一つなくしたいの？
いや、何をそう言うんですか？
お金がなければ体で返さなければならないじゃないか
警察に届けます
申告？あなたの体で返せ。じゃあ、おい！ 金氏が腎臓を一つ取って行けと言う
これ放せ！"
135,490,갈취 대화,"이 새끼 이거 봐라 찌질한 새끼. 거지새끼가 어디서 돈이 나서 이렇게 좋은 옷을 입고 학교엘 다 왔대?
 이거 우리 이모가.
 이거 우리 이모가. 뭐? 거지새끼 니네 부모는 거진데 니네 이모는 돈 많다 이거냐? 근데 왜 저번엔 우리한테 돈 못준건데? 어? 거지새끼 대답해봐?
 말을 왜 그렇게 해.
 야 이 거지새끼야. 거지새끼한테 안어울리는 옷을 왜 니새끼가 입고있는거야? 대답해보라고 하잖아.
 야. 그만해 그만해. 귓구녕 막힌 것 같은데 저런 새끼한테 말이 통하겠어?
 벗으라고 무슨뜻인지 몰라?
 왜. 왜이래. 이러지 마 벗기지마!
 아 이새끼 말 존나 못알아듣네. 벗으라고!
 돌려줘 그거 내꺼야
 거지새끼한테 이런 게 어울릴 것 같아? 이제부터 이건 내꺼야 임마","こいつ、これ見てよ。弱虫。 こじきっ子がどこからお金が出てこんなにいい服を着て学校に来たって？
これうちのおばさんが。
これうちのおばさんが。 え？貧乏人の親は貧乏人だけど、お前のおばさんはお金持ちだってことか？ ところで、どうしてこの前は私たちにお金をあげられなかったの？ え？こじきに答えてみてか？
なんでそんなこと言うの。
おい、このろくでなしめ。 乞食に似合わない服をどうしてお前の子供が着ているの？ 答えてみろって言うじゃん。
おい、やめろ、やめろ。 耳がふさがったようだが、あんな奴に話が通じるだろうか？
脱げってどういう意味か分からないの？
なんで？どうしたの。 やめて、脱がさないで！
この野郎, 言うことを聞きとれないね。 脱げって！
返して それは私のものだ
こじきにこんなのが似合うと思う？ これからこれは俺のものだぞ"
136,492,갈취 대화,"아저씨 여기서 자면 안되죠! 제가 집까지 데려다 줄께요.
나. 괜찮으니까 그냥가.
에이. 왜그래요. 형. 
나 당신 몰라. 왜 이래?
자 데려다 줄테니 지갑 좀 봅시다.
도둑이야! 저 좀 도와주세요
무슨 일 있으세요? 
에이. 우리형인데 취해서 내가 데려다 줄려고 하니까 그냥 가요. 어 형씨. 다치가 싫으면 그냥 가라고
도와줘요. 모르는 사람이에요. 
신고 할께요.
에이. 지갑은 내가 가지고 가. 신고하면 알아서 해.","おじさん、ここで寝たらダメですよ！ 私が家まで送ってあげます。
B。 大丈夫だからそのまま行って。
えぇ、どうしたんですか。 先輩。
私はあなたを知らない。 どうしたの？
さあ、連れて行ってあげるから財布をちょっと見ましょう。
泥棒だ！私を助けてください
何かあったんですか？
えぇ、私の兄なのに酔って私が連れて行こうとするからそのまま行きます。 あ、兄貴。 ダチが嫌ならそのまま行けって
助けてください。知らない人です。
申告します。
えぇ、財布は私が持って行って。 通報したら勝手にして。"
137,498,갈취 대화,"여보세요??
네 어머니 안녕하세요 형기 담임입니다!!
아 네 안녕하세요!
형기가 요새 성적이 많이 안좋습니다.
아그런가요.?? 형기가 요새 집에서 열심히 하고는 있는데 잘안되나봐요.
제가봤을때는 형기가 열심히해도 정말잘안따라주는거 같아요 그래서 제가 그냥 성적을 올려드릴수도있어요. 근데 어머님이 저에게 성의를 어느정도 보여주시면 바로 해드릴수있어요 
아. 그런가요?? 그럼 한번 찾아뵐께요.
대화가 잘 통하시네요 어머님 기다리고 있겠습니다 
넵.","もしもし？？
はい、お母さん。こんにちは。ヒョンギの担任です！！
あ、はい。こんにちは！
最近ヒョンギの成績がかなり良くないです。
あ、そうですか。 ヒョンギが最近、家で頑張っているんですけど うまくいかないみたいです。
僕が思うに、ヒョンギが頑張っても 本当についていかないみたいです だから、私が成績を上げるかもしれません。 ところでお母さんが私に誠意をある程度見せてくださればすぐしてあげることができます
あ。そうですか？？ それでは一度お伺いします。
会話がよく通じますね お母さん、お待ちしています
はい."
138,500,갈취 대화,"자기야 나 필요한거 있는뎅.!
어떤거?
음 나 가방 필요해서 그런데 500만원만 주랑
웅.? 갑자기? 자기 며칠 전에도 가방 사줬잖아 
그거는 내 생일선물이였구우 이번꺼는 그냥 여자친구한테 선물 줄 수 있는거잖아앙!
음자기가 이런식으로 매년 나한테 요구하는 돈이 얼만지 알아? 년마다 1000단위인데 우리 미래 생각하려면 돈 아껴야지.!
헐 모야잉 자기야 어차피 결혼하면 자기 돈 내 돈 상관 없이 같이 쓸텐데 나한테 쓰는게 아까워?! 가방 살 돈 안주면 화낸다?!
그게 아니라
그럼 사죠 돈 보내놔 알겠징?! 자기야 사랑행
하 그래","ハニー、私に必要なものがあるんだけど！
どれ？
うん。私、かばんが必要なんだけど 500万ウォンだけくれると
うん？急に？ 数日前にもカバンを買ってくれたじゃん
それは私の誕生日プレゼントだったんだ。今回のは彼女にプレゼントできるものじゃないの！
ウムジャギがこんな風に毎年私に要求するお金がいくらか知ってる？ 年ごとに1000単位だから、私たちの未来を考えるためにはお金を節約しないと！
えっ、何だよ、ダーリン、どうせ結婚したら自分のお金、私のお金関係なく一緒に使うのに私に使うのがもったいないの？！ カバンを買うお金をくれないと怒るぞ？！
そうじゃなくて
じゃあ、買います。お金を送っておいてください。分かった？！ ダーリン、サランヘン
はぁ、分かった"
139,503,갈취 대화,"어디그리급히 가시나요?
 어머머 누구세요 ?
그건 알필요없고 그 종이가방 엄청 소중히 안고가시네요
 신고할꺼예요 ! !
경찰이 빠를까요 제가 빠를까요 ?
소리지를꺼예요 !
 질러질러 아이고 사람들 여기와보세요 이아주머니가 저를 치한으로 모네요
제발 그냥 보내주세요
 그냥 가세요 종이가방만 고히 놓고 
 말도 안되는 소리 그만하세요","どこにそんなに急いで行きますか？
あらら、どなたですか？
それは知る必要がなくて、 その紙袋をすごく大切に 持って行かれるんですね
通報しますよ！
警察が早いでしょうか、私が早いでしょうか？
叫ぶでしょう！
大声で叫んで。 みんな、ここに来てみてください このおばさんが私を痴漢だと思っています
どうかそのまま送ってください
そのまま行ってください 紙袋だけきちんと置いて
話にならないことを言うのはやめてください"
140,506,갈취 대화,"야 돈 좀 있냐?
나 돈 없는데
나 요즘 완전 거지인데 사고싶은거 생겨서 얼마만 필요한데 일주일 뒤에 바로 갚을게
나도 없어
야 그러지말고 며칠만 빌려주면안돼냐
나도 돈 없다니까
야 친구끼리 왜 이렇게 째째하게구냐? 그거 좀 빌려주는게 어디 덧나냐? 얼마만 달라고
너 저번에도 안 돌려줬잖아.
죽을래? 알바해서라도 만들어서오든지 너네 부모님한테 달라고 하라고
미안해.","おい、お金あるか？
私、お金がないんだけど
私最近完全に乞食なのに買いたいものができていくらかだけ必要なのに一週間後にすぐ返すよ
私もない
おい、そんなこと言わないで何日か貸してくれないか
私もお金ないんだって
おい、友達同士でどうしてこんなに細かくするんだ？ それちょっと貸してあげるのがどうして悪いの？ いくらだけくれと
あなた この前も返してくれなかったじゃん。
死ぬ？バイトしてでも作って来るなりお前の両親にくれと言えと
ごめんな。"
141,508,갈취 대화,"일주일 안에 100만원.
그걸 어떻게 모아!
못 구해오면 어쩔 수 없지.
뭘.어떻게
장기를 팔든지 해야지.
미쳤어?
그러게 순순히 구해온다고 하면 되잖아.
넌 제정신이 아니야!
돈 앞에서 누가 제정신일 수 있겠니.
절대 못 구해와!","一週間で100万ウォン。
それをどうやって集めるんだよ！
手に入れなかったら仕方ないね。
何を。どうやって
臓器を売るなりしないと。
おかしくなったの？
だから、素直に手に入れてくると言えばいいじゃない。
あなたは正気じゃない！
お金の前で誰が正気なのか。
絶対に手に入らない！"
142,510,갈취 대화,"야 김계란 매점가냐?
으.응
야 내껀 초코우유랑 소시지빵 사와라.
도.돈은?
야 너네집 잘산다며? 좋은말할때 사와라
내꺼 살돈밖에 없단말이야.
너네 아버지 일수하신다며. 야 돈많아서 좋겠다야. 애들은 너네아버지 일수꾼인거아냐?
얘기하지마.
아 나 피곤하게했으니까 호빵도 사와라
알겠어.","おい、金玉子の売店に行くのか？
う。うん
おい、私のはチョコミルクとソーセージパンを買ってこい。
ど、お金は？
おい、お前の家は豊かなんだって？良い言葉を言う時に買って来い
私のものを買うお金しかないんだよ。
お前のお父さんが一浪するんだって。おい、お金が多くていいな。 子供たちはあなたのお父さんの番人なんじゃないの？
話さないで。
あ、私疲れさせたからあんまんも買ってきて
分かった。"
143,513,갈취 대화,"어? 야 너 이옷 명품 아냐?
응? 아. 엄마가 이번에 생일선물로 하나 사주셨어.
헐 대박 야 이거 나 좀 빌려주라
응?? 안돼. 엄마가 사주신 거라니까.
아니 내가 이거 달랬냐고 하루만 빌려줘
안돼.미안해.진짜 소중한거야
나 오늘 데이트 할 때 입을 옷이 없어서 그래. 한 번만 응?
너 옷 많잖아. 지금 입은 거 그대로.입어도 되구.
아 진짜 말 안통하네 내일 돌려줄게 가져간다.
안돼.진짜 . 돌려줘 .","え？あなた、この服ブランドじゃない？
うん？あ、お母さんが今回誕生日プレゼントで一つ買ってくれたの。
すごい。これ、僕に貸して
うん？？だめだよ。 お母さんが買ってくれたんだって。
いや、僕がこれを頼んだのかって。 一日だけ貸して
ダメ。ごめんね。本当に大切なものだよ
私、今日デートする時に着る服がないからだよ。 一回だけ、うん？
あなた 服が多いじゃん。 今着たままで。着てもいいし。
あ、本当に言葉が通じないね。明日返すよ。持って行くよ。
ダメだよ、本当に。返して。"
144,514,갈취 대화,"김이병 이번달 월급 나왔지?
네 15만원 나왔습니다 이상병님
그래? 군대에서 돈 필요없어 나한테 맡겨 전역할때 이자쳐서 줄게
네? 전역하려면 한참 남았는데.
그래 한참 남았지 군생활 꼬이고 싶진 않지?
하지만 이상병님 전부는 좀 그래요
그래 내가 양보하지머 10만원만 줘봐
정말 그래야 합니까?
다 너 군생활 생각해서 그런거야
.여기있습니다","キムイビョン、今月給料出たよね？
はい、15万ウォンが出ました イ·サンビョン様
そうなの？軍隊でお金いらない、俺に任せて転役する時に利子をつけてやるよ
はい？除隊するまで、 かなり残っているんだけど。
そうだね、まだまだだよね。軍生活はこじらせたくないよね？
しかし、イ·サンビョンさんは全部はちょっとあれです
そう、私が譲歩するな。10万ウォンだけちょうだい
本当にそうしなければなりませんか？
全部 あなた 軍生活を考えてそうしたんだ
.はい、こちらです。"
145,518,갈취 대화,"후배야 내가 스타킹이 나갔네 
네?
스타킹을 사야하는데 돈이 없어 1000원 있니?
네? 아니요.
1000원 없어?
네.
그지니? 1000원도 없어?
죄송합니다.
때려서 나오면 한대당 열대야.
수업 종쳤다. 들어가자.
운 좋은 줄 알아.
네.",
146,519,갈취 대화,"나 생일이라고
어쩌라고
생일이라고 생일 선물 없어?
야 생일축하해
말로만???선물없어??
지금 저한테 왜 그러세요
선물달라고 안그럼 인스타그램 에 니가 나한테 꼬리친 부분 캡쳐해서 올린다
자 기프티콘","私の誕生日だって
どうしろと
誕生日だからといって誕生日プレゼントはないの？
お誕生日おめでとう
口先だけ？？？プレゼントないの？？
今私にどうしたんですか
プレゼントちょうだいって言わなきゃ、インスタグラムにあなたが私に言った部分キャプチャーしてアップするよ
磁気プチコン"
147,520,갈취 대화,"야 100원 줄테니까 빵좀사와. 두개.
100원으로 빵을 어떻게 사.
야 못사? 이거는 돈이 아니냐? 사오라면 사올것이지 말이 많아.
이걸로는 부족해서 못사.
야 너는 돈 없냐? 니돈으로 사면 되잖아. 너 돈 많잖아
아니 나 돈없는데.
야 뒤져서 나오면 100원에 한대다. 
아 이걸로는 문제집사야해
빵사고 사면 되잖아. 내놔 
제발 돌려줘.","おい、100ウォンあげるからパンを買ってきて。 二つ。
100ウォンでパンをどうやって買うの。
おい、買えないのか？これはお金じゃないのか？ 買ってくるなら買ってくるだろうし、口数が多い。
これでは足りなくて買えない。
おい、あなたはお金ないのか？ 君のお金で買えばいいじゃん。 あなた お金たくさんあるじゃん
いや、私はお金がないんだけど。
おい、探して出てきたら100ウォンで一台だよ。
あ、これでは問題集を買わないと
パンを買って買えばいいじゃん。 よこせ
お願いだから返して。"
148,522,갈취 대화,"학교 졸업했다고 니가 내 꼬봉도 졸업한 거 같냐?
아니야.
근데 왜 돈 보내라는 거 안 보냈냐?
여기저기 구해봤는데 못 구했어.
그럼 알바라도 해야 될 거 아니야?
준비하는 거 때문에 알바 할 시간이 없어.
그럼 엄마 카드로 현금서비스라도 받으라고.
그건 좀 그래.
뒤질래?
아니야.
오늘 밤까지 피씨방으로 돈 만들어서 가져 와. 안 그러면 내가 니네 집으로 찾아갈 거니까.","学校卒業したからってお前が私のコボンも卒業したみたいか？
違うよ。
ところでどうしてお金を送れということを送らなかったの？
あちこち探してみたけど、手に入れなかった。
じゃあ、バイトでもしないといけないんじゃない？
準備することのせいでバイトする時間がない。
じゃあ、お母さんのカードで現金サービスでも受けろって。
それはちょっとあれだね。
負けたくない？
違うよ。
今夜までネットカフェにお金を作って持ってきて。 そうでなければ、私があなたの家に行くから。"
149,527,갈취 대화,"무료 이벤트라고 해서 왔는데 이것도 꼭 받아야되나요?
당연하죠 세상에 공짜가 어딨어요
아니 그럼 무료라고 써놓으면 안되죠
그럼 애초에 안 받겠다고 해야지 이미 받고 그러시면 어떻게 해요
아니 저 정말 몰랐는데
이미 결제했어요 10만원
아니 제대로 설명을 해주셔야죠
학생 검사까지만 무료인거야 학생이 몰랐던 걸 왜 나한테 따져
아니.
자꾸 이러면 경찰 부를거야
네.","無料イベントということで来たのですが、これも必ず受けなければなりませんか？
当たり前ですよ。 世の中にタダなんてないですよ
いや、じゃあ無料って書いておいたらダメですよ
じゃあ最初から受け取らないって言わないと。 すでに受け取ったらどうするんですか
いや、僕は本当に知らなかったんですけど
もう決済しました 10万ウォン
いや、ちゃんと説明してくださいよ
学生検査まで無料なんだよ。学生が知らなかったことをどうして私に問いかけるんだ
いや.
ずっとこうしてたら警察呼ぶよ
はい。"
150,529,갈취 대화,"어이 거기 아저씨
응 ? 나 ?
응. 너.
무슨 일이니 꼬마야?
아저씨. 내가 꼬마야? 그것보다 내가 배가 고픈데 가진 것 좀 줘봐
내가 가진 것은 사랑 뿐이야
미친 개소리하지 말고. 나오면 백원당 천대야 퍽 퍽 퍽
진짜 없어 가진거
이빨 그만 털고 내놔 돈
이러지마","おいそこのおじさん
うん？私？
うん。あなた。
どうしたの、坊や？
おじさん。私がチビなの？ それより私がお腹が空いたんだけど、 持っているものをちょうだい
私が持っているのは愛だけなの
変なこと言わないで。 出てきたら百ウォン当たり千枚だよ
本当にないよ、持ってるの
歯をはがすのはやめてお金を出して
やめてよ"
151,530,갈취 대화,"친구야 6만원만 빌려줘라
어?.나 이거 학교책사야되는데
아 딱 하루만 쓰고 갚을께
아 진짜 안되는데.
맞을래?
미안.내일 꼭 갚아줘.
그래하루만 쓰고 갚을께","友よ、6万ウォンだけ貸してくれ
あれ？私、これ学校の本を買わないといけないんだけど
あ、たった一日だけ使って返すよ
あ、本当にダメなんだけど。
叩かれる？
ごめん。明日必ず返してね。
そうだね。一日だけ使って返すよ"
152,532,갈취 대화,"아니 엄마 왜 내 계좌에 입금을 안해놓는데 미쳤어
아들 엄마가 요즘 아파서 병원비에 다 써버렸어 미안해
아니 됐고 언제 다시 돈들어와 어!?
그게 좀 기다려 봐야 할것 같아 병원비를 더 써야 할것 같거든
아니 나 죽어버릴까 확
미안하다 엄마가 미안해
시끄럽고 더 오래 살아 봐야 뭐해 그냥 그 병원비 나한테 내놔
아니 너가 어떻게 나한테 나한테 그런 소릴할수 있어
나이 들어 오래 살아 봐야 뭐하냐고 아들을 위해 희생해야지
내가 널 잘못 키웠구나
시끄럽고 그 돈 빨리 줘","いや、お母さん。なんで私の口座に入金しておかないの
息子のお母さんが最近病気で病院費に全部使ってしまった。ごめんね
いや、いつまたお金が入ってくるの？
それがちょっと待ってみなければならないようで病院費をもっと使わなければならないようで
いや、僕が死んでしまうんじゃないか
ごめんね。お母さんがごめんね
うるさくてもっと長生きしても意味がない。ただその病院費を私に出して
いや、あなたがどうして私にそんなことを言えるの
年を取って長生きしても意味がないんだよ。 息子のために犠牲にならないと
私が君を間違って育てたんだね
うるさいからそのお金早くくれ"
153,533,갈취 대화,"나 노스페이스 바람막이 좀 사줘 그정돈 껌이지?
 가격이 얼만데 그게 껌값이야 말이 되는 소리를 해
 왜 저번에도 잘 사줬었잖아. 지금 내 말 무시하는 거야?
 아니 그건 아닌데.
 그니까 저번처럼 빨리 내 앞에 갖다 바치라고 새끼야
 그게 돈이 얼만데. 나 돈 없어 정말이야
 거짓말 하지마 개소리 하네 또
 저번에도 비슷한 거 사줬잖아 이번 한 번만 봐주면 안돼?
 그런 거 나한테 안 통하는 거 알면서도 또 그러네
 알겠어. 미안해. 사줄게","私、ノースフェイスのウィンドブレーカーを買ってくれ。それくらいだよね？
いくらなんだよそれがガムの値段だよ話にならないよ
この前もよく買ってくれたじゃん。 今私の話無視してるの？
いや、そうじゃないんだけど。
だからこの前みたいに早く僕の前に 持って行けって
それがお金がいくらなの。 私、お金ないよ。本当だよ
嘘つくな、また何を言ってるんだよ
この前も似たようなものを買ってあげたじゃん。今回だけ見逃してくれない？
そういうのは僕に通じないことを 知っていながらもまたそうだね
分かった。ごめん。買ってあげる"
154,536,갈취 대화,"친구야 내친구야
무.무슨일이야?
왜그렇게 쫄고그래?
아니.
그건 그렇고 너 에어팟 샀다며?
아 .
나도써보고싶었는데 니꺼 써보고 결정해야겠다
.어제샀어
누가 뭐래? 어제샀는지 오늘 샀는지가 중요하겠니?
 쓰고 꼭 돌려줘야해
 그래 졸업할때 돌려줘도 되냐?
.
 새끼 농담인데 정색은 얼굴 풀어라","友よ、私の友よ
何。どうしたの？
なんでそんなにビビってるの？
いや.
それにしても、あなた エアポッズを買ったんだって？
あ.
私も使ってみたかったけど、あなたのを使ってみて決めないと
昨日買ったよ
誰が何だって？ 昨日買ったのか今日買ったのかが重要なの？
使って必ず返さないと
そうだね、卒業する時に返してもいい？
.
こいつ冗談だが真顔になれ"
155,538,갈취 대화,"저기 죄송한데요.
네?
차비 좀 빌려주세요.
제가 그쪽을 어떻게 믿고 빌려줘요?
제가 상황이 이렇게 됐으니 좀 빌려주시죠.
아니요.제가 바빠서요.
거 얼마나 한다고. 좀 주시죠.
저 갈게요.
줄 때까지 따라갑니다.
왜 이러세요.신고할게요.","あの、すみませんが。
うん？
車代を貸してください。
私がそちらをどうやって信じて貸しましょうか？
私の状況がこうなったので、ちょっと貸してください。
いいえ、私が忙しくて。
そんなにやるんじゃないよ。 ちょっとください。
僕は行きます。
くれるまでついていきます。
どうしたんですか。通報します。"
156,539,갈취 대화,"친구야 내가 정말 급해서 그러는 데 돈 좀 빌려주면 안될까?
저번에도 빌려가고 안값았잖아. 안돼.
이씨 누가 안값는데? 어차피 빌려준 거 조금 더 빌려줄 수 있잖아?
싫어. 빌려간 돈이 한두푼도 아니고 한 번도 값은 적 없잖아
아 이렇게 나오시겠다? 그럼 이 사진 학과커뮤니티에 올려도 된다는 거지?
그 사진은 어떻게!! 안돼!! 그러지마
그러니까 돈 좀 빌려달라고 친구야.
신. 신고할거야
이미 사진은 다 퍼진 후일걸?
. 이게 전부야. 이만큼밖에 못 빌려줘.
어차피 빌려줄거면서 고맙다 친구야?
.값을거지?
그럼그럼","友よ、私が本当に急いでいるので、お金を貸してくれない？
この前も借りて行って、値段が高くなかったじゃん。 ダメ.
この人、誰が払わないの？ どうせ貸したものをもう少し貸してくれるじゃない？
いやだ。借りたお金が一銭もないし、一度もお金はなかったじゃないか
あ、こうやって出るんですか？ じゃあ、この写真学科のコミュニティに載せてもいいってことだよね？
その写真はどうやって！！ ダメ！！やめてよ
だからお金を貸してくれって、友よ。
申告するよ
もう写真は全部広がった後だと思うよ？
. これが全部だよ。 これくらいしか貸してくれない。
どうせ貸してくれるくせにありがとうか？
値段を払うよね？
そうだよ、そうだよ"
