,idx,class,conversation,Augmentation
133,646,협박 대화,"지금 내 말이 우스운가봐? 이런 짓을 하는 걸 보면?
죄송합니다.
아니 내가 우스우니까 나 어깨로 치고 깔깔대며 웃으며 지나가는거 아니니?
아니요. 죄송합니다.
나 너네 윗집에 살거든. 매번 시끄럽게 말이야. 진짜 내가 만만하니?
아니요.
한 번 더 이딴 식으로 내 눈에 띄면 진짜 나 칼 들고 너네 집에 간다.
다시는 안 그러겠습니다.
이번만 봐줄게. 그냥 집에서 쥐 죽은 듯 살라고 안 그럼 아주 칼부림 나서 너 죽고 다 죽일거야.
죄송합니다.","지금 내 말이 이상한 것 같아? 이런 거 하는 거 보면?
죄송합니다.
아니, 내가 이상하니까 내 어깨로 치고 깔깔거리며 웃고 지나가는 거 아니야?
아니요, 죄송합니다.
나 너네 윗집에 살아. 매번 시끄러워. 정말 내가 만만해?
아니에요。
다시 한 번 이렇게 내 눈에 들어온다면 정말 나는 칼을 들고 너희 집으로 갈 거야.
다시는 그런 짓을 하지 않겠습니다.
이번만 봐줄게. 그냥 집에서 죽은것처럼 살라고 말하지않으면, 너무 칼에 찔려서 당신 죽어서 다 죽일 거야.
죄송합니다."
134,647,협박 대화,"당신이 우리 딸에게 이 약 먹으면 살 빠진다고 했다면서?
 따님은 체중감량할 필요없어서 다이어트 약 처방을 거부했습니다. 그런데 막무가내로 원하셔서 처방했습니다.
 그게 그거 아니야? 당신떄문에 우리 딸이 죽었어!
 그게 왜 저 때문인가요? 따님은 제가 처방한 약 이외에도 너무 많은 약들을 먹었어요.
 당신이 의사야? 이 살인자. 당신 내가 가만안둘거야 죽여버리겠어! 우리딸처럼 당신도 한번 죽어봐
 무슨소리입니까 오남용한 당신 딸 때문이지. 어서 나가세요!
 이 병원 내가 다 소문내고 당신 얼굴 못 들고 다닐게 할거야! 어디 한번 너도 당해봐.
 이러면 나도 가만히 안했습니다. 어디 해 볼테면 해보세요!
 좋아. 한번 해보시겠다?
 당신같이 남의 탓하면서 비난하는 사람들 여럿봤습니다. 저도 생각이 있어요!","당신이 우리 딸에게 이 약을 먹으면 살이 빠진다고 말했다면서?
따님은 체중 감량을 할 필요가 없기 때문에 다이어트 약 처방을 거부했습니다. 그런데 막무가내로 원해서 처방을 했어요.
그게 그거 아니야? 당신 때문에 우리 딸이 죽었어!
그게 왜 저 때문인가요? 따님은 제가 처방한 약 말고도 너무 많은 약을 먹었어요.
네가 의사야? 이 살인자. 여보, 내가 가만두지 않을 테니까 죽여버릴 거야! 내 딸처럼 너도 한번 죽어 봐
무슨 말을 하는 거예요?。 오남용한 당신 딸 때문이겠죠. 빨리 나가주세요!
이 병원, 내가 전부 소문을 내서 당신의 얼굴을 들지 않도록 할게요! 한번 너도 당해봐.
이러면 저도 가만히 있지 않았어요. 해볼거면 해보세요!
좋아 한번 해볼래?
당신처럼 남의 탓을 하면서 비난하는 사람을 몇 명이나 봤어요. 저도 생각이 있어요!"
135,649,협박 대화,"아 이새끼 대답안하는거 보소
절대 안해
아직도 말할 기운이 있나봐 ? 내가 좀 봐주면서 때렸나?
쿨럭
야 괜히 자존심 피우다가 지금보다 더 쳐맞는다?
그래도 싫어
하 어이가 옆에 야 잘잡아라 빗나가면 니네가 맞는다
 알겠어
그만해.
그만 하고 싶으면 내가 묻는 말에 대답 착실히 하면 되지?
그럴일은 없어.내가 여기서 나가면 니네 가만 안둘거야
아 진짜 아직도 입만 살아서 너는 죽어도 입만 물에 뜰것같다 오늘 한번 해볼까?입만 뜨는지?
여기서 멈춰줘",
136,650,협박 대화,"야 니면상 보니까 구토나올것같아
저한테 왜그러세요
개그하다가 망해서 아프리카로 병신같이 돈벌고 있네
니 개그 진짜 노잼인데 개그맨은 어떻게 됫냐
니앞가림이나 잘해라 훈수두지 말고
퇴물 3류 개그맨아 니네집에 찾아가서 니 목을 따서 거리 한폭판에 걸어 놀거야!!
너나 잘해 좃밥아
진짜 죽고싶냐
너나죽어라
망한개그맨 3류 개그맨 죽어라
나이쳐먹고 뭐하는짓이냐 이런식으로 계속하면
명예회손으로 고소하겠다","야, 니명이 형 보면 구토가 날 것 같아
나한테 왜 이러세요
개그 실패해서 아프리카에서 돈 벌고 있구나
너 개그 정말 재미없는데 개그맨은 어떻게 된 거야
네 일만 똑바로 해. 훈수하지 말고
퇴물 3류 개그맨이 아닌 집에 찾아가 너의 목을 잡고 거리의 한폭으로 걸어놀거야!!
당신 나, 힘내요
정말 죽고싶은가
너야말로 죽어라
개그맨 죽기 살기 개그맨
나이가 들어서 뭘 하고 있느냐 이런 식으로 계속 하면
명예 회손으로 고소하다"
137,651,협박 대화,"야 우리 헤어져.
오빠 어떻게 나한테 그럴 수 있어?
나 그동안 이해해 보려고 많이 노력해봤는데 우리 안 맞는 것 같아.
오빠 나 정말 죽는 꼴 보고 싶어서 그래? 나 손목 칼로 긋고 죽을거야.
또 왜 그래. 저번에는 수면제 먹는다 하더니 너무 지친다. 미안해.
나 이미 유언장도 써뒀어. 오빠한테 강간 당해서 정신적으로 너무 충격 받아서 자살한다고.
야 내가 어떻게 해주면 좋겠니?
오빠 평생 내 옆에 있어줘.
알겠어 지금 너네 집 앞으로 갈게.
사랑해 자기","야, 우리 헤어진다.
너 어떻게 나한테 그럴 수 있어?
나 그동안 이해해보려고 노력해왔는데 우리 안 맞는 것 같아.
너 내가 정말 죽는 모습을 보고 싶어서? 나 손목을 칼로 베고 죽을 거야.
또 왜 그래. 저번에는 수면제 먹는다더니 너무 피곤해. 미안해.
나 이미 유언장도 써놨어. 당신에게 강간당해서 정신적으로 충격을 받아서 자살한다고.
야, 내가 어떻게 해야 돼?
너 평생 내 옆에 있어줘.
알겠어 지금 너희 집 앞으로 갈게.
사랑해 자기야"
138,652,협박 대화,"이러고도 무사할 줄 알았어? 죽여줄까?
 살려주세요. 제가 잘못했어요.
 이제야 죄송하다는 말이 나오네. 또 지껄여봐.
 죄송합니다.
 늦었어. 너랑 네 와이프도 같이 죽여버릴거야.
 한 번만 봐주세요. 죄송합니다.
 존칭 써가면서 대접해주니까 뭐라도 된 것 같았어?
 아닙니다.
 손목을 썰어줄까 눈알을 뽑아줄까.
 죄송합니다. 살려만 주세요.","이래도 무사할 줄 알았어? 죽여줄까?
살려주세요. 제가 잘못했어요.
이제야 미안하다는 말이 나오네. 다시 얘기해 봐.
죄송합니다.
늦었어. 당신과 당신의 아내도 함께 죽여버릴거야.
한번만 봐주세요. 죄송합니다.
경칭을 쓰면서 대접해 주니까 다 좋은 줄 알았어?
그렇지 않습니다.
손목을 잘라줄까, 눈알을 떼어줄까?
죄송합니다. 도와주세요。"
139,653,협박 대화,"니 가족들은 안녕하지? 못보게 만들어줄까?
아뇨 시간을 주시면 해결하겠습니다.
일처리를 얼른해야지
빠르게 해결하겠습니다.
그렇게 얘기하지말고 언제까지 해결할꺼야
3일만 주십시요
3일 안돼!
그럼 2일만 주십시요
알았어 그럼 2일 약속지켜
네 꼭 지킬께여
어기면 가족들 못볼줄 알아
네. 알겠습니다.","너희 가족은 잘 지내니? 안 보이게 해줄까?
아니요 시간을 주시면 해결하겠습니다.
일 처리를 빨리 하지 않으면
빠르게 해결해 드리겠습니다.
그렇게 말하지마 언제까지 해결할거야
3일만 주세요
3일은 안돼!
그럼 이틀만 주세요
알았어. 그럼 2일약속지켜줘
네, 반드시 지키겠습니다
어기면 가족을 못만날지도 몰라
예 알겠습니다。"
140,656,협박 대화,"나. 이번 대회에서.꼭 1등 할 거야.
응? 그래 서희야 ! 우리 꼭 같이 입상하자!
아니.? 난 너보다 꼭 위에 올라갈거야. 
어.응 ! 그래! 그 동안 내가 운이 좋았지. 너가 나보다 원래 훨씬 빠르잖아.
참나.너 정말 재수없다. 나 놀리는 거지? 내가 맨날 어디서든 니 뒤에 가려져서 얼마나 침울하게 지내왔는지 알아!?
서희야.갑자기 왜그래. 우리 내일.대회잖아.응? 이러지말자.
내가 널 이길 수 있는 방법은 니가 대회에 못나가는 방법 밖에 없어. 
그게 무슨소리야.너 꼭 잘 할 수있.어.서희야.그 .그게 뭐야.? 망.망치잖아.! 
달리기를 못하게 하는 방법밖 에 없다고.!!!!!!!!!!!. 너.넌 몰라. 내가 얼마나 고통 속에 비교 속에 살아왔는지.!!!!! 꺼져버리라고.!!!!!!
안.안돼. 서희야.!!!!!! 제발 그 . 그거 내려놔.! 오.오지마.!꺄악.!!","B. 이번 대회에서. 꼭 1등 할 거야.
응? 그래서 소희야! 우리 꼭 같이 입상하자!
아니야 나는 너보다 꼭 위에 올라갈거야.
응! 응! 맞아! 그동안 내가 운이 좋았어. 네가 나보다 훨씬 빠르잖아.
정말이지. 당신 정말 재수가 없다. 나 놀리는 거지? 내가 항상 어디서든 네 뒤에 숨어서 얼마나 우울했는지 알아?
소희야, 갑자기 왜 그래. 우리 내일 대회잖아 응? 하지 말자.
내가 너를 이길 수 있는 방법은 네가 대회에 나가지 못하는 방법밖에 없어.
그게 무슨 소리야. 너 잘할 수 있을거야. 응, 소희야. 그, 그게 뭐야? 실패. 망쳤잖아!
뛰지 못하게 할 수밖에 없어. 여보, 너는 몰라. 내가 얼마나 고통속에서 비교속에서 살아왔는지!!! 사라져 버리라고!!!!
안 돼! 안 돼! 소희야! 제발 그... 그거 놔! 오.오지마! 꺄악!!"
141,658,협박 대화,"좋은 말로 할때 내가 시키는대로 해라
나한테 왜 이래
웃어주니까 내가 만만하냐??? 쳐맞고 싶지?
우리 친구였잖아
친구라고? 미쳤네 니랑 내가 왜 친구야?
니가 시키는대로 다 했잖아 제발 그만해
오냐오냐해주니까 아주 기어오르지 아주 그냥 사지 절단을 해줄까?
내가 뭘 잘못했는데. 
입 열지마 빡치니깐. 살고싶으면.
.알겠어","좋은 말로 할 때 내 말대로 해라
나한테 왜 그래
웃어주니까 내가 달콤한걸까??? 맞고 싶지?
우리 친구였잖아
친구라고? 미쳤네 너랑 내가 왜 친구야?
네가 시키는 대로 다 했잖아, 제발 그만해
오구오구 해주니까 엄청 기어오를거야. 사지 절단을 해줄까?
내가 뭘 잘못했나?
입 벌리지 마, 독하니까. 살고 싶으면.
알겠다"
142,670,협박 대화,"니가 뭔데 그딴 법을 발의해?
저는 제 할 일을 했을 뿐이고 설문조사로 나온 의견을 종합해서 발의한것 뿐입니다.
그니까 전국민 동의는 받았니? 그 법 때문에 내가 요즘 살기가 너무 힘들어 너 때문에
하지만 다른 측면에서는 대다수의 분들이 혜택을 보고 있어요 피해를 드려서 죄송할 뿐입니다
그렇다고 지금에서야 내 피해 보상해주지는 않을거잖아?
최대한 보상 가능한 내에서 여러 방도를 찾아보겠습니다.
그런건 필요 없고 그냥 죽어 너가 죽어서 이 일 이슈가 되면 법이 사라지던 하겠지
네? 그런다고 달라질건 없어요 적당한 보상점을 찾는 게 가장 좋지 않을까요?
됐어 그냥 오늘 죽자 죽여버릴거야 제발 죽어줘 너 때문에 힘들어
죄송합니다 제발 한번만 봐주세요 죄송합니다.","네가 왜 그런 법을 발의해?
나는 내 일을 했을 뿐이고 설문조사에서 나온 의견을 종합해서 발의했을 뿐이에요.
그러니까 전 국민의 동의는 얻었어? 그 법률 때문에 제가 요즘, 사는 게 너무 힘들어. 당신때문에
그러나 다른 측면에서는 대다수의 분들이 혜택을 받고 있습니다 폐를 끼쳐서 죄송할 따름입니다
그렇다고 이제와서 내 피해보상은 안해주겠지?
최대한 보상할 수 있는 범위 내에서 다양한 방법을 찾아보겠습니다.
그런건 필요없이 그냥 죽고 당신이 죽고 이 일이 이슈가 되면 법이 사라져도 하겠지
네? 그렇다고 해서 달라지는 것은 없습니다 적당한 보상점을 찾는 것이 가장 좋지 않을까요?
좋아 오늘은 죽자. 죽일거야. 제발 죽어줘. 당신 때문에 큰일이다
죄송합니다. 제발 한번만 봐주세요 죄송합니다."
143,675,협박 대화,"사실대로 말해
어떤걸 말씀이세요?
다 알고 왔어 거짓말 할 생각은 하지마
전 아무것도 안했어요
다치고 싶지 않으면 좋은 말로 할 때 말해. 너 하나 죽이는 건 아무 일도 아니야.
무슨 말씀을 그렇게 하세요?
정말 죽고 싶어? 빨리 말하라니까!
아무것도 안했어요 정말!
아오 총으로 확 쏴버릴까!
진짜라니까요!","사실대로 말하시오
어떤 걸 말씀하시는 건가요?
다 알아왔어. 거짓말할 생각은 하지마
저는 아무것도 안 했어요
다치기 싫으면 좋은 말로 할 때 말해. 당신 하나 죽이는 건 아무것도 아니야.
무슨 말씀을 그렇게 하시는 건가요?
정말 죽고 싶은 거야? 빨리 말해!
아무것도 안 했어요, 정말!
아, 총으로 쏴버릴까!
정말이래요!"
144,676,협박 대화,"허튼 짓하지마.
네.
허튼 짓하면 칼은 너 목에 들어간다.
살려주세요!
가만히 있으라고!
죄송해요.
소리 지르지마.
네.
기척이라도 나서 다른 사람 오기라도 하면 넌 죽이고 내가 도망친다.
죄송해요.","허튼 수작 부리지 마라.
네。
엉터리 짓을 하면 칼은 당신 목에 들어간다.
도와주세요!
가만히 있으라고!
죄송해요.
소리 지르지 마.
네。
낌새라도 다른 사람이 오면 당신은 죽이고 내가 도망간다.
죄송해요."
145,677,협박 대화,"자꾸 이렇게 나오면 나도 가만 안있을거야!
매번 이런식으로 나오시는데 저희도 할만큼 했어요!
뭘 할만큼 해? 당신이 우리집에 와서 살아봐! 얼마나 시끄러운지 알아?
그럼 와서 봐보세요!! 조용히 하려고 매트는 방마다 다 설치하고 아이는 뛰놀지 못하게 얼마나 단속하는데요?! 만약 당신네 집이 우리집처럼 윗집에서 이런식으로 나오면 어떨것 같아요?
뭐? 지금 그게 말이야? 당신네가 시끄럽게 하는건 사실이야! 그럼 내가 없는사실로 이러는것 같아?
저희도 할만큼 했어요! 더이상은 못해요!!
아 그렇단 말이지? 내가 너네집에 불질러 버릴거야!!!
뭐라구요? 해보세요 경찰에 신고할거예요!!
신고? 해봐 !! 그전에 내가 먼저 너네 가만 안둘거야!!! 다 죽여버리고 나죽으면 되지!!
어디 맘대로 해봐 완전 미친사람이네!!!","자꾸 이렇게 나오면 나도 가만히 있지 않을 거야!
매번 이렇게 나오는데 저희도 할 만큼 했어요!
뭘 할 정도로 하는 거야? 네가 우리 집에 와서 살아봐! 얼마나 시끄러운지 알아?
그럼 와서 보세요!! 조용히 하려고 매트는 방마다 다 설치하고 아이는 뛰지 않도록 얼마나 단속하나요?! 만약 당신의 집이 우리 집처럼 윗집에서 이렇게 나오면 어떨 것 같아요?
어? 지금 그게 무슨 말이야? 너희들이 귀찮게 하는 건 사실이야! 그럼 내가 없는 사실로 이러는 줄 알아?
저희도 할 만큼 했어요! 이 이상은 할 수 없어요!!
아, 그런 거지? 내가 너희 집에 불을 질러줄게!!!
뭐라고요? 해보세요 경찰에 신고하겠습니다!!
통보? 해봐!! 그전에 내가 먼저 너희들 가만두지 않을게!!! 전부 죽여서 내가 죽으면 되는거야!!
알아서 해봐. 완전 미친 사람이네!!!"
146,680,협박 대화,"저 아가씨 따뜻한 아메리카노 한 잔 내 놔.
네 주문 한 번 다시 확인 드리겠습니다. 따뜻한 아메리카노 맞으신가요?
말을 몇 번해야 알아듣는거야. 따뜻한거 내와라고 뜨거운거.
손님 여기 주문하신 아메리카노 한 잔 나왔습니다. 빨대 꽂아 드릴게요.
꿀꺽. 야!!! 내가 차가운거 달라한거 몰라? 야 봐봐 이게 차가워?
어머 손님. 그렇다고 얼굴에 뿌리시면 어떡하십니까. 그리고 제가 두 번이나 확인했지만 따뜻한거 주문 하셨습니다. 사과 안 하시면 영업방해로 바로 신고하겠습니다.
신고해! 니가 사기쳤잖아. 내가 차가운거 달라했지 따뜻한거 달라고 했냐? 왜 난 차가운 줄 알고 얼굴에 한 번 부워본건데 그게 그리 잘못된 일인가?
빨리 사과하시라고요. 사과하셔도 신고하겠습니다. 병원비도 다 받을거예요.
너가 뭔가 착각하나본데 이 카페에 너랑 나 둘 밖에 없다는거 모르냐? 시작은 얼굴이지만 내가 여기서 니 장기 털어갈 수도 있어 알아?
왜 이러세요. 제가 잘못했어요 빨리 차가운걸로 만들어드릴게요. 제가 주문을 잘 못 받았나봐요.","저 아가씨 따뜻한 아메리카노 한 잔 내 놓고.
네, 주문을 다시 한번 확인해 보겠습니다. 따뜻한 아메리카노 맞으신가요?
말을 몇 번 해야 알아. 따뜻한 거 내라고, 뜨거운 거.
고객님 주문하신 아메리카노 한잔 여기 있습니다. 빨대를 꽂아드릴게요.
오쿠리. 야!!! 내가 시원한 것을 달라고 한 것을 모르니? 야, 봐봐. 이게 차가워?
어머, 손님. 그렇다고 얼굴에 걸면 어떡해요? 그리고 제가 두 번이나 확인했는데 따뜻한 걸 주문하셨어요. 사과하지 않으면 영업 방해로 바로 신고하겠습니다.
신고해! 네가 속였잖아. 내가 시원한 걸 달라고 했는데 따뜻한 걸 달라고 했어? 왜 나는 차갑다고 생각하고 얼굴에 한번 부어봤는데 그게 그렇게 잘못된 일인가?
빨리 사과해 주세요. 사과를 받더라도 신고하겠습니다. 병원비도 다 받아요.
네가 뭘 잘못 알고 있는 것 같은데, 이 카페에 너랑 나 둘밖에 없는 거 몰라? 시작은 얼굴이지만 내가 여기서 너의 장기를 떨어뜨릴 수도 있어. 알아?
어쩌다가 이렇게 됐어요. 제가 잘못했습니다 빨리 시원한 걸로 해드릴게요. 제가 주문을 잘못 받은 것 같아요."
147,684,협박 대화,"우리 헤어지자
네가 어떻게 그런 말을 해
그동안 많이 참았던 말이야
죽을 때까지 함께 하기로 했잖아
그건 사랑했을 때나 통한 말이지
아니야 난 아직도 너 사랑해 우린 갈라질 수 없어
그래도 헤어지면 정리할 줄 알아야지
안 돼 우린 언제나 함께여야 해
그럴 수는 없어 
헤어질 바엔 같이 죽자 내가 너 죽이고 나도 죽을게
무슨 소리야 제발 그러지 마","우리 헤어지자
네가 어떻게 그런 말을 해
그동안 많이 참았던 말이야
죽을때까지 같이 있기로 했잖아
그것은 사랑했을 때나 통했던 말이야
아니, 나는 아직 여보 사랑해요. 우리는 헤어질 수 없어
그래도 헤어지면 정리가 안 된다고
안 돼 우리는 항상 같이 있지 않으면 안돼
그럴 수는 없어
헤어지기 전에는 같이 죽자 내가 당신 죽이고 나도 죽을거야
무슨 소리야. 제발 그만해"
148,694,협박 대화,"근데 있잖아. 너 나한테 왜 그래?
뭐가? 
나만 무시하잖아 나만! 내가 만만하지? 
무슨소리야? 알아듣게 말해 
너 한참 사람을 잘 못 봤어. 나 맘만 먹으면 너 정도 죽이는건 일도 아니야.
너 갑자기 왜 이래??
참는데도 한계가 있어. 나 경고했다. 죽고 싶지 않으면 잘해
난 너 무시한적이 없어.
끝까지 발뺌하네 재수없는 놈 밤길 조심해라
왜 그러는거야.","하지만 말이야. 당신 나한테 왜 그래?
뭐가?
나만 무시하잖아, 나만! 내가 달지?
무슨 소리야? 알아들을 수 있게 말하시오
너 사람을 많이 잘못 봤어. 나 마음만 먹으면 너만큼 죽이는 건 일도 아니야.
당신 갑자기 무슨 일이야??
참는 데도 한계가 있다. 나 경고했어. 죽기 싫으면 잘해
나는 너를 무시한 적이 없어.
끝끝내 발뺌이다 재수 없는 밤길을 조심해라
왜 그래."
149,695,협박 대화,"야 너 그런식으로 밖에 싸돌아다니면 다리를 부숴버린다고 했지? 
회사에서 일만 한 거야 진짜야 아무일도 없었어
그걸 내가 어떻게 믿어? 너 지난번에도 전적이 있잖아 그러길래 나한테 애초에 걸리질 말지를 그랬어
그 팀장이랑은 그냥 정말 회식만 한 거야 그러다 장 보다 마주친 거고
너는 입을 닥쳐 한마디 할때 마다 사람을 화가 나게 해 
미안해 자꾸 때리지마 나 이러면 일하러 못가
바람질할려고 얼굴 신경 쓰는 거야? 이러니까 내가 너를 때리는 거야
밖에 애들도 듣고 이러지 말고 내 말을 들어봐
아니 애들도 너가 부정한 짓을 한 걸 알아야지 애들한텐 모르게 하고 싶어?
그런게 아니라 애들이 보면 교육 상 안좋잖아 때리지마","야, 너 그렇게 밖에 돌아다니면 다리를 부숴버린다고 했지?
회사에서 일만 했어 정말이야 아무 일도 없었어
그걸 내가 어떻게 믿어? 너 저번에도 전적이 있을거라고 하니까 나한테 아예 들키지말라고 했어
그 팀장과는 정말 회식만 했어. 그 후, 쇼핑을 할 때 만났어
당신은 잠자코 한마디 할 때마다 사람을 화나게 한다
미안, 자꾸 때리지 마. 이러면 일을 못 가니까
바람피우려고 얼굴 신경 쓰는 거야? 그러니까 내가 당신을 때리는 거야
다른 애들도 듣지 말고 내 얘기 들어봐
아니, 애들도 네가 부정한 짓을 한 걸 알아야 애들이 모르게 하고 싶어?
그게 아니라 애들이 보면 교육상 안 좋잖아. 때리지 마라"
150,700,협박 대화,"어쩔 수 없다. 네가 죽어줘야겠다.
살려주십쇼 형님!
넌 너무 많은 걸 알고 있어.
절대 비밀을 발설하지 않겠습니다.
죽으면 절대 발설하지 못할 거야.
형님 저희 한솥밥 먹은 게 몇 년입니까!
나는 원래 사람을 믿지 않아.
목숨만 살려주십쇼. 제발요 형님!
마지막으로 하고싶은 말은 없나?
형님!","어쩔 수 없어. 네가 죽어줘야 해.
살려주세요, 형님!
너는 너무 많은 것을 알고 있어.
절대 비밀을 발설하지 않아요.
죽으면 절대 발설할 수 없어.
형님, 저희가 한솥밥 먹은 게 몇 년이에요!
나는 원래 사람을 믿지 않아.
목숨만 살려주세요. 부탁드립니다, 형님!
마지막으로 하고 싶은 말은 없을까?
형!"
151,705,협박 대화,"야 당장 니 배를 갈라서 니 장기 다 뽑아가기 전에 각서 써라
죄송합니다 물건은 기간 내에 준비할게요. 조금만 시간을 더 주시면.
지금 6개월째 미루고 있으면서 조금만?? 처맞고 쓸래 그냥 쓸래
죄송합니다 정말. 최대한. 최대한 빨리 준비할게요.
헛소리하지 말고 그냥 빨리 각서나 써라 안 그러면 너 대신 니 여자친구 장기를 다 뽑아서 그 피로 각서 쓸라니까
제 여자친구만은 건들지 말아 주세요. 부탁입니다.
부탁?? 말로만 하지 말고 행동으로 보여주지그래? 빨리 각서 써
. 알겠습니다 쓸게요
그래 진작에 쓰지 그랬어 알지? 니가 각서 쓰고 튀면 나는 니 여친 찾아가서 배를 갈라버릴 거니까 튀지 마라
네. 알겠습니다.","이봐, 당장 네 배를 가르고 네 장기를 다 뽑기 전에 각서를 써라
죄송합니다. 물건은 기간 내에 준비하겠습니다. 조금만 더 시간을 주시면.
지금 6개월이나 미루고 있는 주제에 조금만?? 두드려 맞고 나서 쓴다. 그대로 쓰다
죄송해요, 진짜. 최대한 빨리 준비하겠습니다.
헛소리 말고 빨리 각서라도 써라, 아니면 너 대신 네 여자친구 장기를 다 빼서 그 피로 각서를 쓰라고
제 여자친구만은 건드리지 마세요. 부탁 드려요。
부탁이야?? 말로만 하지말고 행동으로 보여주면 어때? 빨리 각서를 써서
.알겠습니다. 씁니다
맞아 진작 쓰지 그랬어. 뭔지 알지? 네가 각서를 쓰고 날면 난 네 여자친구를 찾아가 배를 찢어버릴 테니까 날지 마
예 알겠습니다。"
152,709,협박 대화,"약속했지. 기한을 못 넘기면 손모가지 날리겠다고.
선생님 그게 아니라. 제가 정말 급한 사정이 생겨서요.
이 세상에 사정 없는 사람이 어디 있나. 어느 쪽으로 할래?
선생님 정말 하루만. 하루만 시간을 더 주세요.
저번에도 일주일 달래서 주지 않았나? 일을 자꾸 미루시네.
이번에는 정말 자신 있습니다. 제발 오늘 한 번만 기회를 더 주세요.
손을 아주 벌벌 떠네. 좋아 대신 다음번에는 이렇게 떨 시간도 안 줄거야.
선생님 정말 감사합니다.
그 사이에 잠적하면 알지. 끝까지 찾아가서 장기 다 털어낸다.
네. 명심하겠습니다.","약속했어 기한을 넘기지 않으면 손목을 다칠거라고.
선생님, 그게 아니라. 제가 정말 급한 사정이 있어서요.
이 세상에 용서 없는 사람이 어디 있나. 어느 쪽으로 할까?
선생님, 진짜 하루만. 하루만 더 시간을 주세요.
저번에도 일주일 동안 달래주지 않았어? 일을 자꾸 미루시는군요.
이번에는 정말 자신 있어요. 제발 오늘 한번만 더 기회를 주세요.
손을 부들부들 떨네. 좋아, 대신 다음에는 이렇게 긴장할 시간도 주지 않을게.
선생님 정말 감사합니다.
그 사이에 사라지면 알 수 있어. 끝까지 가서 장기를 다 떨어뜨린다.
네, 명심하겠습니다."
153,712,협박 대화,"나 너 살 안 빼면 헤어질거야
뭐? 진짜 내가 그 말 하지 말라고 했지
나 너 뱃살 있는 거 진짜 싫어
개새끼
살 얼른 빼 보기 싫으니까
작작 말해 미친 새끼
응응 이번에 살 안 빼면 진짜 나랑 그만 만나
알겠어 오빠
그래 뚱땡아아
응응 알겠어",
154,717,협박 대화,"당장 기사 내려라 피보기 싫으면
 팩트를 체크 한거고 안 내릴 겁니다.
 서울 강남고등학교 3학년 2반 김동훈 너 아들 맞지 ?
 그걸 당신이 어떻게 알아!!
 이정돈 기본이다 가족들을 잃고싶나
 이 개자식이!! 날 뭘로보고
 소중한 아들과 집에있는 아내를 지키고 싶으면 지우지 그래
너 내가 다 고소하고 감방에 쳐넣을거야!!
 그전에 너내 가족이 사라질건데?
이 개자식아!!","지금 당장 기사를 내려라 피를 보고 싶지 않으면
팩트 체크한거라 안내려가요.
서울 강남고 3학년 2반 김동훈 네 아들이지?
그걸 당신이 어떻게 알아!!
이정동은 기본이다 가족을 잃고 싶은거야
이 나쁜 놈아!! 나를 뭘로 보고
소중한 아들과 집에 있는 아내를 보호하고 싶으면 지우면 안 돼
당신 내가 전부 고소해서 감방에 넣을게요!!
그 전에 너는 우리 가족이 사라질 것 같은데?
이 나쁜 놈아!!"
155,726,협박 대화,"삼촌 이제 그만하면 안돼?
너 이거 엄마한테 말하면 맞아 죽을 줄 알아 삼촌이 너 엄마보다 힘센거 알지? 너 엄마도 무사하지 못해
삼촌 아파
맞아 죽고싶어? 가만히 있어
아프다니까요
너 이 새끼 안되겠어 삼촌 몽둥이 가져올까 가만히 있어! 
알겠어요","아저씨, 이제 그만하면 안 돼?
너 이거 엄마한테 말하면 맞아 죽을 것 같아. 삼촌이 너 엄마보다 힘이 센거 알지? 당신 어머니도 무사하지 못하다
아저씨아파
그래, 죽고 싶어? 가만히 있어
아프시다구요
오빠, 얘 안 돼. 삼촌 막대기 가져올까 가만히 있어!
알겠어요"
156,730,협박 대화,"너희 아들 대학교 3학년 맞지?
그건 어떻게
전부인은 외국에 있던데
우리 가족은 내버려둬!
한번만 더 소리지르면 다시는 가족얼굴 못 볼줄 알아.
알았어 원하는게 뭐야
지금 너가 그런 말 할 상황이 아닐텐데? 죽고싶어?
.
건방지게 굴다간 전부인 앞에서 죽게될거야.","네 아들은 대학교 3학년이지?
그거는 어떻게
전처는 외국에 있었지만
우리 가족은 내버려 둬!
한 번만 더 소리를 지르면 다시는 가족의 얼굴을 볼 수 없을 것 같아.
알았어. 무엇을 갖고싶은거야
지금 네가 그런 말을 할 상황이 아닌 것 같은데? 죽고싶어?
.
건방지게 굴면 모든 사람 앞에서 죽게 돼."
