idx,class,conversation
1000,갈취 대화,"야, 나 얼마 전에 그 일 있고 나서 몸이 안 좋아서 병원에 갔는데 나 아프대.
무슨 병? 많이 아파? 어떡해 내가 지금 갈까?
아니, 오지 마. 나 성병 걸렸대. 그러니까 빨리 치료비 보내서 거의 30만원 깨질 것 같아.
무슨 소리야. 진단서나 처방전 보내봐. 증거가 있어야 내가 치료비를 줄게.
나를 믿지 않는다는 거야? 먼저 병이 나게 해놓고 증거가 없으면 안 주다니. 나는 부끄러워서 증거를 줄 수 없어. 그냥 내 말 믿고 보내.
아니, 네 말만 믿고 어떻게 보내. 내가 몇 달 전에 검사했을 때는 나는 이상이 없었는데.
그러면 몇 달 지나서 됐을 수도 있어. 핵꿀잼。 빨리 보내줘, 안 그러면 내가 페이스북에 쓸 거야.
아니, 내 잘못은 아닌 것 같은데 내가 돈을 왜 보내야 해. 근거를 대야 내가 믿고 보낼게.
그럼 나 페이스북에 글을 써? 돈을 선택하든지 아니면 너의 자존감을 선택하든지 둘 중에 하나로 해.
아, 진짜 나 아니라니까. 그냥 돈 보내줄게.
빠른시일내로 50만원 보내줘.
갑자기 또 왜 50만원이 됐어?
혹시 돈이 더 많이 드는지 어떻게 알아. 미리 받는다는데 그것도 안되는거야? 50이 얼마를 한다는 거야. 빨리 보내줘"
1001,갈취 대화,"야 내가 공책을 다 써서 그런건데.
응? 왜?
너 노트 좀 빌려줄래?
H. 아니. 미안.
왜?
나 거기 필기 다 돼 있어서.
장난하나? 이거는 부탁이 아니라 명령이야. 너 네 동생은 여기 학교에 다니고 있지?
그래。
동생을 망치고 싶지 않으면 보내!
돌려줘!!
응, 사라져"
1002,갈취 대화,"친구야 저번에 돈 빌려줘서 정말 고마웠어
어. 어.
근데 제가 오늘도 깜빡하고 지갑을 안가져왔으니까
뭐라고?
미안하지만 한 번 더 빌려 주게
오, 오늘은 돈이 없어.
뻥치지 마 오늘 반티 사려고 돈 빌리는 날이잖아 돈 갖고 왔으면서.
안 돼. 밴티 값을 내야 돼.
좋게 말할 때 좀 줘. 안 지치게.
아, 알았어."
1003,갈취 대화,"야, 형. 그 가방은 두고 가지?
여보세요, 제 돈입니다. 어쩌다가 이렇게 됐어요.
사기도박으로 돈을 빼놓고 깔끔하게 가져가려고 했어?
사기도박이 아닙니다. 절대 아닙니다
손기술 쓰는 거 다 봤어!
여보세요, 그만두세요
맞아줄래? 얌전히 돈을 놓고 떠나라
그렇게는 되지 않습니다 나의 부탁이야
아! 빨리!"
1004,갈취 대화,"정한아, 나 오늘 배고픈데 우리 밖에서 밥 먹자. 급식 정말 맛이 없다구
아 그래? 그러자. 근데 너 오늘 돈 가져왔어? 아까 없다고 했던 거 같은데
아, 맞다. 돈이 없어. 그래서 네가 오늘 내 밥값을 내줘.
뭐야? 차라리 돈을 빌려달라고 하기는 좀 그렇잖아.
아 미안하지만 나는 돈이 없어서 하루만 니가 지불해줘. 나 진짜 파스타 먹고싶어.
파스타? 너무 비싸. 나는 돈이 없어.
야, 너는 친구가 파스타 먹고 싶다고 하니까 좀 빌려줘. 그게 어려운 거야? 잠깐 하루만 줘. 다음에 내가 한턱낼께
아니, 오빠 저번에도 그랬고 지금까지 돈 안 갚았잖아.
야, 이번에는 돌려줄테니까 맛있는 거 사는 거야. 그래서 네가 오늘 사
마지막이야."
1005,갈취 대화,"어이! 꼬마야 이리와
저의 저입니까?
그래요, 여보. 여기 너 말고 다른 사람이 있어?
무슨 일이세요?
돈은 얼마나 있는데?
나는 돈이 없습니다
너 나한테 안 맞는구나?
하지말아주세요!!
주머니에 이게 뭐야, 이건 돈이 아닌 것 같아?
부탁해요! 돌려주세요"
1006,갈취 대화,"돈 좀 없어?
없어요.
너 아르바이트비 받은 거 있잖아.
썼어요. 없습니다.
그때 보니까 현금으로 생각해놨더라. 어디다 숨겼어?
그거 때문에 집을 이렇게 엉망으로 만든 거예요?
그러니까 돈은 어디 있어!
없었다고 했잖아요! 있어도 줄 수 없어요!
돌기 전에 내놔. 어디다 숨겼어? 동네 사람들 다 나오면 낼래?
제발 그러지 마세요.
한 번만 도와줘, 어? 어디야!
정말 지긋지긋하다."
1007,갈취 대화,"나 버스비 없으니까 1만원만 빌려줘
당신에게 돈을 왜 빌려주는지 나에게 달라고 해.
아, 맞다. 쟤가 있었지. 버스비가 없네! 1만원 빌려 주게
나 돈 없어.
너 돈 많잖아
나는 정말 돈이 없다
버스카드는 있지 않을까? 거기에 얼마나 있는데?
5만원 있어.
오, 많네! 나 그거 빌려줘
안 되는데.
좀 빌려주지 않을래? 친구들끼리 빌려주는 거지?
알겠다"
1008,갈취 대화,"야, 오빠. 뭐야?
어? 왜?
내가 매일 5만원씩 만들어오라고 했잖아.
미안 돈이 없어.
돈이 없으면 그걸로 된거야? 만들어오라고.
올해 용돈까지 다 먼저 받아서는 안돼.
그럼 내년 용돈까지 미리 받을까?
미안해 한번만 봐 주변은 어때?
그래, 그럼 내일까지 30만원이다.
어? 안 돼."
1009,갈취 대화,"너 어떻게 이럴 수 있어?
응? 무슨 말이야. 수아야.
너 내가 모를 것 같아? 어제 술 먹고. 나한테 무슨 짓을 한 거야!
어제? 아니 수아야. 어제 네가 먼저 날 좋아한다고. 같이 있어달래.
내가? 내가 술먹고 취했다고 기억 못할까봐 그러는거야? 너 정말 나쁜 사람이구나.
수아야, 좀 진정해. 어제 확실히 우리 좋았잖아. 너도 좋다고 했고 우리 진지하게 만나기로.
됐어, 형, 나, 형 성폭력으로 고소할게.
어? 성폭력? 너 정말 미쳤니?
고소당하기 싫으면 조용히 우리 선에서 끝내자. 합의금 정도는 낼 수 있는 거 아니야? 별로 원하지 않아. 500만 줘.
500? 어, 너 이러려고 어제 나한테 연락한 거야? 나는 줄 수 없어.
그러게 그럼 평생 부모님께 성폭행범이라는 말을 듣게 해줄게. 아니면 조용히 끝내거나 2시간 줄게. 알아서 해."
1010,갈취 대화,"당신의 아들이 사람을 때렸다고
어? 우리 아이가요?
전치 6주가 나왔는데 어떻게 하나요?
우리 아이가 그래요?
나는 경찰에 신고해도 상관없는데
어?!
그냥 치료비만 주세요. 조용히 처리합시다
아니, 그럴 리가 없는데
아, 그럼 경찰서에 가서
아니, 잠시만요"
1011,갈취 대화,"헤이, 형, 보기에는 관광객인 것 같은데. 여기는 처음인가?
아, 예.
그러면 이거 있어야 돼. 이거 받고.
어? 뭐예요?
뭐가 뭐야, 칼빵이야. 받아, 쉿!
우왓!
하하, 쫄았어? ネバーランドへようこそ. 정말 찌르기 전에 가방을 털어. 도와줄 사람이 아무도 없는 거 알지?
윽, 알겠습니다. 살려주세요.
그렇지 않으면, 당신 지금 손가락 하나 날아갈 뻔했어. 쓸데없는 생각을 하면 앞으로 밥 먹을 때 많이 불편할 것 같아. 그런데 이게 다야? 야, 주머니도 털어, 아가야.
크, 네.
어, 이거야. 돈 냄새가 달다. 보자. 차비 정도는 남겨두자. 나는 쿨한 놈이니까.
감사합니다。
교통카드가 좀 있네. 방금 그 이야기는 취소야. 괜히 친절을 베풀 필요는 없네. 나는 알뜰하니까. 그리고 네가 입고 있는 재킷과 목걸이는 세핀이니? 센스 있네. 그것도 내. 그리고 사라진다.
.네。
다음에는 좀 더 가져와라. 언제든지 환영해줄게."
1012,갈취 대화,"야, 오빠. 뭐 하는 거야
당신 선배, 왜 그래요?
내가 돈을 모아서 오라고 했잖아
미안해요。 모으지 못했습니다
그러면 네 주머니에 있는 거 다 내놔
없다니까요
너 지금 피시방 가는 길이었잖아
네 그럼 천원이라도
좋아, 전부 내놔
형, 진짜 이렇게 해요?"
1013,갈취 대화,"야, 너희 가게에 오늘 부모님이 안계시지?
응. 없는데 왜? 왜 여기까지 왔어?
왜 우리가 여기까지 왔다고 생각해. 전에 봤는데 저기 금고 열어봐. 우리의 주머니 사정이 넉넉하지 않아서
그건 안 돼. 돈이 조금이라도 떨어지면 부모님이 가계부를 쓰니까 다 알아. 그건 안 될 것 같아. 미안.
야, 금고 열어. 우리가 돈을 가져간다고 했어? 그냥 보고만 있대. 친구를 못믿어서 쓰는거야?
그럼 진짜 보기만 해. 이 돈을 가져가면 우리 부모님이 화낼 거야. 봐봐.
알겠어 와 돈 진짜 많네. 야, 여기서 아무리 가져가도 티 안 나. 오만원은 너무 없으니까 일만원에 가져가는 게 이 정도 되지?
야! 안 돼. 너 그거 한 단에 100만원이야. 그건 적은 돈이 아니잖아. 그리고 안 가져간다고 했잖아.
100만원? 딱 좋네. 잘 지내 부모님께선 그냥 네가 썼다고 하고 다들 이해할 거야. 고마워요. 잘 있어.
내놔. 진짜 그게 없어지면 안 돼. 제발 돌려줘."
1014,갈취 대화,"오랜만이구나. 잘지냈어?
헐 진짜 오랜만이다. 나는 잘 지냈어, 너는?
나도 잘 지내고 있어. 그런데 나한테 500만 빌려줄 수 있어?
500만원??? 나한테 그런 돈이 어딨어.
왜, 당신 요즘 잘 팔리잖아. 사실 나는 아버지가 사고를 당했는데 병원비가 부족해.
어? 어떡해. 그런데 나는 정말 돈이 없어.
야, 친구들 사이에서 왜 그래. 너 내가 옛날에 그 일을 눈 감아준 거 기억 안 나?
왜 그 일을 꺼내는거야!! 아무튼 미안하지만 당신 줄 돈이 없어요
알았어. 그럼 나도 그 일을 가만히 있을 수 없어
왜 그래, 오빠. 정말 미안해, 그런데 돈이 정말 없어."
1015,갈취 대화,"야, 거기 서.
네? 저요?
그래, 바로 오빠. 얼마나 가지고 있어?
한 푼도 없어요. 죄송해요.
아니, 사과할 필요는 없고 바로 통장에 있는 돈을 송금해.
통장에도 돈이 거의 없어요. 제발 도와주세요.
나는 나쁜 사람이 아니야. 돈을 뺏기 위해서.
죄송합니다.
돈 빨리 안 내?
제발."
1016,갈취 대화,"이봐, 돈이나 줘
네? 아.
눈치챘어. 똑똑하군
제가 돈이 없는데요
그럼 여보 주머니에서 튀어나온 게 뭔지 지우네
네? 아.
누구를 바보라고 생각하는지 정말 바보같은게
죄송합니다. 드립니다
야, 겨우 이것밖에 없을 리가 없는데 이게 또 나를 바보라고 생각하는 거야?
죄송합니다. 전부 드립니다"
1017,갈취 대화,"너 이 노트북 오늘 사용할 거야?
글쎄 일단 과제가 다 끝나서 당장은 안 쓸 것 같은데.
아, 그래? 정말 다행이다.
뭐가 좋았어?
나 네 노트북 쓸게!
지금? 알았어.
아니 오늘 쓴다고
응? 그건 좀 아니지 않아? 그래도 내 노트북인데.
너 오늘은 안 쓴다고 했잖아. 다 썼다고? 그럼 빌려주는 거 아니야?
그래도 이거는. 어쩌면 내가 써야 하는 상황이 올 수도 있잖아.
왜 이렇게 치사해? 야, 내가 가져가서 파는 것도 아니고 써준다잖아. 에이 모르겠다。 나 가져갈게"
1018,갈취 대화,"어서오십시요
안녕하세요
뭐 필요하세요, 고객님?
.
손님.
나 오늘 잃을 게 없으니까. 잘 생각하시오
ㅇ?.
신고가 무서워서 폐쇄회로(CC)TV가 무서웠다면 여기에 오지 않았다. 살고 싶으면 조용히 돈을 꺼내 자루에 담아.
죄송합니다. 도와주세요。
아쉽다, 알바. 고마워요. 잘 생각하고 살아왔다."
1019,갈취 대화,"아버지의 토지 상속은 내가 받기로 한다
형이면 다 괜찮아?
네가 한 짓이 무엇이든 사사건건 트집을 잡는 거야
형이야말로 뭐 한 게 있어?
잔소리하지 말고 그렇다고 생각하라고
평생 이렇게 살았구나. 이해할 수 없다
아버지의 땅은 당연히 내 것이었다. 당신은 자격이 없다
뭐가 잘났다고 자격 운운하니?
지금부터 한마디라도 더하면 한 푼도 못 받을걸
알았어 일단 상황을 지켜보자"
1020,갈취 대화,"김대씨입니까??
네, 그렇습니다만
10월 9일, 불법 야동 사이트에 접속해서 「그날, 저기서」라는 영상 봤지요??
헉! 네, 그렇습니다만.
제가 그 사이트를 운영하고 있는데 당신이 볼때 개인정보 동의하고 개인정보를 제가 가지고 있기 때문에
갖고 싶은 것은 무엇입니까
요즘 사이트 접속자가 없어서 돈을 못버니까 500만원만 보내주는 계좌로 보내서 경찰에 말하면 알겠지??
그거 너무 심하잖아요!!
그럼 700보낼까
.알겠어요。 계좌번호를 주세요"
1021,갈취 대화,"야, 그게 네 거야?
응, 예쁘지? 어제 아버지가 사주셨어
나 한번 해봐야겠다
안 돼, 이건 비싼 거야
누가 가지고 있는지 한번 해보려고
알겠다
오, 괜찮은데? 이거 줘봐
너 저번에 빌린 가방도 안줬잖아
누가 안 준다고? 잠깐 써줄게
알겠다"
1022,갈취 대화,"야, 이리 와.
네? 저요?
응, 그렇지. 자기야. 여기 너 밖에 더 있어?
어쩌다가 이렇게 됐어요.
가진 거 다 꺼내봐.
저는 돈이 없습니다.
찾아서 나가면 10원당 1대씩이다.
정말 이게 전부입니다.
옷 다 벗어봐.
하지 마세요."
1023,갈취 대화,"담배를 빌립시다.
학생들 같은 데 그냥 가.
좀 같이 핍시다.
학생이 무슨 담배인데?
왜 그렇게 늙었어.
아니, 머리에 피도 안 마른 게.
머리에 피가 마르면 죽습니다.
어른한테 제대로 말대꾸야?
그럼 말대꾸하고 주먹으로 대답할까요?
아니, 끝까지 다 컸으니까 이거 받고 저리 가."
1024,갈취 대화,"제가 학교에 가 있을 동안 게임머니를 충전하고
나도 학교에 가는데?
게임머니 충전하고 와서
얼마?
10만원
그래도 너도 돈 있잖아
네가 내가 게임하는 모습을 좋아하잖아. 당신은 돈으로 하면 당신도 만족할 수 있어요
무슨 소리야
넣어둘 거지?
생각해 볼께"
1025,갈취 대화,"저기, 나 오늘 에어컨도 사고 세탁기도 샀는데 왜 사은품 안 줘?
세일이 들어간 상품이나 전시 상품은 사은품을 드리지 않습니다. 이미 할인이 들어간 상품이라서요!
그런 게 어디 있어! 돈 차이가 나면 얼마나 차이가 난다고 해도 나도 저 커피포트나 뭐라고 토스터 덤으로 줘.
저희 물건마다 사은품의 개수가 정해져 있어서 드리고 싶어도 마음대로 할수가 없습니다 이해해주세요 어머니.
나는 이해할 수 없어. 내가 이거 받으려고 여기서 샀는데. 원래 세일 아니면 이 토스터 주는 거죠?
네 맞습니다。 그 토스터도 현재 정가에서 약 20 할인으로 살 수 있으므로 한 번 생각해 보십시오.
왜 내가 돈 주고 사! 나 이거 하나 가져갈게. 솔직히 하나 줄 수 있는데 거짓말하고 있잖아!
아니에요, 엄마. 정말 사은품 수가 정해져 있어서 저희 마음대로 드릴 수가 없어요. 그것을 놓아 주세요 그걸 가져가면 절도죄입니다.
안 가져간다. 내 돈을 주고 사다 멋대로 생각하지 마!
아, 진짜요? 죄송해요, 엄마. 오늘 좋은 시간 보내시고 행복하세요!
응, 저기 아가씨가 이걸 많이 사면 사은품을 준다고 했어. 훔친 게 아니라.
아니, 저기 엄마! 그거는 제가 사은품이 아니면 말했잖아요 이쪽으로 가져다 주세요! 반출되면 절도죄로 신고하겠습니다!!"
1026,갈취 대화,"야, 여보
저요?
응, 키 작은 당신.
왜요?
무슨 일이세요? 맞기 전에 가진 것 내놔.
책밖에 없어요.
주머니를 찾다.
주머니에도 없어요. 어쩌다가 이렇게 됐어요.
먹고살기 힘들어서 그래, 이 자식아.
야, 나오면 그냥 들어가기 힘들 것 같아."
1027,갈취 대화,"야, 너 돈 있어?
없어. 전부 저금했어
거짓말 하지마.
정말이야
내가 책 사이에 끼워놓은 거 다 봤는데 무슨 소리야
그건 비상금이야! 쓰려고 한 돈이 아니야
내가 좀 써서 가져올게
아, 안돼
야, 나 못 믿어? 꼭 갚겠다
알았어 무조건 돌려줘야 돼"
1028,갈취 대화,"아르바이트비 나왔어?
응, 이번 달은 야간 근무를 안 해서 좀 적어.
어떻게 하라는 거야. 나 플스 사야 되니까 50만원만 보내줘.
지난달에 휴대폰 소액결제를 너무 많이 해서 이번 달에 갚아야 해.
뭐야, 지금 내가 네 돈을 너무 많이 썼다는 거야?
아니, 그게 아니라.
나도 우리 둘에게 꼭 필요한 것만 쓰잖아. 아니야?
응, 근데 돈 낼 데가 많아서.
그럼 네가 알바를 더 하면 되잖아. 일단 빨리 돈 보내줘.
알겠다。"
1029,갈취 대화,"야, 은행에서 다 봤는데 수표 같은 거 다 봤어
네? 그렇습니다만
무슨 말을 하는 거예요?。 이봐, 수표를 내래
제발 한번만 봐주세요
안 돼, 나도 그거 안 뺏으면 오늘밤은 굶을거야
저 이거 안 돼요 저희 어머니 치료비가 필요해요
나도 굶고 싶지 않다고. 그게 내 알바가 아니야
아, 안돼요
야, 생각해 봐. 병이 나서 아무것도 못하는 할머니를 살린다? 젊은 나를 살려?"
1030,갈취 대화,"안녕 오랜만이지? 나 기억나?
아, 너 중학교 때지?
아! 맞다
그런데 왜 전화했어?
아, 사실 제가 사기를 당해서. 부탁할 친구도 없었어. 하지만 당신이 생각났다.
어. 어.
정말 미안한데 돈을 100만원만 빌릴 수 있을까?
응? 100만원이 적은 돈도 아니고. 미안.
아, 그럼 50만원이라도. 내가 너무 급해서 그래. 꼭 지불할게.
H. 정말 미안해."
1031,갈취 대화,"가지고 있는 것 전부 내놔!!
이런 미친 누구야!!
지금 당장 안내해 두면 이것으로 죽여 버린다
하.시. 여기 현금.
핸드폰을 놓고. 찾기 싫으면!
여기요.
좋은 말을 할 때 가진 것을 다 내놓아라
도와주세요, 여기 제 카드랑. 저금통이랑
행동을 똑바로 해. 목을 딸 거야 정말로.
도와주세요。 전부 드립니다"
1032,갈취 대화,"저기 차비가 없다
ㅇ?
그래서 너 돈 얼마나 있는데?
이건 오늘 학원 끝나고 저녁 사먹을 돈인데요.
응, 그렇지? 너는 밥이 문제인데 나는 돈이 없어서 집에 갈 수 없어?
그건. 그쪽 사정인데.
이런 척박한 사회에서 좀 도와서 살면 되지 않을까??
나는 이 돈 없으면 저녁 못 먹는데.
집에 가서 먹으면 되잖아. 갑갑아, 잠깐만 줘봐. 맞아줄래?
여기요."
1033,갈취 대화,"야, 거기 너 돈 있어?
H. 아니요.
거기 잠깐 멈춰.
네?
빨리 얼버무리지 말고 내는 것이 좋을 것이다.
정말로 저는 없습니다
한 대 맞을래? 아니면 솔직하게 줄래?
와, 이거 완전 깡패네. 내가 누군지 알아? 유도 1단이야.
아, 죄송합니다. 팔을 떼세요
네가 갖고 있는 돈이나 여기다 다 털어놔.
형, 저는 돈이 없는데
이런 쓰레기가 있나."
1034,갈취 대화,"지혜야, 저 틴트는 뭐야? 예쁘네.
아, 이거? 아빠가 선물로 사주셨어.
그래 발색이 정말 이쁘다. 나 한번만 발라봐도 돼?
응? 미안. 나 화장품 같이 쓰는 거 별로 안 좋아해서.
어? 너 지금 내가 더럽다는 거야? 어이가 없네
아니, 그게 아니라.
진짜 갖고 싶은 것도 아니고 발라본다는 건데. 내게
아, 여기.
우와, 색깔 진짜 예쁘다. 지혜야, 나 이거 두 달만 빌릴게.
어? 이거 진짜 안 돼. 너 저번에도 내 틴트 빌려가놓고 아직 안 돌려줬잖아.
아, 화나게 하지 말라고. 돌려준다며? 또 맞고 싶어?
미안해 그럼 꼭 갚아야겠다."
1035,갈취 대화,"이봐.
정성껏 맞이하겠습니다. 고객님, 고객님 무슨 일로 연락주셨나요?
아니, 시발, 너희 회사에서 산 물건이 이게 말이 돼? 사자마자 부서지잖아.
H. 그러셨군요 고객님. 그럼 어떻게 도와드리면 될까요? 환불을 원하시나요?
지금 장난해? 방법은 네가 찾아오지 않으면 왜 나한테 물어봐? 너 돈 받고 일하는 거 아니야? 위에 사람 불러와. 잘리고 싶어?
죄송합니다 고객님. 그럼 제가 환불 절차 도와드릴게요. 구매하신 카드번호 알려주시겠어요?
환불이 문제가 아니라 내가 입은 정신적 피해까지 보상해줘야 해? 너희들 때문에 내가 얼마나 피해를 입었는지 아니?
죄송합니다 고객님."
1036,갈취 대화,"야, 거기 서봐.
어쩌다가 이렇게 됐어요.
안가고 사면 되잖아.
그걸 왜 내가. 사지 않습니다
안되면 집에 내가 가야지. 돈도 안 주는데 물건을 망치고
선생님, 부탁드립니다. 저는 그런 거 안 했어요
아니야. 만지는 거 다 봤어
제발 안 돼요. 사겠습니다.
빨리 돈을 내
네. 알겠습니다."
1037,갈취 대화,"내가 부탁한 돈 가져왔어?
야, 현실적으로 당장 100만원을 내가 어디서 구해
야, 내가 오늘까지 가져오라고 했잖아, 그래서 결국 안 가져왔다는 거야?
미안해. 30만원밖에 모지 못했어
야, 미쳤냐? 고작 이것밖에 안 모았어? 수금을 하든 무엇을 하든 손에 넣었어야 했다
그런데!
근데 뭘 말대꾸해? 지금 내가 잘못했어?
아, 아니야. 미안! 때리지 마라
내일까지 70만원 가져와라
알겠다"
1038,갈취 대화,"김두팔 너 어제 홍대 갔었지?
무슨 소리야?
옆에 있던 여자애, 예뻤어?
어?! 걔는 그냥 아는 동생이야!
근데 아는 동생이랑 모텔 가? 윤아가 알면 어떻게 될까?
제발 윤아한테는 말하지 마.
오, 내가 싸게 봐줄게. 그때 내가 말했던 몽블랑 지갑 있지? 그거 나 줘
이거 윤아가 사준 건데.
윤아 없으면 아무것도 없는 애가. 빨리 내놔!
맞아 대신 윤아한테는 비밀이야."
1039,갈취 대화,"맛있겠다 떡볶이 먹자
그러게, 그런데 저번에 5천원은 언제 주는 거야?
내가 핀을 땄어? 당신이 빌려 줬잖아
아, 맞다. 그래도 책을 사야 되니까
알았어 내일 돌려줄게. 대신 오늘 떡볶이는 네가 사줄게
엥?
왜 싫어? 야, 오빠. 내가 만만한지
아냐아냐 내가 살게
너도 먹어. 정말 맛있다
아니, 나는 괜찮아"
1040,갈취 대화,"너 소문 들었어. 돈 벌었다고?
소문이 뭐야.
어떻게 너한테 로또가 된 걸 숨기려고 했어?
아 아니다 왜 로또를.
엄마가 벌써 입을 삐었어. 너는 말 안 할 줄 알았어?
이거 엄마 병원비 하면. 진짜 얼마 안 돼. 그리고 1등 아니야. 2등이야.
내가 봤는데 그래도 몇 천은 떨어지잖아. 너도 요즘 힘드니까 좀 꺼내.
세금 빼면 진짜 없대.
너 찾아서 나오면 진짜 맞을거야?
오빠 제발 정신 좀 차려. 이거 엄마 병원비로 쓴대.
찾아가는 사람이 중요해? 살아있는 사람이나 입을 호도해야지. 좋은 말 할 때 반 내고."
1041,갈취 대화,"이봐, 내 옷을 사게 돈을 빌려 주게
너 저번에 빌려준 거 아직 안 갚았잖아
아, 그건 그렇고 좀 더 빌려 주게
안돼, 싫어
좋게 말로 하니까 만만해 보이냐
싫다 돈없다
입에 담을 때 그대로 내놓아라
알았어, 어느 정도?
100만원
알겠다."
1042,갈취 대화,"너 내 아이패드 왜 안 주니?
조금만 더 써준다고 했잖아
나도 필요하대! 빨리 내게
나도 계속 하던 일을 끝내야 돼
좋을 대로 말할 때 내놔. 당신 이건 도둑질이야
어? 내가 도둑이라도 된다는 거야?
말없이 가져가면 도둑이지?
말이 지나치다. 마무리해서 내일 줄게
그 말만 지금 10번째야. 내놓으라고 당장
아, 싫다고 몇 번을 말해"
1043,갈취 대화,"도대체 핵심기술이 뭐야? 끝까지 말하지 않겠다 이건가?
나는 이 회사에 30년을 바쳐 일해 왔다. 내가 그런 협박에 속을 것 같아?
어이가 없네. 그 아버지가 너한테 해준 게 뭐가 있다는 거야?
넌 절대 모를 거야. 회장님은 저한테는 아버지 같은 분이라고.
다시 한번 경고한다. 당신이 자백하지 않으면 나도 어쩔 수 없어.
뭘 어떻게 하겠다는 거야?
이 막걸리에는 당신을 5분 안에 사망에 이르게 하는 치사량의 청산가리가 들어 있다.
나를 죽이고 당신이 무사할까?
봐, 지금 네가 걱정하는 건 내 안위가 아니야. 네 목숨이야.
절대로 말할 수 없어. 당신 같은 사람 때문에 회장을 버릴 수는 없어."
1044,갈취 대화,"승호야, 내 지갑이 물에 빠져서 지금 아무것도 인식하지 못하니 돈 좀 빌려줘.
응? 갑자기? 어느 정도?
한 4만원 정도? 빌려줄 거지?
정말 미안해. 나, 거기까지는 아니야
야, 내 지갑이 물에 빠져서 카드 돈을 다 잃어버렸대. 나는 아예 돈 한 푼도 없어.
미안해 나는 정말 돈이없어
친구가 더 인색하네. 돈을 빌려달라는 건 어렵지 않잖아. 좀 도와 주마
아니 그건 아닌데 그럼 나는. 어떻게 버텨.
나 용돈 받으면 너 돈 바로 줄게. 그렇게 하면 돼. 그래서 빌려주는 거야.
알았어 꼭 돌려줘."
1045,갈취 대화,"얘들아, 나 이번에 반지 샀어!
뭐야? 우와 그거 비싼거 아니야?
응, 갖고 싶었던 거니까. 용돈을 쓰지 않고 모았어!
야, 오빠. 그 반지를 내놔
응? 무슨 소리야. 갑자기
아니, 왜 이러는 거야? 이거 민우 형도 갖고 있는 거야.
그 사람은 누구야.
민우씨. 연정이를 좋아하는 오빠야.
진짜 어이가 없다. 큰일 났다. 야, 내놔. 너는 왜 민우씨랑 커플반지를 해!
누군지도 모르는 사람인데 왜! 그렇다고 이걸 왜 네가 가져가는데 다시 돌려줘! 내 것이란 말이야
재미있는 소리 하고 있어. 내가 민우 씨랑 커플링처럼 할 테니까 생일 선물인 줄 알고 사라져."
1046,갈취 대화,"야, 얘기 좀 합시다!
네? 누구세요? 아, 앞집 아주머니 안녕하세요.
아, 맞아, 맞아. 학생 다름이 아니라 학생 요즘 와이파이 접속하는구나?
네? 아, 네. 제가 그 전에는 비밀번호를 설정하지 않았거든요.
그러니까 왜 갑자기 비밀번호를 설정해?
제가 사용하려는 것이고 당연히 제가 원하는 대로 할 수 있는 것 아닌가요?
지금 그 동안 네꺼 잘 쓰고 있었는데 갑자기 닫아 버리면 우리 애가 답답해한다니까. 비밀번호를 해제해 주지 않겠니
이모, 제가 왜 그래야 하죠? 이모네 집에 설치하면 되잖아요.
그건 왜 이렇게 구질구질하지? 같이 쓰면 돼. 아니, 내가 그 사이에 어? 학생을 돌봐준 게 있는데.
뭔가 오해가 있는 것 같은데요? 저도 엄마 올 때마다 이모한테 이것저것 많이 주셔서 제가 와이파이를 같이 쓸 이유는 없다고 생각해요.
학생들이 이렇게 나오나? 혼자 산다고 딱하게 생각해주면 안되겠네. 지금 당장 와이파이 비밀번호를 풀지 않으면 무슨 일이 생길지도 몰라!"
1047,갈취 대화,"오늘까지 준다고 했는데 왜 연락이 없어?
갖고 싶다는 금액이 너무 많아요.
어? 부인, 내가 이 자료를 가지고 사장님을 찾아볼까?
지금 준비하고 있으니 며칠만 더 시간을 주세요.
시간을 더 주면 다 준비할 수 있는 거야.
그렇게 하겠습니다. 돈을 드리면 그 자료는 모두 주셔야 합니다
그렇지.
23일 내로 연락드리겠습니다.
혹시 신고하지는 않을 거야. 그럼 각오해.
네。"
1048,갈취 대화,"아직 멀었어?
조금만 더 시간을 주시면.
어휴, 내가 시간을 얼마나 줬는데 내 말이 좀 편했나보네?
그게 아니라.
아니라니 뭐야. 제가 만약에 시간을 너무 적게 했다면 그런 건가?
제가 진짜 이번에 쓸 데가 있어서 제가 5일, 아니 3일만, 아니 하루만 더 시간을.
아, 오늘도 없는 돈이 하루만 더 시간을 주면 가능한가?
제발 내가 진짜 어떻게든 갚을게 나도 노력.
내가 네 말을 어떻게 믿니? 너 같으면 네 말을 믿겠어?
아니, 아니, 그런데 진짜 하루만. 제발 하루만 더 시간을 줘. 제가 정말 어떻게든 구해올 테니까"
1049,갈취 대화,"조용히 이혼하고 이 집만 줘.
당신이 무슨 자격으로?
무슨 자격이래? 잊은 것 같지만 당신은 범죄자입니다
내가 뭘 해도 범죄자야?
너 저번에 유미 때렸잖아?
너랑 바람피운 여자. 그럼 내가 가만히 있어야 하는 거야?
유미가 고소 안 한다는 조건으로 이 집 내가 받기로 했으니까 조용히 넘겨서 사라져.
어쩌지。 바람은 당신이 불어서 손해는 내가 봐야하는거야? 어? 너 진짜 왜 그래.
나 네 돈 보고 결혼한 거야. 너 같은 애랑 같이 살아야 하는 이유가 돈 말고 또 있었다고 생각해? 빨리 도장 찍고 이 집은 나한테 줘.
싫어, 싫어!"
