idx,class,conversation
1032,일반 대화,"하... 다음주에 우리 시댁 또 제사ㅜㅜ\n 너네 얼마전에도 제사있지 않았어?\n 응응 그건 증조모, 다음주는 고조부 제사...\n 아... 근데 니남편 장남이야?\n 아니!! 장남은 지방산다는 핑계로 오지도 않아.\n 역시 가까이 사는게 죄다 죄ㅜㅜ\n 퇴근하고 피곤해 죽겠는데 굳이굳이 오란다?\n 니 남편은 뭐라는데?\n 더열받는게 자기는 야근한다고 못간다고 나혼자 가래!\n 야 말도안돼~ 남편도 안가는 제사를 너혼자?\n 어! 그래서 열받아서 좀전에 전화로 대판 싸움!\n 휴... 진짜 짜증나긴 하겠다!\n 지금 집에가서 2차전 할 판이야!"
1033,일반 대화,얌 우리 바다 갈 때 데려 가자\n 헐 너무 귀여울 듯 ㅠㅠ\n 키키 완전 물 맛날 듯 ㅠㅠ 거북\n 간지날 듯 바다 수영 시켜주기\n 근데 바다로 가서 안 오면 어째\n 키키 들어가는데 2년 걸릴 듯\n 빠지 갈 때 데려가면 인싸다\n 키키 유튭 바로 각 아닙니까\n 진짜 인스타 스타 함 되볼깡\n 니가 먼저  훈련을 시켜야지\n 조회수 100만은 될 듯 키키\n 거북이와 한 컷 하하 간지\n 이름 부르면 당장 올 정도\n 나 그럼 키워야겠어\n 이름 외우는데 100년 걸리듯\n 아냐\n 거북이 똑똑행...\n **한테 허락 받아야 해 ㅠㅠ\n 거북이 똑똑한 거 첨 암
1034,일반 대화,"오늘 **이네 집 놀러갔는데 고양이를 세 마리나 키우더라.\n 고양이? 나는 고양이는 별로야. 집 엄청 어지르잖아.\n 고양이도 고양이 나름이지. 얌전한 고양이도 많아.\n 그러게. 나도 고양이들 막 방 어지르고 그런다고 생각했는데, **이네 고양이는 얌전하더라.\n 그래? 막 팔짝팔짝 뛰어다니면서 뭐 부수고 그러지 않아?\n 그렇게 따지면 강아지들도 부수고 어지르는 강아지 많아.\n 맞아. 강아지라고 다 얌전하고 그런건 아니더라고.\n 고양이가 오히려 엄청 깔끔해서 용변처리도 잘하고 키우기 괜찮다고 하더라.\n 그렇구나. 내가 너무 편협된 생각을 가지고 있었네.\n 나도 고양이 너무 키우고 싶은데 엄마가 반대해서 못 키워.\n 지금은 부모님하고 같이 사니까 힘들지. 나중에 독립해서 키워.\n 그래. 엄마는 키우면 너가 아무 케어도 안할거라고 생각하기 때문에 못 키우게 하는걸꺼야.\n 그건 맞는 말이지."
1035,일반 대화,건강 채널같은거 챙겨봐\n 보긴 하는데 일부러 챙겨보진 안구\n 예전에 비타민 할 때는 잘 챙겨봤는데\n 나도 비타민 좋아해는데 요즘은 동치미 재미있더라\n 비타민 진짜 재밌게 봤었는데!\n 그리고 20대때는 약같은 거 먹는거 생각도 안했어\n 전문가들이라서 신뢰도 가고 말이야\n 건강에 대해 생각할 수 있는 시간을 주는 것 같아\n 맞아 생각보다 재밌는 건강상식도 많이 알려주고\n 요즘 인터넷에는 헛소문도 많잖아\n 어른들이 왜 관심을 많이 가지시는지 알만 해\n 맞아 인터넷보단 신뢰가 가\n 나도 점점 건강프로그램보는게 많아지네\n 근데 요즘은 협찬광고 들어간 정보도 많대\n 우리가 이제 나이가 들었나봐...
1036,일반 대화,눈썹 문신 어떻게 생각해?\n 나는 좋다고 생각해.\n 나도 그 말에 동의해.\n 그럼 다들 나중에 눈썹 문신할 거야?\n 나는 나중에 필요하다고 생각되면 하려고.\n 나는 성인 되면 할 거야.\n 눈썹 문신하면 짱구 된다그래서 무서워\n 그 말 들으니깐 갑자기 안 하고 싶어졌어.\n 나도 갖가지 망할까 봐 무서워.\n 처음에만 진하고 나중에 자연스러워진대.\n 아 그럼 다행이다.\n 처음에만 좀 참으면 괜찮은 것 같아.
1037,일반 대화,"혹시 화장품을 고를 때 고르는 기준 같은거 있어?\n 나는 인터넷에서 샀는데 후기를 꼼꼼히 보고 샀어.\n 난 주변 친구들에게 물어 보거나 부모님께 여쭈어 봐.\n 나는 향 나는걸 좋아하는편이라서 향도 보고 사는편이야~\n 향 좋지! 나도 좋은 향기 나는 걸 좋아해서 샴푸도 향기 좋은 샴푸 사고 향수들도 몇 개 있어\n 나도 향수에 관심이 많은데 신기하다\n 향기가 좋으면 진짜 여러모로 첫인상도 좋고 그런 느낌이더라.\n 남자향수는 비슷비슷한 느낌이던데 뭔가 진한 향기!\n 나는 진하고 아저씨 스킨 같은 향은 싫어해서 중성적인 향이 나는 향수를 사!\n 나도... 남자 향수는 뭔가 목욕탕 향수 같아서 나는 여자 향수 뿌릴 때도 많아.\n 다양한 향이 있더라고.\n 맞아 그냥 일반 바디로션만 발라도 좋은향기 날때가 있더라구\n 아 맞다! 그래서 나는 핸드크림도 향 좋은 제품으로 사서 써!\n 요즘 손이 건조한 계절이라 핸드크림 사야 하는데, 고르는 요령이라도 있어?\n 나는 손에 뭐 발랐을 때 끈적거리는 느낌이 없는게 좋아!\n 뭔가 남아있는 기분이 들면 별로인거 같아\n 나도 **이랑 같은 생각이야!\n 그리고 나는 리뷰 개수나 평점, 그리고 리뷰 내용들을 꼼꼼히 잘 살펴보고 사는 편이야!\n 그렇구나. 아무거나 막 샀는데 앞으론 신경 좀 써야겠다."
1038,일반 대화,요즘 피부가 너무 건조해\n 가을이라 그런가? 곧 겨울도 오고\n 그래서 뭐 더 발라야할 것 같은데\n 나 이번에 새로 산 수분크림 좋은데\n 그래? 수분크림 여러개 덧발라도 되나?\n 내가 쓰는 거 물처럼 흐물거리는 건데 괜찮을듯?\n 그럼 뭐 샀는지 알려주라\n 내가 맨날 쓰는 브랜드 새로 나왔길래 샀어 키키\n 오 그 브랜드 좋은가보네?\n 응응 나랑은 잘 맞더라고
1039,일반 대화,"여자들도 군대 가는거 어떻게 생각해?\n 난 당연히 찬성\n 난 사실 반년정도면 나쁘진 않다 생각해\n 이스라엘은 여자들도 군대간다고 하잖아\n 전쟁 대비하면 다같이 단기간 배우는것도 괜찮은듯\n 맞아 만일을 대비해서 좋을 듯해\n 맞어 우리는 종전국이 아니구 휴전중이까 언제든 전쟁이 날수 있잖아\n 여자도 남자같은 역할을 할 사람이 충분히 많을 수도\n 응급처치도 배우고 긴급상황시 대처방법 같은 것도 배울 수 있구\n 맞어 응급상황에 대처 할수도 있고 말이야\n 맞아 서로 대비하면 좋을 것 같아\n 남자만 가란 법은 없으니까\n 그럼 남자들 군대 얘기할때 같이 할수 있겠네,\n 너희는 현명한 친구들이야\n 난 반년정도면 군말없이 갈 수 있을 것 같아"
1040,일반 대화,언니들~ 엄마가 상생소비지원금 신청하래!\n 상생소비지원금이 뭐야?\n 그러게 나도 처음들어봐.\n 나도 잘은 모르는데... 2분기에 비해 3분기 소비가 늘어난 경우에\n 초과 금액의 10%를 카드 포인트로 캐시백해준대\n 나는 당근거래를 많이해서 신청을 안해도 될것같다\n 당근은 아무래도 현금거래 위주지. 저거 지원금 받으려면 신용카드를 주로 사용해야하겠네\n 신용카드나 체크카드... 근데 캐시백 받아도 쇼핑몰에서 못씀\n 아... 아니다 마트 백화점에서 사용한 금액이 환급안된다는 뜻임\n 부모님께는 이 정보 꼭 드려야겠다~\n 이번 달에 독립해서 카드 꽤 긁었는데\n 나는 카카오카드만 써서... 이거 환급될지 모르겠네\n 일단 무조건 신청을 해보자\n 절차가 복잡하지는 않겠지...그래!
1041,일반 대화,전원주택에 살면 공기가 좋겠더라\n 엄청좋지 노후에는 청도 이런데 가서 상추 키우면서 살아라\n 나는 깻잎키우고 전원주택 생활하고싶네\n 좋지 강아지키우면서 전원생활 그림같잖아\n 깻잎지도 담아묵고 쌈도 싸묵고 깻잎하고 풍족한 생활 하긋노\n 깻잎 풍족하면 따다가 시장에 내다 팔고 좋네\n 맞네 부수입도 생기고 생활이 풍족해지겠네\n 응 고추도 같이키워가지구 그렇게 살면 참 좋겠네 즐겁겠네\n 고추는 니가 좋아하는 생활식품아니가\n 나는 오이고추 좋아하지 호호
1042,일반 대화,난 애니화 한 것보다 만화책이 더 좋은 것 같아\n 헐 나도 그 감성이 있지\n 애니는 뭔가 시간도 더 소비해야하고\n 맞아 그리고 짤리는 부분도 있고\n 퀄리티도 만화책이 더 좋잖아\n 맞아 작화 구린 거 너무 많아\n 성의없어져\n 채색하면서 디자인 바뀌는 경우도 많고\n 맞아 내가 상상한 게 아니면 싫다\n 그냥 만화는 만화책으로만 남겨두길
1043,일반 대화,"요즘 쇼미더 머니 너무 재밋어\n 조광일이랑 비오가 제일 기대되는 래퍼야\n 마이네임이라는 한소희 나오는 드라마가 짱이야\n 비오 노래 너무 잘해 키키\n 솔직히 이번 시즌은 염따가 트롤하는 거 같아\n 정말 그 여자 배우가 연기를 정말 잘해\n 비오 같은 목소리 가지고 싶어 키키\n 비오의 bad love랑 문득 들어봐\n 진짜 정말 좋아\n 액션 연기도 잘하던데 매력적이야\n 염따 대박이 나버렸지 뭐얌,\n 염따 인스타 보니까 악플이 오천 개가 넘더라구\n 너희는 랩을 좋아하는구나\n 랩이 좋니?\n 쇼미 기대된다 이번 주 키키\n 난 랩을 잘하는 편이야\n 사천의 도끼라고 불렸어\n 나도 쇼미를 볼까\n 몇 화부터 봐야 해?\n 그래도 염따 은근 재밌어 키키\n 쇼미 솔직히 이번 시즌은 2화부터 봐도 돼\n 난 예전에 사천의 더콰이엇이었어"
1044,일반 대화,난 캠핑을 엄청 좋아해\n 너는 뭐 좋아해?\n 전 수상스키 많이 타러 다녔어요\n 돈많이 들어가는스포츠를 좋아하는구나\n 몸매 관리도 되고 스트레스 풀리거든요\n 돈은 많이 안들어요\n 난 눈썰매 그런걸 좋아해\n 산에서 타는 눈썰매 말하는거죠?\n 돈별로 안들어가는 스포츠나 레저를 즐겨 하지\n 백팩킹이랑 캠핑 낚시 엄청 돈들어가는거잖아요\n 이번겨울에 산에 눈 많이오면 눈썰매 타러 갈려고\n 어디서 타요 눈썰매장으로 간다는건 아니죠?
1045,일반 대화,머리 염색 자주 하는 편이야?\n 나 어릴 때 많이 했는데 지금은 안 해 키키\n 나는 가끔 새치 나면 하는 편이야 키키\n 나는 일 년에 한 두번 염색하는데 염색 안하면 이상해 ㅠㅠ\n 오빠 새치라니 ㅠㅠ 내 마음이 찢어진다\n 키키 새치로 브릿지도 만들었는데 키키 세월이 야속하지\n 헐 벌써 새치가 ㅠㅠ\n 새치 염색 안해?\n 그러니까 ㅠㅠ\n 새치로 브릿지 키키 완전 웃겨\n 머리 자르러 한번씩 미용실 가면 하지 키키\n 그외에는 머리카락은 보온용이지\n 와 이분도 외모관리 전혀 안하시나 보네 ㅠㅠ\n 와 보온용이래 키키 진짜 너무 웃기네 키키\n 키키 여자들 관리하는거 보면 귀찮아서 어떻게 하나 싶긴해 키키\n 진짜 키키 어느 정도 외모 관리는 해야지 ㅠㅠ\n 맞아 귀찮아서 못 해 키키\n 그래도 새치 염색은 하자 키키\n 키키 두 달에 한번씩은 해야지 키키 미용실가는 것도 너무 귀찮고\n 맞아 ㅠㅠ 진짜 새치 염색은 하자 아직 젊은데 ㅠㅠ\n 맞아 아직 흰 머리 나올 나이는 아니라고 키키\n 그렇긴해 20대부터 엄청났거든 키키 스트레스 때문인가 봐
1046,일반 대화,절친결혼식이랑 시사촌동생결혼식이랑 같은날이면 너 어디갈래?\n 당연 절친결혼식 아냐?\n 휴...시어머니가 사촌결혼식가야지 뭔소리냐고 난리다!\n 어머머...너 그래서 절친결혼식 안가게?\n 미쳤냐! 당연 친구결혼식이 우선이지 나한테는.\n 남편은 뭐래는데?\n 남편도 당연 친구한테 가라고 하지.\n 사촌결혼식은 자기만 간다고.\n 그럼 다 해결됐네~\n 근데 시어머니가 자꾸 이상한소리 하니깐 열받아서 그렇지.\n 휴...그래도 남편이 니편이니깐 다행이네.\n 진짜 시댁식구들 생각은 이해할 수 없다니깐!
1047,일반 대화,기아는 야구 접고 그냥 게임단만 해야 해\n 기아가 게임단도 있어?\n 그건 또 뭐냐\n 기아가 롤이라는 게임에 팀 후원사야\n 팀 후원사?\n 그게 뭐야~\n 기아 타이거즈처럼 후원한다고?\n 엉. 근데 그 담원 기아라는 롤 팀이 지금 한국에서 1등 했어\n 오~ 잘하네!\n 기아가 게임으론 짱이네~\n 너는 그런 것도 챙겨 보냐?\n 내가 좋아하는 게임이니까~\n 그리고 내가 제일 좋아하는 팀이기도 하고~\n 너는 어떻게 야구도 기아를 좋아하고 게임도 기아를 좋아하니\n 게임은 기아니까 그 팀을 좋아한 거겠지\n 오 정답 키키\n 원래는 선수 좋아했었는데 기아가 롤 후원한다는 거 보고 바로 담원 기아 응원했지\n 요즘엔 별 게 다 있네\n 당신이 게임에 관심이 없어서 그렇지 원래 다 있었어\n 맞어 엄마 키키\n 기아가 게임에 처음으로 후원한 거지 skt나 kt 겁나 많이 후원해\n 그래?\n 엄마는 게임을 잘 몰라서~\n skt랑 kt는 야구단에도 있는디 게임 구단도 한다냐
1048,일반 대화,키키 아 다음 주에 병원 간다 드디어\n 와 축하해\n 근데 무슨 병원\n 어머니 병원 말하는 거 같은데\n ㄴㄴ 다음 주는 백신 2차 접종\n 오오 드디어 축하해 2처\n 드디어 2차구나\n 나는 이제 인원수에 포함 안 돼\n 2주 지났어\n 응응 근데 이 차 접종 받으면 아프다 해서 걱정\n 그러게 일하는 거 걱정이다 너\n 근데 나는 아프긴 아팠는데 뭐라 해야 할까\n 나는 일 차도 근육통이 엄청 심했거든\n 나도 내일 병원 좀 가야겠다\n 등 아파\n 근육통은 기본 베이스로 깔고 기분 나쁜 아픔이 있어\n 나 진짜 팔도 못 움직였어\n 나는 그냥 몸살 난 거처럼 그랬음\n 토할 거 같은데 토가 안 나오고 계속 울렁거리고 머리 아프고 그래서 잠도 못 자\n 와 진짜? 너무 싫은데 그럼 ...\n 아니 월요일에 맞는 겨 ?\n 난 좀 심한 편이였어\n 그냥 지나간 애들도 많음
1049,일반 대화,중국에 조기 유학가는거 어떻게 생각해?\n 내가 조기 유학을 가본바로써 나쁘진 않음\n 근데 요즘 중국 하는거 보면 돈 쫌 더 쓰더라도 북미로 가는게 나을듯\n 확실히 조기유학이 언어쪽으로는 좋은거 같긴해\n 그건 맞어 요즘에 가는건 좀 그런듯\n 언어는 일찍 배우면 좋긴 해\n 억양이나 느낌 배우기에는 어린 나이가 좋은거 같음\n 조기유학도 너무 어릴 때가면 안좋고 딱 초등학교 고학년에서 중학생 사이가 적당한거 같아\n 언어쪽은 진짜 억양 배우는게 제일 큰거 같음\n 나는 다시 유학보내준다고 하면 영국이나 미국 갈듯\n 너희는 어떰\n 나도 영어권으로 가보고 싶긴한데 난 호주!\n 내가 영어를 하도 오래 봐서 그런지 나는 영어권보단 좀 다른 언어쪽으로 가보고 싶다\n 뭔가 아시아 권 교육 체계는 다 비슷한 거 같아서 색다른 교육 분위기를 느껴보고 싶음\n 그치 아시아권은 다 거기서 거기니깐 나도 유럽쪽 가보고 싶긴하다
1050,일반 대화,오늘 저녁 뭐 먹냐...\n 오늘 저녁 나는 다이어트다\n 나는 삼겹살에 소주 먹고 싶은데\n 항상 메뉴 고민...\n 라고 말했지만 새벽에 못 참을 듯 키키\n 차 타고 나가서 혼자 먹고 올까 싶네 우울해서\n 오 ** 저녁 안 먹음?\n 근데 몰라\n 지금 벌써 배고픔\n 저녁은 안 먹는 게 이로움\n 엥 너 왜 우울해?\n 짜증 난다 다이어트 스트레스 ㅡㅡ\n 그냥 스트레스 받아서 ㅠ\n 그럼 대리 불러서 집에 감?\n 우리 다들 스트레스 받네 ㅠ\n 택시 타거나 해야지 뭐\n 대리비 얼마 나와?\n 대리비 많이 나올걸?\n 안 해봐서 모르겠다\n 꽤 나올걸
1051,일반 대화,요새 골프 예능이 많아\n 세리머니 클럽이랑 골프왕은 봐\n 편 먹고 공치리도 있어\n 이경규 아저씨 나오는 거 말하는 거지?\n 근데 그건 잘 안 보게 되더라\n 맞아\n 우리는 세리머니랑 골프왕만 보지\n 어떤 게 제일 재미있어?\n 엄마는 세리머리 클럽을 많이 보는 거 같아\n 그게 기부도 하고 박세리가 나오니까\n 골프왕은 누가 나오는 거지?\n 그거는 김미현 선수가 나오지\n 근데 아빠는 중간에 골프 말고 딴 것도 많이 해서 별로야\n 오로지 골프만 보고 싶구나\n 그래서 아빠는 맨날 골프 채널만 틀어 놔\n 골프만 했으면 좋겠어\n 오늘 하는 골프 예능 있어?\n 오늘 골프왕 하는 날이야\n 저녁에 보면 되겠다
1052,일반 대화,나 오랜만에 해리포터 봤는데 진짜 짱 존잼!\n 아 해리포터\n 진짜 봐도 봐도 재밌어\n 키키 맞아\n 이번에 불의 잔 봤음!\n 불의 잔 머였지\n 기억이 가물가물하다\n 어 불의 잔 몰라?\n 거기에 트와일라잇에 나온 애 나오잖아!\n 아 남자 애?\n 기억날 것도 같고\n 키키 어 거기 애드워드 기억나?\n 걔가 불의 잔에서 나오잖아!\n 아 진짜\n 알아\n 기억난다\n 키키 어 그거 진짜 재밌었는데!\n 물론 다른 편들도 재밌었어!\n 해리포터 주인공들 지금은 엄청 늙었겠지\n 키키 아니\n 이제 30살 됐을걸?\n 아 그래?\n 그 정도 뿐이 안 됐어?\n 키키 어 근데 론은 지금 뭐 하고 있는 줄 알아?\n 뭐 하고 있대 누나?\n 궁금\n 론 지금 아이스크림 트럭 가지고 다니면서 애들한테 뿌린대 키키\n 진짜 걔는 영화나 현실이나 성격 똑같은 듯!\n 아 아이스크림 트럭? 키키\n 장사 잘할 듯
1053,일반 대화,여보 나 패딩 좀 사야겠어\n 그걸 왜 나한테 말해\n 형부 옷 엄청 많잖아요\n 아냐 막상 보면 다 터졌어 추운데 입을 옷도 없어\n 맞아 네 형부 맨날 옷 터쳐와\n 새로 사려고 일부러 그러는거 아니예요?\n 에이 형님 날 뭘로 보고\n 더 추워지기 전에 사던가 해\n 작년에도 2개 산걸로 아는데\n 아니 형님 어떻게 그렇게 잘 알아\n 여보가 옷 사면 엄청 자랑하잖아\n 본격적인 겨울 되기전에 따뜻한 패딩 하나 사세요
1054,일반 대화,벽에 튀어나와있는 거 잡고 올라가는 거 뭐라고 하지?\n 암벽등반?\n 그걸 암벽등반이라고 하나?\n 그런 것 같은데?\n 친구가 하는 거 봤는데 멋있더라\n 너도 해봐 잘할 것 같으데\n 나도 해봤는데 1초만에 떨어졌어\n 코어 힘이 없나봐\n 와 그거 힘들지?\n 아무래도 내 몸을 내가 버텨야해서 왕힘들어\n 나도 해보고 싶다 키키
1055,일반 대화,우리 집 인테리어 했어 키키\n 이번에 월세가 많이 올랐는데 넌 어떠니\n 요새 집값이 말이 아니야\n 너희들도 구경하러 우리 집 와 키키\n 인테리어 어디서 했어?\n 혼자 한 거야?\n 인테리어 나도 해야 하는데 오늘의 집으로 해야지\n 집 가격이 미쳤어 요즘 키키\n 난 인테리어 하기가 싫더라\n 우리 집은 인테리어 할 시간이 없어\n 내 방 벽지를 바꿨어 키키\n 귀찮은 거 같아 너무 ㅠㅠ\n 난 인테리어 흰색으로 하고 싶어\n 이젠 밝은 이미지가 강해 키키\n 흰색으로 하면 겨울에 따듯하다던데?\n 흰색으로 무드 있게 도시 느낌 나게 하고 싶어\n 흰색 너무 깔끔하고 좋지 키키\n 도시 느낌 좋지\n 난 갈색 좋아해\n 따듯하긴 하지만 흰색은 살짝 밋밋할 수도 있어
1056,일반 대화,너희 서든어택 해봤어?\n 당연 키키 나 맨날 죽었어 시작하자마자\n 나 서든어택 장인이야\n 지금 회사에서 서든어택 이야기 나와서 3:3 한 번 해볼래?\n 좋지 내기 하자 밥사기\n 진짜 서든어택은 나 혼자해도 다이겨\n 너네 회사사람들 3명 나랑 3:1로 하자\n 그럼 **가 캐리 해주는거야?\n **야 너 정말 허세 부릴래?\n 나 내인생에서 가장 많은 시간을 쏟아부은게 서든어택이야... 자존심 건드리지마...\n 그래? 내가 프로게이머를 몰라봤다... 미안해 사과한다\n 중학교 때 학교에서 유명했어. 다른 학교에도 소문도 났고\n 진짜? 키키 야 그냥 프로게이머 하지\n ** 유명했어
1057,일반 대화,다들 센과 치히로의 행방불명 봄?\n 그거 완전 많이 봤지\n 대사도 외움\n 안 봐도 뭔 내용인지 알아서 안 봐\n 이제 진짜 백 번 본 듯\n 키키 아 가오나시 금 뱉어내는 거 부러웠는데...\n 키키 개부러웠대 키키 인정\n 너무 신기해\n 제발 저에게도 주세요\n 제가 잘 해드립니다\n 그러니까 가오나시 납치해서 살고 싶었음\n 키키 근데 다 쓰레기였잖아 화나게\n 그 내용이 너무 내가 아는 동화 감성이 아니야\n 키키 맞아 동화랑은 거리가 많이 멀지\n 맞아 그거 뭐 의미 같은 거 있지 않나\n 그거 사실 그 ? 그런 거잖아\n ㄴㄴ 그거 아니래\n 감독이 직접 말했는데 친구 딸래미 보고 생각한 만화래\n 키키 아놔 뭐야\n 친구 딸래미 그게 더 무서워\n 키키 아 뭐야 그것도 호러네\n 딸래미 보고 귀여워서 생각해낸 만화인데 너무 의미가 이상하게 소문 났다고 아니라고 부인하던데 키키\n 키키 아 키키 억울하겠다 그 정도면
1058,일반 대화,내일부터 온도가 또 떨어진다고 하니 다들 아침에 따뜻하게 입고 나가~\n 어머 기상정보 고마워!\n 그래? 온도가 올라간다고 들었는데 잘못 들었구나 내가\n 응 아까 추워진다고 하던데?\n 어떤게 맞는 정보일까요~\n 그래? 몰랐네 근데  햇빛에 있으면 덥고~ 그늘에 있으면 춥고~\n 맞아 가을날씨가 그렇지~ 전기장판 다들 틀었니?\n 맞아 요즘 날씨가 그런거 같애 그래서 꼭 겉옷을 챙기고 나가야돼!\n 나 전기장판 키려고 오늘 집 청소 했어 ㅜㅜ\n 응 맞아 낮엔 더워도 밤에는 추워서 ... 다들 개시했구나 전기장판 나도 찾아봐야겠다\n 나는 예전부터 전기장판 켜고 자...이제 겨울같다\n 벌써 개시했구나~ 나는 오늘 정리 하고 따뜻하게 장판 키고 자야겠어
1059,일반 대화,가족은 인질과 같다는 시를 읽었어\n 어머낫 리얼한 어감이다\n 인질이라는 말에 동감 가족 때문에 참고 지내는 거 많아\n 그런데 우리 다음 세대도 가족에 대해 저렇게 치열하게 고민할까?\n 인질이란 단어가 생각하기 나름으로 다가오네\n 가족이라는 구조가 많이 변할 것 같아\n 그래 맞아 요즘 MZ 세대는 가족보다 나 우선이라는 인식이 강한 것 같은데\n 형제 자매가 없는 1인 가족이 많아서 달라질 거 같어\n 지금은 가족보다  친구를 더 우선시하는 것 같아\n 내가 보기엔 누구보다 자기 멋이 우선인 거 같아\n 나중에는 가족이란 단어가 낯설어 질가봐 걱정도 돼\n 친구를 우선시하는 것도 개인주의에 한 방향같아
1060,일반 대화,터키 홍수 난 거 알았어?\n 응. 정말 안타깝더라.\n 나는 얼마 전에 알았어. 산불이 난 건 알았는데.\n 산불로도 엄청난 피해가 있었지. 한달도 안되서 홍수가 났어.\n 정말 많은 피해가 있었겠다.\n 맞아. 우리나라 사람들이 도움을 주기도 했대.\n 어떤 식으로 도움을 줬어?\n 산불 피해를 극복하기 위한 나무 심기 후원 계좌를 개설해서 지원을 했대.\n 몰랐어. 정말 좋은 취지네.\n 맞아. 자발적으로 했다는게 참 멋있어.
1061,일반 대화,제주도에서 대중교통 이용하기 힘들까\n 불편 하지 않을까.\n 렌트를 하든 자차를 이용하는게 편해\n 그치 버스도 애매하더라고\n 배차 시간도 크다고 하고 버스는 많이 불편할 거야\n 운전을  못해서 버스를 타고 돌아다니려고 했지\n 제주도에서 오토바이 타고 다니는 것도 괜찮겠다\n 오토바이는 좀 위험하고 버스를 생각했었지\n 남편이 오토바이 탈 줄 알 거 아니야\n 뒤에 타고 다녀\n 혼자 다녀올 예정이야\n 혼자 가는 거면 버스도 괜찮겠네
1062,일반 대화,우리가족은 둘둘 나눠져서 외식을해\n 취향이 서로 달라?\n 엄마랑 나는 양식파고 형이랑 아빠는 한식파야\n 그래도 각자 먹자는 합의가 잘 됐네\n 내가 어릴때 아예 안먹어서 그런가봐\n 너도 어릴 때 말랐었어?\n 지금 키에 20키로정도 덜나갔어\n 영양실조 안 걸려서 다행이다\n 그떄는 하루에 한끼면 충분했는데\n 지금은 세끼로 부족해\n 건강해져서 보기 좋아
1063,일반 대화,"얼마전에 친구 언니가 애를 낳으셨어.\n 정말? 잘된 일이다. 축하해드려\n 그렇지. 너는 나중에 결혼하고 애가 있으면 좋겠어?\n 음, 그러면 좋을 거 같아. 넌?\n 난 개인적으로 낳고 싶지 않아.\n 그렇구나. 이유가 있어?\n 내 개인적인 생각으로는 아이를 낳고 나의 삶이 없어져가는게 싫어.\n 아하, 그럴 수 있다고 생각해.\n 응, 그래서 아이를 낳는 사람들은 보면 대단해.\n 그거도 그거대로 가치 있는 삶일테니까 그런 선택을 하는거겠지."
1064,일반 대화,우리 집에 탈모 올 사람 없을 거 같아 키키\n 왜? 아빠는 지금 엄청 탈모시긴 하다만\n 키키 그렇다 하더라고 동생은 엄마 집안을 더 물려받은 거 같아서 탈모 안올 거 같고\n 갑자기 탈모 얘긴 왜 키키\n 아니 왜 키키 그냥 아빠를 보니까 탈모가 생각났어\n 그래 키키 너하고 난 탈모 안오겠지\n 안왔으면 좋겠다 그런데 어쩌다 가끔 흰 머리 한 가닥 씩 보여\n 아이고… 너가 스트레스 많긴 했지\n 그런데 뭐... 금방 없어지는 거 같던데 모발이 가늘어서 그런가\n 유심히 보지 않으면 보이지도 않고 요샌 또 없는 거 같고 그래\n 그래? 스트레스가 좀 사라지고 있는 건가 키키
1065,일반 대화,외모에  관심 많은 편?\n 외모에 관심 많을 나이일 듯 키키\n 진짜 많은 편 ㅠㅠ\n 잘생겨질 꺼야\n 난 관심은 있으나 관리는 못하는 편\n 저 때느 막 엄청 꾸미자나\n 나도 잘 못해서 도움 받는 중\n 어떻게 하면 잘생겨지는 거야\n 난 이제 관심 제로임\n 여자친구가 옷 골라 줌 맨날\n ** 왜 관심 제로얌\n 그냥 이렇게 돼지로 살다 갈게 ~\n 옷 고른느 게 젤 어렵\n 너 성형 중독이었잖아...\n 꾸미는 거 너무 귀찮아 키키\n 키키 성형 중독이였어요 누나?\n 너 리즈 사진 좀 봐봐\n 악 성형하기 전에 살부터 뺴야 함\n 그래서 못함 성형...\n 키키 누나 옛날 이쁘던대
1066,일반 대화,다시 대학가면 무슨 과목 전공하고 싶어?\n 난 아이티쪽이 좋을것 같아\n 나는 순수미술하고 싶어\n 나는 경영학 배워보고 싶은데\n ** 너 원래 미술쪽아냐?\n 맞긴한데 상업디자인은 별로야... 아니면 문예창작과도 좋겠다\n 순수미술은 어떤거야?\n 문예창작은 내 사촌동생갔는데 취업힘들어\n 동양화나 서양화 같은 것?\n 그렇구나 나는미술은 진짜 못해서 그림 잘그리는 사람들보면 신기해\n 너 갑자기 거리감 느껴진다\n 그냥 자유롭게 살고싶다 회사 안다니구\n 화가들은 그렇게 살수 있잖아 대신 창작의 고통이\n 파이어족이 뜨는 덴 다 이유가 있어\n 그리고 생활고도 있을거야
1067,일반 대화,만화책 보는거 좋아해?\n 너무 좋아해\n 학교다닐때 야간자율 학습 시간에 본 적 있어?\n 응 보다가 책 뺏겼어\n 그럴때가 엄청난감 하지 빌린 책이면\n 응 눈앞이 캄캄했어\n 늦게 주시면 연체료도 엄청나니까\n 맞아 만화책 빌려주는 가게에 자주 갔었어\n 옛날에는 책방 많았는데\n 지금은 많이 없어진 것 같아
