idx,class,conversation
461,일반 대화,"요즘 아는 형들이 다 알바를 하고 있더라고.\n 알바? 어떤 알바를 하고 있는대?\n 고기집에서 종업원을 하는 형들도 있고, 인턴을 하고 있는 형도 있지.\n 잠깐, 인턴은 알바가 아니잖아!\n 근데 요즘 기업들이 인턴을 대하는 취급을 보면 알바나 다를게 없어 보이는데?\n 아니. 완전 달라. 인턴은 그 기업의 일을 가르치기 위해 모집하는 거니까.\n 그래? 근데 인턴도 계약직이고, 알바도 계약직이잖아.\n 야! 계약직이라고 모두 같은게 아니야!\n 그럼 정확하게 어떻게 다른지 알 수 있어?\n 일단 인턴은 나중에 정직원으로 채용될 수 있는데,\n 알바는 그럴 기회가 없잖아. 이게 가장 큰 차이지."
462,일반 대화,요즘에도 집콕 생활하고 있어?\n 어 그렇지 집 밖에 못 나가니까 키키\n 문경도 지금 4단계로 격상했어?\n 아마 그럴 거야 근데 단계가 무슨 소용인지\n 그래도 전보다는 낫지 않을까?\n 글치 사람마다 근데 생각이 다른 듯\n 그건 그래\n 집에만 있으니까 안 답답해?\n 답답해 창문을 아주 활짝 열고 있단다.\n 맞아 창문이라도 열어야지\n 나는 창문 열었더니 공사 소리 들려서 ㅜㅜ\n 헐 아직도 공사? 근데 요즘 나도 공사 소리 땜에 시끄러워\n 여기 완공되려면 한 달은 더 걸릴걸?\n 하 진짜? 너무 한데 그때까지 ㅜㅜ\n 그래서 그때 참외 한 박스 뇌물로 주더라 키키\n 아 들었다 들었어 맛있었어?\n 응 근데 혼자 먹으니까 나중에는 다 썩었어 ㅜ\n 하 혼자 살면 그게 또 문제네 ㅜㅜ
463,일반 대화,"크리스마스날 다들 뭐할 예정이야?\n 남자친구랑 집콕 ><\n 아니면 등산~?\n 키키 크리스마스가 뭔데?\n 그냥 쉬는 날이잖아\n 그냥 토요일 키키\n 큰 의미 없어\n 키키 키키 ㅜㅜ 오이오이 좋은 크리스마스날 가족들과 따듯한 하루 보내라구\n 키키 24일날 자서 26일날 깰거야 ㅂㄷㅂㄷ\n 키키 전날 술 엄청 마실듯\n 키키 ㅜㅜ 흑 인간들~!\n 난 사실 가족이랑 보낼지 남친이랑 보낼지 고민중인데!\n 그건 큰 고민이네 키키\n 선택지 2개...\n 난...?\n 키키 난 친구들이랑 놀래\n 솔로인 친구들...\n 흑흑스, ㅜㅜ 아니면 클럽 가\n 클럽 ^^\n 1일 커플 ^^\n 아 키키 나도 친구들이랑 놀아야겠다...\n 건전히 조용히 놀고 집 가야지\n 키키 ㅜㅜ 잉잉 나는 행복한 커플\n 야호\n 뽀뽀 갈겨\n 키키 연애 마렵네\n 곧... 도전한다 키키\n 키키 도전 어디 있을라나 내님은\n 고고고! 지금부터 연애 해야 결혼도 하지!\n 키키 결혼하기 전까지 늘 도전이여..."
464,일반 대화,나는 문경 여행해 보고 싶은데 갈 만해?\n 어 문경 괜찮아 너 사극 좋아하면  사극 드라마 세트장도 많고\n 헐 무슨 드라마 촬영했어?\n 옛날 드라마 뭐 많이 있을걸? 키키\n 너도 드라마 세트장 가 봤어?\n 어 완전 어렸을 때 놀러 와서 한 번 가봤지.\n 드라마 세트장 말고 다른 곳 알려줄 수 있어?\n 뭐 다른 곳도 있는데 여기 전체가 거의 산책로야\n 나도 어렴풋이 봤는데 진짜 걷기 좋겠더라!\n 응 괜찮은 거 같애 생각하며 걷기 좋은 곳이야\n 거기 사진도 찍으면 잘 나와?\n 응 잘 나오는 거 같더라 남들이 찍는 거 보면 키키\n 인생샷 나올 수 있어?\n 어 인생샷 가능 각!\n 너 사진 잘 찍어?\n 어 물론이지 그까짓 꺼 나를 따라올 수 없어~
465,일반 대화,너네 지도는 어떤 거 써?\n 지도는 네이버 지도지\n 다 똑같구나 나도 그래\n 지도는 네이버꺼가 익숙해서 편하더라고\n 나도 이상하게 지도는 네이버만 보게돼\n 그래도 대중교통 앱은 카카오가 더 익숙하고 좋아\n 나도 특히 버스는 카카오 버스가 진짜 편해\n 진짜 공감해 몇년째 쓰는 것 같아\n 근데 너는 뭐 타고 다녀?\n 나는 버스랑 지하철 환승해서 다녀\n 아 정말 힘들겠다\n 그러게 환승 하는거 진짜 너무 힘들어\n 응 근데 어쩔 수가 없어\n 환승하면 잠도 못자고 진짜 별로인 것 같아\n 나도 그래서 그냥 버스가 막히더라도 쭉 타고 가는게 편한 것 같아
466,일반 대화,"요즘 부모님 사이에 찬바람이 부는 것 같아.\n 맞아. 나도 느꼈는데 오늘도 두 분이 말씀을 잘 안 나누시더라고.\n 엄마가 자꾸 밖으로 사람들이랑 외출하다보니까 남의 떡이 커 보이시나봐.\n 나한테 오늘도 아빠에 대한 푸념을 하시더라고.\n 내가 보기엔 두 분의 대화가 엄마의 일방적 대화이다 보니 그런면이 더 커지는 것 같아.\n 아빠는 평소에 말을 안하시기는 하지.\n 주로 엄마가 얘기를 하시잖아.\n 두 분이 벌써 60이 되어 가는데, 지금까지 잉꼬부부처럼 지내 놓고 갑자기 왜 그러시는지 모르겠어.\n 그러게 말이야. 두 분이 서먹해지니까 괜히 눈치가 많이 보이네.\n 그러게. 빨리 이 시기가 넘어가면 좋을 것 같은데.\n 나도 그렇게 생각해.\n 이대로 가다간 얼음이 되어버릴 것 같다고!"
467,일반 대화,마지막으로 챙긴 기념일이 언제야?\n 음 나는 아들 생일인 거 같은데 키키 7월\n 나는 남자친구 기념일 ! 이야 키키\n 나도 남친 생일이 마지막이야\n 다들 남자친구 생일에 선물은 뭐 해줬어?\n 나는 지갑 해줬어!\n 이번에 무리 좀 했지 ㅠ\n 난 초반이라 티 사줬어!\n 다들 여친을 잘 뒀네 키키 고마워 했겠어\n 키키 맞아\n 키키 인스타에 자랑도 했어 키키 서프라이즈인데 많이 놀래더라!\n 키키 뿌듯하더라 키키 산김에 내 껏도 같이 샀어 키키\n 오 뿌듯했겠어 키키\n 다음 너희 생일에 기대해도 되겠는 걸 ?\n 키키 나는 지금 엄청 기대중이야\n 키키 꽃도 사줬으면 좋겠네 ~\n 키키 과연 키키 꽃 받은지가 언젠지 키키\n 여자들은 꽃 받는 거 많이 좋아하나봐\n 키키 나는 막상 받으면 쓸모는 없는데 받는 순간에는 너무 좋더라!\n 맞아 기분 좋아\n 키키 서프라이즈 꽃은 더더욱!\n 예쁜 쓰레기라고 다들 그러던데 키키 나도 한번 선물 해봐야겠네\n 키키 좋은 생각이야!\n 선물해주면 다음날 아침밥이 달라져 있을거야 하하
468,일반 대화,너네 겨울에 스키는 안타?\n 나는 보드. 진짜 재밌어.\n 나는 예전에 보드타다가 크게 넘어진 적이 있어서 그 때 이후로 잘 안타\n 아 **는 트라우마 같은게 남았구나\n 하긴 그런일이 있으면 다시 하기 쉽지 않지.\n 스키장 가끔 갔는데 그 뒤로는 잘 안가게 돼\n 스키장 눈올때 가봤어?\n 응 가봤어 진짜 멋있고 기분 좋아지더라.\n 나는 눈올때는 안가봤는데 어때?\n 나는 운치있고 엄청 좋았어 겨울 안좋아하는데도 좋더라구\n 나도 진짜 멋있고 겨울느낌 제대로 나고 좋더라.\n 눈오는날 한번 가봐야겠다 당일치기로라도\n 눈오는날 어디 나가기 힘들긴 한데 그래도 한번 갔다오면 후회는 안할꺼야\n 기분 전환되고 진짜 좋을 것 같아\n 그래 가서 눈구경 실컷하고 와야겠다
469,일반 대화,어제 할머니 장지에 갔다 왔어.\n 할머니가 언제 돌아가셨는데?\n 나 중학교 3학년 때 돌아가셨어.\n 많이 슬펐겠다.\n 나는 할머니랑 친하지 않았어서.\n 그래도 가족이 돌아가시면 슬프지 않아?\n 첨에는 그냥 그랬는데 점점 슬퍼졌어.\n 후폭풍이 왔나 보다.\n 나중에는 너무 마음이 아파서 펑펑 울었어.\n 살아계실 때 잘 해드려야 해.
470,일반 대화,"오늘 넘 한가해서 지루해 죽는 줄~\n 난 너무 바빠 요즘~\n 성과금 안 주면 때려쳐벌여\n 인정\n 근데 한번에 몰리면 어지러워...\n 키키 오늘 다들 어디 갔나\n 손님이 없었어\n 키키 부러오라잉 ㅜㅜ\n 알바들은 개꿀 아닌교\n 부럽다\n 나도 편하게 하고 싶어\n 근데 없으면 더 힘든 거 알아...?\n 키키 ㅋ ㅋ 키키 아 그것도 뭔지 알아 키키\n 괜히 컴퓨터 화면 더블 클릭하고\n 진짜 눈치껏 뭐라도 해야지\n 난 애꿏은 포스기 두들겨\n 키키 키키 바탕화면 바꿔보기!\n 화장실 가기!\n 청소 한번씩 슥 해주고\n 냉장고 괜히 열어보기 키키\n 테라스 나가보기\n 키키 어슬렁어슬렁,\n 이틀만 더 출근하면 주말이다 ^^\n 부럽다\n 나는 주말에 알바 가는데\n 너무 행복해 키키\n 이틀 빨리 지나가라\n 주말 알바 화이팅!\n 키키 키키 아하\n 주말 알바~!\n 누가 주말에 알바를 가나요 하하\n 아오 다들 평일에 봐 키키"
471,일반 대화,오늘 날씨 짱 좋아!\n 나는 오늘 집밖에서 한발 자국도 안 나가서 좋은지 모르겠다 키키\n 창문으로 본 해가 너무 이쁘다\n 밖에 따뜻해 완전 가을 날씨야\n 요즘엔 날이 가면 갈수록 가을이 없어지는 거 같더라\n 이런 날에 나가는 것보다 이불 덮고 창문 열고 자면 진짜 꿀잠\n 키키 진짜 꿀잠이지 키키 장판틀고 창문열고 굿\n 앜 키키 그것만큼 행복한 시간이 또 어디 있을까 키키\n 아 진짜 행복한 상상이긴해\n 근데 오늘은 밖에 잠깐 나가봐!\n 안그래도 저녁에는 산책 좀 갔다올까 생각하고 있어 키키\n 나는 장보러 갔다올까 그럼?\n 지금 나가!\n 저녁엔 좀 쌀쌀할텐데 따땃하게 입고 나가!\n 맞아 요즘엔 낮아랑 밤이랑 온도차 진짜 심하긴하더라\n 다들 따뜻하게 입어 감기 걸리지 말고!키키\n 진짜 롱패딩을 슬슬 꺼내야겠네?\n 키키 롱패딩 눈치보는중 키키\n 누가 먼저 입어주라\n 앜 키키 맞어 날씨 바뀔 때 눈치 보면서 옷 입어야지 키키\n 진짜 나도 입어주길 빌고있어
472,일반 대화,"궁합 같은거 봤어?\n 난 타로궁합 이런거 본적 있어\n 나도 타로궁합 봤었고, 사주도 봤었는데 물과 기름이래.\n 난 남편 잡아먹을 팔자래 안잡혀 죽던데\n 어머. 그런 팔자도 있어? 좋은 팔자네.\n 궁합은 정말 중요한거 같기는 하더라\n 궁합 그게 믿을 만 한 건지는 알 수 없지만 얼추 맞는 것 같아.\n 우리는 궁합이 그리 좋지는 않은 것 같어\n 살아가면서 맞춰가는 거지 뭐. 믿지는 않아.\n 난 살면서 더 믿게 되더라고 궁합\n 그런가. 난 믿고 싶지 않아서.\n 내가 개척해서 살아갈래."
473,일반 대화,너네 막내 조카는 몇 살이야?\n 막내 조카 올해 다섯 살이야 키키\n 너네 막내 조카는 여자아이야?\n 맞아 키키 막내는 여자 애기야 키키\n 헐 너무 귀엽겠다\n 너네 언니 많이 닮았어?\n 언니 어렸을 때랑 완전 판박이야 키키\n 그러면 다행이다 너네 언니 예쁘잖아!\n 우리 언니가 예쁘다고? 키키 고마워\n 나 너네 언니 사진으로만 봤어 미안해.\n 키키 괜찮아 모든 사람들 사진은 그렇지 키키\n 맞아 나부터도 그러는데 헤헷~\n 난 사진도 어떻게 안되던데 하하\n 아니야 너 코 오똑 하잖아 예쁘게 나올 걸?\n 조만간 너 오똑해지잖아 키키\n 무슨 소리 하는 거야~\n 그나저나 너네 막내 조카는 말 잘해?\n 말은 좀 느린 편이라 걱정이야 ㅠ
474,일반 대화,강아지가 먹어도 되는 과일이 뭐니?\n 사과는 먹어도 돼\n 의외네\n 사과에 항산화물질과 섬유질이 있어서 강아지한테 좋대\n 우리 ** 사과 줘야겠네\n 응. 사과산이랑 구연산이 피로회복에 도움도 주고 칼슘 결석 예방에도 좋다고 하네\n 좋은 점이 많네\n 근데 **가 사과 안 먹을 것 같아\n 사과 분말 같은거 없나?\n 한번 찾아볼게
475,일반 대화,고양이 말고 키우고 싶은 동물 있어요?\n 저는 솔직히 안 키우고 싶어요\n 고양이 좋아하는거 아니에요?\n 고양이는 아이가 좋아하는거구요\n 전 **님도 좋아하시는줄 알았어요\n 전 원래는 반려동물 안좋아했어요\n 의외네요 동물 좋아하시는 알았어요\n 피치못할 사정으로 강아지 키우면서 좋아하게 된거지요\n 근데 왜 키우고 싶지 않아요?\n 이별이 힘들어서요
476,일반 대화,"부모님한테 존댓말 써?\n 반말 써?\n 원래 반말했는데 요즘엔 섞어서 써~\n 반만 철이 들었나?\n 난 원래 존댓말 썼는데 요즘엔 섞어서 써 키키\n 싸가지가 없어졌나... 허허허\n 키키 이야... 나는 예전부터 지금까지 반말인데 날 때부터 싸가지가 없었나... 흠흠\n 나 지금 웃음 터져서 호흡 곤란 올 지경이야 키키\n 밖에 나가서 웃고 와 키키\n 난 그래서 나중에 자식 낳으면 존댓말 시키게 하고 싶은데 언니들은 어떨 것 같아?\n 조카나 주변에 애기 키우는 가족들은 어떻게 하셔?\n 오 다르네~ 나는 그냥 반말 쓰면 좋겠어!\n 너무 버릇없으면 안 되지만 좀 친구 같은 게 좋은 거 같아서\n 나도 존댓말로 가르치려고~지금  6살 내 조카는 존댓말 써 나도 걔한테 거의 존댓말하고~\n 오홍 나 같은 경우에는 부모님이랑 존댓말 쓴다고 뭐 거리가 있거나 한 것 같지 않고, 만약에 내 자식이랑 의견 충돌 있는데 반말하면 더 화날 것 같아 키키\n 키키 그런가 나는 친척들이나 조카도 다 반말을 써서 그런지 존댓말 쓰면 뭔가 이상해...\n 예전에 동네 어떤 꼬마가 어머니 ~ 이러는 데 약간 소름 돋았었어\n 그럴 것도 같다~ 다들 오빠 있다고 했잖아~ 클 때 많이 싸웠어?\n 오홍 어머니 아버지는 좀... 그렇다아... 키키\n 오빠랑 어렸을 때는 매일매일 싸운 듯 키키\n 키키 난 안 싸웠었는데 언니도 싸웠어?\n 언니는 뭔가 싸우는 게 상상이 안 가는데\n 난 나이 차이가 많이 나서 싸우기는커녕 받들어 모셨지~키키\n 근데 보통 다른 남매들 보면 많이 싸운대\n 오호...저희 오빠가 특히 성격이 좀 쓰레기였어서(본인도 인정함) 진짜 억울했었어요 전ㅜㅜ\n 본인도 인정한 게 놀랍네 키키 나이 들고 보니까 그 땐 좀 심했구나 싶었던 건가\n 아냐 남매들은 다들 그렇대~\n 내 친척 동생들도 남매인데 1살 차이거든 걔네들 싸우는 거 보면 진짜 살벌하게 싸운다\n 난 걔네 한 집에서 사는 게 신기했어 항상\n 진짜 오빠랑은 막 뺨 때리면서 싸운 적도 있었어요 키키\n 길에서 마주치면 아는 척 안하고 키키\n 근데 그렇게 사이 안 좋았던 것도 아니고 참... 핏줄이 뭔지 허허허\n 오와 뺨까지...? 무섭다 ㅠㅠㅠ 후덜덜\n 언니는 오빠랑 몇 살 차이야 그럼?\n 남매들 살벌하다니까~ ㅠㅠ\n 나는 10살 나\n 우아 언니가 막내야?\n 신기하당 우리는 3살 차이!\n 우와 난 2살! 언니 10살이나 차이 나는 줄 몰랐어...\n 꽤 많이 나네~\n 뭔가 오빠가 삼촌? 느낌 일거 같음 키키\n 내가 그래서 카페 앞에서 아빠가 2명인 거 같다고 했잖아 키키\n 오 완전 신기해 상상이 안 가 그런 오빠..."
477,일반 대화,사람들은 사랑이 영원할거라 믿어\n 아 거기서부터 불행의 시작이지\n 무슨 말인지 공감 된다.\n 그래서 그 사실을 먼저 받아들이고 인정해야해\n 생각만 해도 슬프다\n 영원한 사랑은 영화에만 있는 걸까\n 연애나 결혼이나 그 감정의 유통기한은 끝나기 마련이지\n 정으로 산다는 말이 있잖아\n 맞아 괜히 그런 말이 있겠어\n 감정이 다했다고 해서 관계까지 다한건 아니야\n 오... 말이 그럴싸한데?\n 그치. 그 관계를 이어나가는데 노력이 필요하지\n 혼자 노력하면 분명 누군가는 지쳐\n 맞아 같이 맞춰가야지\n 그래서 나랑 맞는 사람을 찾는게 좋아
478,일반 대화,다들 유투버 쯔양이라고 알아?\n 응응 안 그래도 이번에 울릉도 간 것도 봤지 키키\n 쯔양 위 진짜 크더라\n 그 울릉도 간 영상에서 독도새우 가지고 독도는 우리땅이라고 했다가 난리 났었잖아\n 왜?! 독도새우 가지고 독도는 우리땅?\n 맞는 거 아니야?\n 아 그런 문제가 있었어?\n 일본인들이 난리 친 거지 키키\n 구독 취소 한다 어쩐다\n 아 그런 놈들 구독 취소하라 그래\n 필요도 없는 것들 퉤!\n 헐 대박\n 왜 그런다냐\n 키키 그니깐\n 잘 된 거 같아\n 완전 잘됐지\n 아주 그냥 그런 못된 놈들 다 취소하라 그래!\n 다 취소해라 퉤퉤\n 오히려 땡큐지\n 싸움 부추기는 거 같다고 뭐라 하더라 키키\n 참나\n 독도는 당연히 우리나라땅이구만\n 일본도 참 어지간히 한다\n 중국은 한복이 지들 거라고 떠들디만\n 에혀\n 이놈의 인기는 참\n 진짜 귀찮게 하는 애들 많아\n 키키 정말 우리나라 다 좋아하나벼~\n 그니깐\n 우리나라가 적당히 잘나가야지 참\n 일본 중국 망해라!\n 진짜 별것도 아닌 걸로 시비야
479,일반 대화,레이저 제모 얼마정도 해?\n 광고보니까 3만원 정도던데?\n 요즘엔 워낙 보편화 돼서 안비싸\n 1회에 얼마정도야?\n 할 생각 있어 보인다?\n 1회에 3천원~5천원 정도?\n 몇 번 정도 받아야 효과 있는데?\n 나도 어머니 해드릴까\n 10회 정도 받아야 해\n 어머니가 시켜드리면 좋아하시겠다\n 아픈거 참으실 수 있으려나\n 이참에 효도 해봐\n 그나저나 너 눈썹 문신 했지?\n 헉 문신한거 티났어?\n 응 티나긴 해
480,일반 대화,"너네 피아노 타일 알아?\n 아, 그 피아노 치는 게임? 알고 있어.\n 나도 알고 있어.\n 옛날에 많이 했었거든.\n 이번에 피아노 타일 3가 나와서 하고 있어.\n 그래? 그거 하면 손가락 엄청 아프던데.\n 맞아, 빨리 눌러야 하니까 게임하고 나면 손가락이 아파.\n 초등학교 때 애들 진짜 많이 했었는데.\n 맞아, 진짜 어려운 곡 깼을 때 자랑 엄청 하고 다녔어.\n 그 게임 잘하는 애가 인기도 많았지.\n 이번에 깔아서 나랑 같이 하자.\n 좋아, 오랜만에 해봐야겠어.\n 초등학교 때 했던 것처럼 대결하자."
481,일반 대화,강아지가 아보카도 먹어도 되니?\n 아니. 절대 안 돼\n 왜? 아보카도가 가장 영양가 높은 과일이잖아\n 그렇긴 한데 강아지는 먹으면 안 돼\n 왜 먹으면 안 돼?\n 아보카도에 있는 퍼신이라는 성분 때문에\n 그 성분이 어떤 문제를 일으키는데?\n 위장장애랑 호흡곤란이 발생할 수도 있대\n 먹이면 안 되겠네\n 응. 강아지가 먹지 않도록 조심해야 해
482,일반 대화,난 나중에 유기견 입양할 거야.\n 근데 그거 엄청 까다로운 거 알아?\n 유기견 입양하는데 까다롭다고?\n 응 다시 유기할 가능성을 최대한 배제해야해서.\n 근데 까다로울 게 있나?\n 수입상태 주거상태 이런 거 다 따질 걸?\n 생각보다 엄청 까다롭네.\n 마음만으로는 책임질 수 없는 일들이 많으니까.\n 나도 데려오기 전에 준비를 많이 해야겠다.\n 응 너도 무작정 데려오기만 해서는 안 돼.
483,일반 대화,다들 기차여행 가본적 있어?\n 기차 여행 꿈은 꿔보고 실천은 못 해봤어 너넨?\n 나도 기차 여행 가보고 싶어 ㅠ\n 최근에는 안 가본 거 같아!\n 나도 대학 때부터 가야지 가야지만 하고 안 갔어 ㅠ\n 뭔가 재밌을 거 같아 키키 생소하긴 해\n 가본다면 어디 지역 가보고 싶어?\n 음 난 아랫지방으로 가고 싶어 하하\n 난 지금은 힐링 필요 어디든 가고 싶음 키키\n 맞아 ㅠ\n 나도 휴가 쓰고 놀러 가고 싶어!\n 나도 ㅠㅠ 요즘 바닷가 가고 싶더라\n 더 추워지기 전에 가봐야지 키키\n 그니까 ㅠ\n 근데 겨울이니까 스키장도 가보고 싶어\n 스키장 좋지 키키 곧 개장 하겠다\n 스키 재밌지 키키 갈려면 다 렌트? 대중교통?\n 나는 렌트를 해서 갈 거 같아 키키 대중교통으로는 짐이 많아서 힘들 거 같아 ㅠ\n 렌트 할 거 같아 키키 대여도 해야 하고 이리저리 바빠서\n 요즘 렌트 문화가 잘 되있긴 하지 ㅋㅋ\n 맞아 ㅋㅋ 제주도 렌트가 많이 비싸던데 ㅠㅠ
484,일반 대화,너 컴활 자격증 공부 말고 다른 공부는 안 해?\n 컴활 따면 워드도 해야 하지 않을까 싶어\n 그럼 너는 사무직을 준비하는 거야?\n 그치 저게 아무래도 기초니까 기초부터 따고\n 어디 가고 싶은 곳은 있어?\n 어 불러주면 가야지 가고 싶은 데는 딱히 없어\n 키키 그거는 인정이야\n 하루에 몇 시간 공부해?\n 하루에 2~3시간 하는 거 같애\n 오 엄청 오래하네 안 힘들어?\n 힘들지만 어쩔 수 없잖아 해야지 키키\n 맞아 난 포기했으니까 니가 대신 열심히 해 줘!\n 그래 열심히 해서 따게 되면 알려줄게~\n 근데 워드는 어떻게 하는 거야?\n 그거는 너가 추천한 대로 유튜브 볼려고\n 역시 유튜브가 짱이라니까? 인정?\n 맞아 맞아 어 인정!
485,일반 대화,와 어제 날씨 봤어?\n 난 어제 진짜 덥던데 키키\n 더운 것보다 하늘에 구름이 장관이던데!\n 오 하늘도 보고 다니네 키키\n 맞아 점심 먹으러 나왔다가 잠깐 봤지\n 비 온 뒤라 그런지 진짜 맑긴 하더라\n 맞아 저녁 노을도 새빨갛더라\n 이야 노을 못 본 거 아쉽네 회사에 있느라\n 그래? 어제 그렇게 바빴어?\n 응 많이 바빴어 저녁까지 했어 ㅠ\n 그렇구나 오늘도 날씨 좋았긴 했는데!\n 요즘 하늘 볼 틈이 없네 ㅠ\n 그렇구나 여유 좀 갖고 살아!\n 맞아 간간히 하늘도 보고 살아야겠어\n 그래 좋은 생각이야 내일도 날씨 좋을 예정!\n 오 내일 하늘 기대된다
486,일반 대화,"전에 내가 유럽이랑 미국에서 천연가스 공급 문제로 난리라는 이야기 했었지?\n 응, 들었어. 그래서 요즘은 석탄도 사용하고 있다며.\n 그런데 천연가스 공급의 결정권을 쥐고 있는 러시아에서 올해 공급량을 동결하기로 결정했대.\n 어머, 그러면 이 사태가 장기화 될 우려가 있겠네.\n 맞아. 그래서 에너지 무기화에 대한 반대 여론이 올라오고 있어.\n 자신들의 입장을 유리하게 하기 위해서 환경을 인질로 협상하다니 좀 너무하다.\n 맞아. 그렇게 느낄 수 있지.\n 그래서 자원이 중요하다고 하잖아.\n 우리나라 같은 자원이 부족한 나라는 이런 이슈가 발생하면 사회의 많은 부분이 흔들리게 되잖아.\n 맞아. 아무래도 수입 이외에는 방법이 없으니까 더 영향을 많이 받지.\n 우리도 자원은 없지만 인적 자원에 힘을 쏟아서 다른 나라의 결정에 휘둘리지 않을 원동력이 되었으면 좋겠다."
487,일반 대화,"날씨가 추워지면 생각나는 드라마가 있어?\n 겨울연가가 생각이 나네.\n 글쎄 난 생각나는게 없는데 겨울연가 들으니 생각나네\n 나도 겨울연가가 생각나고, 뭔가 있었던 것 같은데 음...\n 배용준이 겨울연가 찍고 욘사마로 일본을 재패했잖아.\n 그렇지 최지우도 지우히메로 유명해졌지\n 피노키오처럼 겨울배경에 눈 내리는 장면들도 생각난다.\n 정말 생긴게 중요하다는 걸 많이 느꼈어.\n 아무래도 겨울엔 눈이 많이 생각나긴하지\n 겨울연가는 겨울 마다 재방송 해줘도 재밌게 보게 돼.\n 응 지금도 케이블티비 틀면 심심치 않게 볼 수 있을 걸?\n 지금 보면 좀 촌스러울 것 같긴한데"
488,일반 대화,회사에서 시간 관리를 어떻게 하고 계시나요?\n 저는 회사일정을 따로 스티커메모장에 적어놓아요\n 다이어리에 적어요\n 저는 컴퓨터에 바탕화면 달력을 설치하고 일정을 써 놓고 사용하는데 시간 관리가 잘 되더라고요.\n 저도 컴퓨터에 있는 팝업용 메모장에 써요\n 정말 좋은 방법같아요\n 여러분의 시간 관리 방법을 듣고 싶습니다.\n 저는 제 일을 끝내면 개인적인 일을 봐요\n 저는 점심시간을 이용해요\n 70세가 넘어도 시간 관리는 제 마음처럼 되지 않네요.\n 맞아요 저도 쉽지 않네요\n 저도 시간 관리가 정말 힘드네요
489,일반 대화,겨울에 스키나 보드 타본 적 있어?\n 스키는 예전에 한번 타 봤당! 하하\n 나는 스키는 몇 번 타보고 보드는 한 번 타봤어!  너는?\n 나는 보드만 1번 타봤는데 너무 힘들더라...\n 다음에 스키로 타봐야겠어!\n 진짜 보드는 양발 다 묶여 있는 거잖아 난 그래서 도전도 못했어 키키\n 근데 스키는 너무 무거워 ㅠㅠ\n 다 타고 리프트까지 걸어가는 거 너무 힘들어서 보드 탔는데 재밌더라 키키\n 요새 코로나 때문에 못 갔는데 가고 싶당\n 맞아 두 발 다 묶여서 내 다리 같지가 않고 힘들었어...\n 스키는 무겁구나 그래도 타볼래~\n 보드도 무겁지 않아?!\n 스키 진짜 못 타면서 또 오기는 있어서 완전 높은 곳 올라가고 그랬어\n 스키 진짜 우리 키만 해 무거워 보드가 훨씬 나아 키키\n 나 스키 다 내려와서 낑낑대고 리프트 갈 때 친구들이 끌어줬어\n 근데 보드도 무겁긴 해... 키키\n **언니 역시 할머니네 나는 무섭던데 높은데 어케 올라가 ㅜㅜ\n 근데 올라가면 못 내려오지...\n 거의 충돌 사고 계속 내고 기어서 내려왔어 하하\n 아마 지금 가면 그냥 뒤뚱 거리다가 힘 빠져서 숙소로 갈듯\n 키키 나는 밤 스키로만 탔는데 완전 눈에서 타는 느낌이 아니라 얼음 얼어있는 데서 타는 느낌이라 진짜 빠르고 무서워 ㅠㅠ\n 다음날 온몸이 쑤셔\n 맞아 난 느리게 가고 싶은데 속도 조절을 못 하니까 너무 빨리 내려가 ㅜㅜ\n 앞 사람한테 부딪힐 거 같고\n 웅웅 그리고 스키복 입고 몸도 둔한데 발도 맘대로 컨트롤을 못하니까 더 불편했어 키키\n 키키 나는 그래서 무조건 에스짜로 왔다 갔다 내려와 키키\n 또 타고 싶당! 보드는 진짜 어려워 잘 타는 사람 신기해\n 난 진짜 아예 탈줄 몰라 키키\n 다시 가서 도전해 보고 싶다!\n 키키 맞아 성인 되고는 한번도 안 가봐서 또 가고 싶네!\n 맞아 너무 무서워 넘어져서 옆에 구석 도랑에 빠진 사람도 구출해 준 적도 짱 많아\n 키키 성인 돼서 안 가봤다고?\n 그럼 언니 안 간 지 엄청 오래 된 거네 키키\n 스키장에 옆에 도랑이 있어?\n 웅웅 진짜 오래 됐어 키키\n 구석 도랑은 뭐야 아니 너가 구출 당한 게 아니고 구출을 한 거야? 못 미덥네\n 타기도 전에 누가  위에서 내려오다가 그 펜스라고 해야 되나? 그물망 옆으로 박으면서 떨어졌어 진짜 아파 보이더라 물론 친구가 구해줌 하하\n 키키 짱 웃기네 언니는 왜 안 구해줘\n 아니 **이가 구해주다가는 같이 빠져 있을 것 같은데? 키키\n 키키 아니 겨울 옷 입고 너무 밑에  빠져서 내 팔이 안 닿았어\n 나는 내 친구 잡아줌 하하
