idx,class,conversation
430,일반 대화,아 나 오늘도 지각했어\n 여보 또 지각했어?\n 왜 늦잠 잤어요?\n 아니 지하철을 지나쳐버림\n 지하철을 지나쳤다고? 그게무슨?\n 아니 갈아타는걸 놓친거?\n 응 맞아 내가 반대로 탔더라고\n 그건 지나친게 아니라 거꾸로 탄거지\n ㅋ 형부 진짜 많이 피곤하신듯\n 맞아 나 맨날 너무 일이 많아\n 여보 알바를 좀 줄여\n 맞다 알바도 하고 좀 쉬세요
431,일반 대화,나 중국어 학원 끊었어\n 너는 진짜 배우는 거에 관심 많은 거 같아\n 아 진짜 중국어 왜 하필 중국어야\n 키키 ㅌ 나 원래 중국어 전공이잖아~\n 맞아 원래 전공인데 이어서 해야지 키키\n 중국 나는 별로야 영어 학원 다니지\n 이번에 자격증 만료 돼서 다시 따야 됨\n 요즘 중국이 말이 많기는 해 ㅠㅠ\n 그럼 다시 공부 해?\n 전공 이니까 어쩔 수 없지 중국어 잘해?\n 자격증은 이게 안 좋아 만료되는 거\n 맞아 만료되면 다시 해야 되는 거 별로야\n 아 진짜 만료돼서 불편하긴 하겠다\n 어... 진짜 기간 다가오면 스트레스\n 그거 다시 안 따면 아예 사라지는 건가?\n 진짜 별로다 다시 따야 하는 거잖아?\n 그치? 아닌가?\n 응 아예 자격증이 사라져\n 그럼 자격증 하나하나 기간 다 체크 해야겠네...\n 진짜 다시 따려면 공부해야겠다 힘내
432,일반 대화,"점점 취업 시장이 안 좋아지고 있다나봐,\n 나도 체감해 보니 그런 거 같아 ㅠ\n 정말 그래.\n 요즘엔 아르바이트 구하기도 힘들다던데 취업도 더 심각해진 거 같아.\n 맞아 ㅠㅠ\n 취준생들 중에 고스펙자들도 엄청 많을 거 같아.\n 아직 취준 하고 있는 친구들 있어?\n 응응! 내 주변 친구들은 아직 준비 중인 친구들이 더 많이 있어서 정말 더 체감하고 있는 중이야. ㅠㅠ\n 아 그렇겠다. ㅠ\n 나는 확실히 친구들이 자리를 좀 많이 잡은 상태야! 일찍부터 직장 생활들을 해서...\n 그래서 나도 취준일 때 좀 약간 주눅 드는 느낌도 있긴 했었어\n 그렇구나!\n 확실히 주변 친구가 빨리 취업하면 좀 조급해지고 위축되는 거 같아.\n 나도 그랬었거든 ㅠㅠ\n 맞아. 그래서 취준 생활이 힘들긴 했어.\n 지금이야 어떻게 직장 다니고는 있지만!\n 근데 예전이야 몰라도 요즘은 한 직장을 계속 오래 다니지 않고 옮기는 추세잖아.\n 그래서 계속 스펙 쌓는 것도 틈틈이 신경 써야 할 것 같아!\n 맞아 그런 분위기더라!\n 나는 안정적인 걸 좋아해서 한 곳에 오래있고 싶었는데 그게 또 내 마음대로 되는 것도 아니니까 잘 계획하고 알아보면서 해야 할 것 같아.\n 정말 쉽지 않네 ㅠㅠ\n 맞아. 대기업 같은 데는 복지도 좋겠지만 그 외 다른 곳들은 복지나 아니면 자기가 생각하는 연봉이나 그 회사\n 그치 내가 생각했던 것이랑 다른 부분도 있을 거고 그러다 보면 다른 곳으로 옮기게 되고 그런 것 같아.\n 그래서 다들 잘 맞는 곳 찾으려고 여러 군데 옮기시는 것 같기도 해!\n 맞아! 각자 원하는 게 있을 테니까!\n 내 친구는 코로나 터지고 나서 재택 근무한 지 되게 오래 됐거든.\n 근데 걔는 워낙 일 자체를 좋아하는 사람이라 그런가 재택 근무 싫다고 그러더라 커커\n 출근하고 싶대.\n 와 정말?\n 그런 분들도 있구나 키키\n 밖에서 일하는 분위기 속에서 일하고 싶으신 분들은 재택 근무하기 좀 힘들 거 같긴 하다.\n 응 몇 달 동안 재택 근무만 하면 회사 동료들이랑 얘기하고 같이 어울리면서 일하는 게 그립긴 할 거 같아 ㅠ\n 맞아 집이 편하고 시간도 아낄 수 있지만 능률이 떨어지거나 사람들이랑 이야기하면서 여러 문제들도 풀어 나가고 하는 것들은 조금 어려워질 거 같아!\n 근데 요즘에는 상황이 이러니까 뽑는 인원도 적어지고 정규직 채용도 많이 안 하는 것 같아서 걱정이야.\n 맞아. 그래서 정부에서 일자리 정책이라고 청년 디지털 일자리 이런 것도 하던데 일회성으로 끝나는 거 아니냐고 비판하는 목소리도 많더라.\n 대부분 계약직으로 끝날 테니 ㅠㅠ\n 아 맞아!\n 청년들이 일할 수 있는 발판을 마련해 주는 것 같아서 좋았는데 그게 아무래도 정규직까지 간다는 건 좀 한계가 있지 않을까 싶어... ㅠㅠ"
433,일반 대화,"요즘 햄스터도 애완으로 키우나?\n 웅 햄스터도 키우는 사람 은근 있더라!\n 응 햄스터도 애완 동물이지!\n 나는 어릴 때 키웠는데 죽었어ㅠㅠ\n 헐 ㅠㅠ\n 그래도 그때 까지 잘 키웠나보네!\n 햄스터는 예민한 동물이라 그래ㅠ\n 응 햄스터가 스트레스를 많이 받아서ㅠ\n 맞아\n 그리고 가끔 사라지면 못 찾는다고 그러더라\n 나도 초등학생 때 햄스터 키웠는데\n 그때 어린마음에 너무 충격이었어\n 맞아 어릴 때라 충격 엄청 컸을거 같아 ㅠㅠ\n 맞아 그런 장면 보면 충격이지\n 응 그이후로 햄스터는 못 키우겠더라\n 웅 그래서 나도 애완동물 잘 못 키워 ㅠㅠ\n 다른 애완 동물은 어때?\n 또 나를 떠날까봐 못 키우겠어\n 맞아\n 한번 그러면 겁 부터 나더라고 ㅠㅠ\n 맞아,\n 항상 다들 그런 걱정하지"
434,일반 대화,오늘 춤 배우는 거 재미있었어.\n 언니 춤도 배워?\n 춤 춘 지 조금 됐대.\n 나 오늘이 2주차였어.\n 우와 특이한 취미다.\n 방송댄스 배우는 거야?\n 아니 힙합 댄스 배우고 있어.\n 힙합댄스라니 더 특이하네.\n 힙합이라니 비쌀 거 같아.\n 4번에 12만원이라 좀 비싸긴 해.\n 그래도 아예 못할 가격은 아닌데?\n 특이한 장르라 그 정도면 괜찮네.
435,일반 대화,"나 오늘 버스 놓쳤어,\n 헐 아침에 추운데 ㅠㅠ\n 그래서 택시 탔어?\n 헐 어쩌다가 ㅠㅠ\n 뭐 때문에?\n 아니 버스 정류장에 택시가 계속 서있어서 놓쳤어\n 헐 뭐야 택시가 왜 거기에 서있어 ㅡㅡ\n 아, 그래서 회사는 지각했고?\n 아니~ 가는길에 과장님 차~\n 오 과장님 나이스~ 이득\n 키키 너희 회사 사람 좋네\n 응 길 가는데 마주쳤지 뭐야~\n 키키 그나마 다행이네 과장님 지나가서 하하\n 너 속으로 이득 했겠네 키키\n 응 당연히 속으로만 이득~\n 버스비도 아끼고 따숩고 편하게~\n 키키 다음에도 태워다 달라고 그래\n 응 그럼 퇴근길도 부탁해볼까?\n 맞아 지나가는 길이면 카플 해달라고 그래!\n 키키 그래야겠다 너 한번 더 부탁해"
436,일반 대화,이번 영화 재미있었지?\n 응 너무 재미있었어\n 특히 쿠키 영상이 대박이었지\n 맞아. 다 끝난줄 알았다가 빵터졌네\n 요즘 영화들은 왠만하면 쿠키 영상이 있더라고\n 그래서 나도 자막 다 올라갈때까지 기다리는 편이야\n 나도. 근데 너무 오래 기다려야해서 별로야\n 맞아. 바로 보여주면 더 좋을거 같아\n 그래도 우리가 이해해야지\n 응. 고생한 사람들 알려주는 거니까
437,일반 대화,나 이번에 처음 해외여행 가면서 비행기도 처음 타봤어\n 어머 그래? 고등학교 때 보통 제주도 수학여행 가면서 타보지 않나?\n 아니야 우리 학교는 제주도 갈 때 배타고 갔어\n 우리는 고등학교 때 학교 내부 문제로 수학여행을 못갔었거든ㅠㅠ\n 그렇구나 어디로 다녀왔어?\n 그러게 비행기는 어디 꺼 타구?\n 상해에 가면서 아시아나 비행기 타봤어\n 그래? 기내식도 먹었니?\n 맞아 상해갈 때 기내식은 주던데\n 응 그리고 처음 타보는 거라 돈 조금 더 내고 비즈니스석을 타봤어~\n 어머 잘했네 비즈니스석은 나도 아직 안타봤어\n 그러게 처음 탈 때 아주 제대로 탔어!
438,일반 대화,"너네 회사 복지는 어때?\n 복지는 뭐, 복지라고 자랑할만한게 없네\n 그치? 우리 회사도 마찬가지야\n 에휴 무슨 복지야,, 월급이나 올려줬으면 좋겠다.\n 맞아, 근데 복지가 좋아져야 사람들이 오래 근무하지 않을까?\n 그렇지, 너네 회사는 노조 있어?\n 응 있지. 분기별로 안건을 건의할 수 있어.\n 오 그러면 좋겠다~ 안건도 많이 올라오나?\n 생각지도 못한 아이디어들이 나와서 그래도 요즘 조금 좋아진 것 같아.\n 오 대박이네? 부럽다~"
439,일반 대화,몇년사귀고 결혼하는게 가장 적당할까\n 그건 나도 잘 모르겠다 키키\n 타이밍이라는게 있지 않을까\n 나는 그래도 좀 오래 만나고 결혼하고 싶은데 한 3-4년?\n 맞네 근데 사람마다 다 다른거 같긴해\n 그치 이게 사람마다 다 다르게 생각하니깐\n 키키 결혼은 중요한 일이니까 신중해야 할듯\n 확신까지 걸리는 시간이 다 다르니까\n 맞어 결혼은 진짜 신중히 해야되는거니깐\n 양가에서도 어떻게 생각해야 하는지도 봐야할듯\n 빨리하는 사람은 한달만에 하는 사람도 봄 키키\n 그건 진짜 운명인거고 키키\n 키키 ㄹㅇ 결혼 무서워 어케함
440,일반 대화,오늘 대형사고 쳤다 퇴사를 해야할지 고민이된다\n 얼마나 큰 사고길래 퇴사까지요\n 몰라 내 실수는 아니지만 회사에 타격을 입힌거 같아\n 나가라고 할때까지 버티세요 전 예전에 주유소 알바하는데 기름이랑 경유랑 착각해서 잘못넣은저 있어요\n 그런 실수를 하면 아르바이트 짤리지 않니?\n 맞아요 근데 삼촌 가계라 짤리지는 않았고 저희엄마가 50만원주고 해결해줬어요\n 심하다 여자라서 그런가 주유 경험이 없으면 그런 싫수는 할수 있지\n 전 뭘 잘못한지 모르고 있었어요 ...나중에 사태 심각성을 알았죠\n 알바하는것도 쉽지가 않겠구나 난 투잡을 지금 많이 생각 하고 있거든\n 알바 어려워요 하던사람들이나 하지 않해본 사람들은 포기하는게
441,일반 대화,너는 연애 오래하는 스타일이야?\n 나는 좀 금방금방 질려하는 스타일\n 질릴 때마다 헤어지는?\n 그런 것 같아 아무래도\n 하긴 마음이 식으면 헤어져야지\n 맞아 붙잡고 시간만 보낼 순 없잖아\n 상대방은 근데 황당할듯\n 인정 갑자기 헤어지자고해서 어이없을 듯\n 나는 이제 정착하고 결혼하고 싶다\n 안돼 연애 좀 더 해보고 가야지~
442,일반 대화,"아, 영화 요즘 티비로 더 많이 하는 거 같아\n 어 맞아 진짜 티비에 많이 나오더라 키키\n 나 이번에 샹치 보고 양조위 팬 됬어\n 양조위? 홍콩 배우 아니야?\n 아 샹치 나도 재밌게 봤는데 키키\n 응 진짜 잘생기고 혼자 다 해\n 키키 잘 생기면 끝이야, 다 오빠야,\n 그럼 잘 생기면 다 오빠야 키키\n 키키 나는 형, 잘 생기면 다 형이야,\n 나랑 나이 차이 많이 나도 오빠야\n 키키 근데 그분 진짜 멋있긴 하더라고!\n 키키 너 너무 적극적인 거 아니야?\n 양조위 짤도 진짜 멋있는 거 많아 ㅠㅠ\n 내가 보기엔 이번에 푹 빠진 듯 하하\n 휴대폰에 이미 있다에 한표\n 당연하지 벌써 100개 넘는다고\n 그분 나오는 영화 정주행 하고 있다에 한표\n 그래 짤은 많을수록 좋지..."
443,일반 대화,너희 그알 같은 시사 방송도 봐?\n 아 그알은 가끔 봐 키키\n 채널 돌리다가 하면 보곤 해 키키\n 나 그알 같은 시사 방송 짱 좋아해\n 맞아\n 그런 거 은근 집중 잘 되잖아\n 그럼 너네 꼬꼬무 그것도 봐?\n 응 실화라서 완전 몰입력 쩔어\n 아 그거 당연히 보지 그거 최고야\n 나 최근에 그거 보다가 잠 못 잤잖아\n 꼬꼬무? 그건 당근 어제 봤지~\n 맞아\n 나도 그거 맨날 밤에 틀다가 봄\n 어 그거 장난 아니야\n 그알 보다 나는 꼬꼬무가 더 좋더라\n 아 그건 봐도 봐도 재밌더라\n 맞아 봤던 거 또 보고 못 들엇던 내용도 듣고 키키\n 역시 우리는 취향이 다들 비슷해 키키\n 시사 방송 나름의 재미가 또 있어~\n 맞아\n 알아가고 똑똑해 지는 기분이야 키키\n 똑똑해 지는 기분은 뭐야 키키
444,일반 대화,나 부탁이 있어\n 부탁? 무슨 부탁인데?\n 나 5만원만 줘\n 어디에다 쓰려고?\n 게임 현질하려고.\n 현질? 제정신이야?\n 왜? 안돼?\n 당연하지! 나는 게임에 돈쓰는거 허락못해\n 정말 너무하다.\n 이렇게 부탁하는데\n 그래도 안돼. 절대로!
445,일반 대화,나 이번에 수족관 하나 샀어 하하\n 오 대박 누구 키우려고 키키\n 엥 갑자기 웬 수족관?\n 강아지나 고양이는 키우기 싫어서 물고기!\n 물고기 구피 키우려고?\n 물고기 종류 잘 몰라 키키\n 물고기?\n 어항에서 냄새 나잖아 ㅠ\n 내가 꾸준하게 청소해주면 되지\n 응 그거 고무장갑 끼고 엄청 닦아야 해 키키\n 그래서 무슨 종류로 키우는데?\n 아직은 몰라 이제 사러 가봐야지\n 가서 이쁜 물고기 겟 해와 키키\n 너 어디로 사러 갈 건데?\n 몰라 마트 안에 팔고 있던데...?\n 어 그럼 구피일 확률 매우 높겠군\n 아 그럼 나도 따라가자 키키\n 너 다른 먹을 거 사려고 하는 거지\n 키키 그런 듯\n 내 간식도 사다 줘\n 아... 어째 알았냐 너 ㅎ
446,일반 대화,우리 집 주변에는 정말 아무것도 없다\n 그러게. 죄다 아파트 뿐이야\n 상가에 가려면 20분은 걸어가야돼\n 맞아. 너무 멀어\n 그렇다고 차타고 다니기도 애매하고\n 그래서 자주 안다니잖아\n 하긴 돈도 아끼고 좋지 뭐\n 맞아. 자주가면 괜히 돈만 쓰게돼\n 그나마 편의점이라도 하나 있어서 다행이야\n 천만 다행이지\n 교통$\n 차 꼬라지가 이게 뭐야?\n 왜? 뭐가 어때서?\n 너무 더럽잖아!\n 그건 어제 비가와서 그래\n 내부도 너무 더러워!\n 음...더럽긴 하네.\n 이번주에 당장 세차하러 가자\n 이번주에? 다음주에도 비소식 있던데.\n 진짜? 그럼 안되겠다.\n 그 다음주에 비 안오면 세차하자
447,일반 대화,나 요즘 PT받는데 내 몸을 알게 되는 것 같아\n 피티 힘들다고 하던데 대단하다\n 나도 첫 한달은 힘들고 재미도 없고 그랬어\n 식단도 같이 하면서 하는 거야?\n 응 운동은 식단도 중요하니까\n 피티하면 어떤거 해?\n 매일 조금씩 달라 운동하는게\n 전문가가 체계적으로 운동시켜주니까 좋겠다\n 체력도 진짜 많이 길러진 것 같다\n 나도 체력이 저질이라서 받아보고 싶다
448,일반 대화,나 이번에 경주 여행왔어!\n 경주?\n 어릴 때 수학여행 이후로 안가 본 듯\n 헐 경주?\n 핑크 뮬리 유명하잖아\n 오 맞아 키키 핑크뮬리 보러 왔어\n 아 거기에도 핑크 뮬리가 있어?\n 응 하하 거기 그걸로 유명하던데?\n 응 하하 저녁엔 한옥 호텔에서 잘거야\n 대박 진짜 이쁘겠다 ㅠㅠ\n 사진은 잘 찍었어?\n 와... 생각만해도 너무 좋겠다ㅠ\n 응 사실 사진찍으러 왔지 키키\n 키키 맞아\n 다 사진이지\n 한옥 호텔도 사진이잖아 키키\n 키키 아 친구들이 엄청 고생했겠네\n 나도 친구들 많이 찍어줬거든 ㅠㅠ\n 다같이 고생이야\n 인생사진 하나씩 건져야 되잖아 키키\n 키키 응 맞아\n 여행하면 인생샷이지\n 맞아 내가 다음에 인생샷 찍어줄께~\n 그래도 여행 너무 부럽다 ㅠㅠ\n 나도 이쁜거 하나 건져 줘 키키\n 키키 우리 모두 인생샷을 위하여~
449,일반 대화,"올겨울 역대급 한파가 올거라고 뉴스에 나오네\n 와... 작년에도 추웠는데 더 추워진다고?\n 응 지구온난화로 인해 이상 기온 현상이 자주 일어난다고 해\n 갈수록 지구가 아파하는 게 느껴지네\n 정말 여름엔 더 덥고, 겨울엔 더 춥고 날씨가 이상해\n 정부에서 탄소 배출권 규제도 하고 있으니 좋아질 거야\n 후진국에선 아직도 산림을 파괴해서 돈 벌고 있어\n 우리라도 일회용품 덜 쓰고 자연보호에 힘쓰자\n 춥다고 난방 세게 틀지 말고 내복을 입으면 좋데\n 응 사소한 거라도 지켜야지"
450,일반 대화,등산 좋아하니?\n 등산은 좋아하는데 산을 잘 못 타\n 어 등산 좋아하는데 요즘 못 갔네\n 아~나도 도시파라서 산은 안 좋아하는데\n 나는 내리막길이 너무 힘들더라구\n 가을 다 가기 전에 등산 가고 싶다\n 요즘 가을이라 단풍보러 가고 싶어\n 너무 힘들지 않은 코스는 가고 싶어\n 맞아 단풍보러 가고 싶어\n 아~내리막이 무릎이 많이 상하지\n 막걸리도 한 잔 마시면 좋지\n 그래서 등산 스틱이 필수야
451,일반 대화,아 정말 집안일 하기 귀찮다\n 옛날에는 진짜 어떻게 다 하고 살았지\n 내말이 진짜 쉴 틈도 없었을 듯\n 어휴 난 그때 태어났음 인생 포기다\n 아니 벌써 빨래 일주일치 쌓였어\n 원래 하루만 안해도 금방 쌓여\n 안하면 티나고 해도 티 안나는 집안일 극혐이야...\n 오 왠지 좀 주부같은 발언이다\n 결혼도 안했는데 왜 주부의 삶이냐 진짜~\n 돈 많이 벌어서 도우미를 부르자
452,일반 대화,갑자기 레몬 케이크 이런 거 먹고 싶다 ㅠㅠ\n 헉 나도!\n 완전 상큼하고 달달해서 좋아..\n 그치? 사실 얼마 전에 갑자기 너무 먹고 싶어서 집 근처 카페에서 배달 시켜 먹었는데 너무 맛있었어!\n 와 진짜 맛있었겠다 ㅠㅠ\n 나도 레몬 케이크나 레몬 마들렌 이런 거 좋아해서 카페 가고 싶어질 때가 종종 있어 하하\n 오 맞아!\n 나도 마들렌 진짜 좋아해...\n 요즘은 디저트류도 다 배달되니까 집에서 편하게 먹기도 좋더라.\n 맞아 음료도 자주 시켜 먹더라!\n 근데 나는 아직 디저트류는 한 번도 시켜본 적은 없어 키키\n 익숙하지 않아서 그런가...\n 오 그렇구나.\n 나는 배달 앱 매니아야 키키\n 오히려 너무 배달 음식 많이 먹어서 큰일이긴 해!\n 오 정말?\n 배달 앱 자주 사용하는 분들은 진짜 다양하게 이용하시더라 키키\n 자주 시키는 음식 뭐 있어?\n 음 사실 나는 떡볶이 진짜 좋아해서 떡볶이나 뭐 피자 햄버거 이런 거 많이 시키고!\n 아 가끔 한식류도 시켜... 키키\n 넌 자주 이용 안 하는구나?\n 오오 떡볶이 나도 진짜 좋아해...\n 나는 자주는 아니지만 주로 시켜 먹는 종류는 떡볶이나 피자 치킨 주로 이런 거 시키는 거 같아! 하하\n 그치?\n 그래도 역시 배달 음식 줄이고 건강하게 집밥 먹는 게 좋은 거 같아!\n 맞아 그건 그래!\n 배달 음식이 편하긴 한데 확실히 몸에는 안 좋은 거 같아서 가끔 이용하는 게 좋긴 하더라구  ㅠㅠ\n 맞아 맞아!\n 요즘 외식도 잘 못 하게 돼서 자꾸 배달에 의존하게 되는 거 같은데 줄이도록 노력해봐야겠어!\n 그치 요즘은 더 그렇게 되는 거 같긴 해...\n 또 여름이라 날이 더워져서 그런가?\n 요리도 하기 싫고 나가기도 싫어... 키키\n 맞아! 아무리 집에 에어컨 틀어도 요리하고 나면 냄새 배니까 환기도 시켜야 하고...\n 여름에는 여러모로 불편하긴 한 거 같아 ㅠㅠ\n 맞아 우리 집도 그래서 되게 고생하고 있어 ㅠㅠ\n 얼른 여름 지나갔으면...
453,일반 대화,요즘도 애들 조기유학 많이 가나?\n 우리 때는 엄청 유행이었잖아.\n 필리핀으로 많이 갔던 것 같아.\n 아무래도 영어권으로 가니깐.\n 근데 갑자기 그건 왜?\n 우리 조카 내년에 초등학교 들어가잖아.\n 언니가 미국으로 유학보낼까 생각하더라고.\n 내 생각에는 영어는 확실히 어렸을 때 배우는게 효과가 좋은 것 같긴해.\n 그치. 아무래도 외국에 나가있으면 외국어 접하기가 더 좋으니까.\n 환경 무시 못하지.\n 근데 나이가 너무 어리니까 좀 걱정하는 것 같긴해.\n 언니는 한국에 있고 애만 미국으로 보낸다는거야?\n 이모가 미국에 있지 않아?\n 이모집으로 보낸다는거니?\n 응. 이모집으로 한 2년 정도만 보낼까 생각중이래.\n 나는 괜찮은 생각인 것 같긴해.\n 기회만 있으면 가는게 좋긴 하지.\n 우선 조카 생각이 제일 중요하지.\n 가기 싫은데 억지로 보내는건 조금 그렇잖아.
454,일반 대화,나 오늘 출근 아빠가 태워줌~\n 오 아빠 차 개이득~\n 아버님 이번에 차 바꿨다며\n 응 이번에 좀 큰 걸로 바꿨지!\n 대박 아버님 신차 하나 뽑으셨어?\n 오 어떤 종류로 뽑았어?!\n 이번에 suv로 뽑았는데 너무 커 ㅠ\n 헐 부럽다 ㅠㅠ\n 그거 차 어때 좋아?\n 키키 아버님 그래도 베스트 드라이버~\n 응 나는 그런 차 주차 못해\n 원래 가족 단위로 타려면 큰 차 사더라 ㅠㅠ\n 아버님이라 가능 키키\n 키키 요즘은 자동 주차도 있다던데\n 응 그래도 나는 못해\n 어 맞아 그거 기능 있는 거 있더라\n 키키 나도 아직 주차는 어려워\n 얼른 운전 연습이나 해야지...\n 웅 운전 연습해서 우리도 끌고 다니자 키키\n 해서 얼른 우리 태워줘!
455,일반 대화,"나 이번에 앱으로 택배 보냈어~\n 오 앱으로 택배 보내는 것도 있어?\n 앱으로 택배를 어떻게 보내?\n 앱에 그냥 입력하니까 되던데,\n 앱에 신청하면 방문해서 수거 하는거야?\n 오 어떤 앱이야? 알려줘!\n 응 요즘은 전화 안하고 앱으로 다하잖아 하하\n 나는 택배 하려면 맨날 우체국 갔는데 키키\n 와, 세상 편리해졌다 진짜\n 그러니까~\n 요즘 못 하는 게 없어\n 진짜 요즘 너무 편리해져서 살기 편해 키키\n 나도 택배 반품 앱으로 해야겠다\n 응 그냥 반품신청 버튼만 눌리면 끝이야\n 앱으로 신청하면 일반 요금보다 더 저렴해?\n 와 그거 대박 신기하다!\n 요즘은 거의 다 무료 반품!\n 오 대박 진짜 좋다 키키 앱 설치 해야지 하하\n 오 가격도 착하고 좋네!"
456,일반 대화,요즘 아파트는 이런저런 기능 있어서 좋아\n 뭐가 있지?\n 월패드도 있고\n 월패드가 뭐야?\n 패드로 집안 관리하는 거야\n 오 진짜 좋다\n 그리고 엘리베이터 호출도 있고\n 그 기능은 진짜 편한 것 같아\n 주방 하수구 탈수기도 있고\n 진짜 없어서는 안되는 기능들이지
457,일반 대화,"아, 집에 벌래 또 나와\n 헐 벌레?\n 세스코 거기 불러야 되는 거 아니야? ㅠㅠ\n 아 집에 벌레가?\n 윽 무서워\n 창문 방충망이 또 뚫렸나봐\n 헐 방충망 새로 갈아야겠네 키키\n 아 진짜 막아 좀... 왜 그래\n 다이소에서 테이프 좀 사야겠어\n 다이소 테이프로 막아도 괜찮데?\n 다이소 테이프로 막아도 돼?\n 다이소에 막는 테이프 따로 팔더라고\n 오 역시 다이소 없는 게 없어 키키\n 역시 없는 게 없지\n 다 있지 다이소~\n 막는 걸로 안되면 망을 새로 사야지ㅠ\n 어 그건 돈 아까워 테이프 붙이자 키키\n 아 망을 사서 좀 막아라\n 키키 그래\n 지금 다이소 가야겠다\n 어어 그냥 다이소 달려가 키키\n 나도 달려갈래 지금 바구니 사러"
458,일반 대화,고등학교 다닐 때 독서감상문 숙제해본 적 있어?\n 항상 제출 날짜에 맞춰서 급하게 마무리했던 기억이 있어.\n 고등학교뿐만 아니라 대학교 와서도 교양으로 썼던 기억이 있어.\n 나는 고등학교 때 같은 책 제목인데 작가가 다른 책을 헷갈려서 잘못 쓴 적 있어.\n 그런 경우도 많은거같아 그래서 제목뿐만 아니라 작가도 확인해야 돼.\n 잘못 쓴 것은 어떻게 해결했어?\n 마감 2시간 전에 줄거리 읽고 다시 작성했어.\n 그래도 새로 작성해서 제출해서 다행이다.\n 2시간 전에 알게 된 거도 당황스러웠을 텐데 잘 마감했네!\n 다음부턴 미리미리 확인하고 검사하려고!\n 뭐든 미리 하는 것이 제일 중요한 것 같아.\n 미리 해놓으면 마음도 편하고 말이야.
459,일반 대화,이번에 우리 회사 직원 제주도로 신혼여행 다녀왔는데 사진보니까 너무 좋더라\n 하긴 코로나때문에 해외여행은 못가잖아 다들\n 맞아 제주도 좋았대?\n 응 포도 호텔 갔는데 너무 좋았대\n 가격보니 안좋을 수가 없겠다\n 맞아 엄청 비싸지\n 그런데 시부모님이랑 같이 갔다고 하더라구\n 응? 신혼여행을 시부모님을 모시고?\n 그러게 그럼 친정부모님은?\n 그냥 시부모님만 모시고 갔다왔대서 우리 직원들 다 경악했어\n 그러게 신혼여행을 따라가는 시부모가 흔하지는 않지\n 맞아… 무슨 사정인진 모르겠지만 아무리 그래도 좀 너무 하셨다
460,일반 대화,아 오늘도 지각이네 ㅠㅠ\n 너 요즘 왜이렇게 맨날 지각이냐\n 또? 야 지각 너무 많이 하지마 ㅠ\n 아니 오늘은 진짜 30분 일찍 나왔어 ㅠㅠ\n ...그래도 결과적으로는 맨날 지각하는 사람처럼 보이잖아\n 그러니까 .내일은 한시간 더 일찍나가\n 그게 아니고 키키 지하철에서 졸다가 내릴 곳을 놓쳤어 ㅠㅠ\n 키키 정신 차려야겠네. 요즘 너 힘든갑다 . 나사가 풀렸네\n 키키 이그. 정진좀 챙기고 다녀\n 내일부터는 지하철에서 앉지 말고 가야겠어 ㅠㅠ 내일도 늦으면 부장님이 불 뿜으실것 같아\n 말이라고. 나라도 화낸다\n 나같아도! 부장실로 너 안부른게 다행인지 알아 ㅋ
461,일반 대화,우리 엄마 이번에 쇼핑몰에서 또 질렀어 ㅠㅠ\n 키키 어머님 낙이시잖아 ㅠㅠ 그냥 하게 냅둬 ㅠㅠ\n 아 나도 옷 사는 거 좋아해\n 요즘은 명품도 앱에서 살 수 있나봐...\n 아 맞아\n 브랜디? 이런 데서도 명품 팔고 있더라!\n 오 요즘은 진짜 세상 살기 좋아\n 맞아\n 진짜 그래서 명품을 더 쉽게 사는 거 같아 키키\n 웅 어머님 이번에 가방 하나 사신 거야?\n 오 이번에 어떤 거 산 거야\n 아니!\n 겨울이어서 패딩 하나 사셨더라고 키키\n 아 패딩은 사셔야지 키키\n 잘 쇼핑 하셨네!\n 이번 겨울 엄청 춥다던데\n 키키 다음엔 나도 같이 사달라고 해야지...\n 이렇게 엄마한테 슥 내꺼 올려 버리기~\n 오호\n 나도 이번에 하나 사야겠어\n 패딩 하나 정도는 있어야지~
462,일반 대화,나 오늘 정말 가고싶은 동물카페를 봤어.\n 정말? 왜 가고싶은데?\n 내가 좋아하는 고양이들이 정말 많더라.\n 너 고양이 진짜 좋아하잖아.\n 맞아. 종류도 많고 만지고 먹이도 줄 수 있나봐.\n 가면 무척 좋아하겠다. 다음에 갈까?\n 좋아. 거기가면 고양이 집으로 데려오고 싶을 거 같아.\n 너무 귀엽긴 하겠다.\n 나도 고양이가 세상에서 제일 귀여운 거 같아.\n 너도 그렇게 생각하구나.\n 우리 나중에 꼭 고양이 키우자.\n 좋아. 잘 키울 자신 있어.
463,일반 대화,나 진짜 너무 피곤하다.\n 너 또 과제 하느라 밤 샜지?\n 쟤네 과는 진짜 과제 양이 무시무시한 것 같애.\n 우리 과는 시험 대신 과제를 제출해야 하니까 더 많은 것 같아.\n 확실히 미술 쪽은 필기쪽보다는 실기 쪽 과제가 많을 테니까.\n 고생하네. 저번에 내가 보내준 피로 회복제 먹으면서 해.\n 안 그래도 그러려고 했어. 고마워 ㅠㅠ\n 시험기간 끝나면 맛있는 거 먹으러 가자.\n 완전 좋아. 너 뭐 먹을지 생각해 놔.\n 나 그 날만 생각하면서 잘 버텨 볼게.\n 우리 시험 과제 다 화이팅.\n 그래도 조금은 힘이 생긴다.
